Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude
"Brand New 4 BR House for Sale in BF Homes Property, Parañaque","B.F. International Village, Las Pinas",18300000,4,3,255,203,14.4483726,121.0098171
2 Bedrooms Single House with Parking Space For Sale in Wellford Homes Malolos,"Longos, Malolos",3969280,2,2,74,89,14.87426,120.7915336
House & Lot - Meycauayan Bulacan,"Bahay Pare, Meycauayan",3500000,4,2,80,80,14.7681018,121.0128437
Mckinley Hill Village Taguig Brand-new House & Lot for sale,"McKinley Hill, Taguig",140000000,5,6,513,189,14.5330489,121.0524293
"Single detach house in Foggy Heights Village, Tagaytay","San Jose, Tagaytay",8500000,4,3,180,110,14.1213242,120.9682081
"2 Bedroom 2 Storey Townhouse in Greenwoods Estate, Paombong, Bulacan","Kapitangan, Paombong",1914154,2,1,38,36,14.8647113,120.788091
"House & Lot for Sale in Bentley Park Subdivision Marcos Highway, Antipolo, Rizal","Santa Cruz, Antipolo",14600000,4,3,300,215,14.6160568,121.1697877
2 Bedroom Townhouse for Sale in Cyberville General Trias-Cyber Zoe Dup,"Brgy. Santiago, Gen. Trias, Cavite Santiago, General Trias",1800940,2,,52.57,80,14.337867,120.9084009
Bria San Pablo 08/23 Update | 2 Bedrooms Townhouse with Free Fence for sale,"San Gregorio, San Pablo",2100000,2,1,44,36,14.0494929,121.3289262
For sale House and Lot with 4 bedrooms Pre-Selling in San Jose del Monte,"Sapang Palay, San Jose del Monte",10674000,5,3,166,143,14.8469203,121.0425271
Rush Sale! P16.5M NET Xavierville 1 Old House L.A.161 sqm,"Loyola Heights, Quezon City",16500000,4,3,260,161,14.6410904,121.0737779
"For Sale: 4-Bedroom House and Lot with Gazebo in Corinthian Gardens, Quezon City","Ugong Norte, Quezon City",360000000,4,4,750,600,14.5977372,121.0704752
House & Lot for Sale in Marikina City,"Concepcion Dos, Marikina",12000000,3,2,,240,14.6405888,121.1208184
"Barandal, Calamba City, Foreclosed Residential – House and Lot -10001000011957","Lot 13 Blk 4, Road Lot 12, Carmel Village Phase 2 Barandal, Calamba",1340000,1,1,48,80,,
"Single Bungalow Resthouse for Sale in Hermosa, Bataan","Brgy. Mabiga, Hermosa, Bataan Mabiga, Hermosa",28000000,3,3,500,7624,,
House For Sale in Loyola Grand Villas Quezon City,"Matandang Balara, Quezon City",190000000,5,7.5,1200,900,14.6716797,121.0745345
Idesia Lipa 01/24 Update | 2 Bedrooms Single Attached House and Lot For Sale,"Inosloban, Lipa",5026399,2,1,52.25,80,13.97582845,121.1692147
"House for Sale in JBC Green Acre Homes Subdivision, Mangaldan, Pangasinan","JBC Green Acre Homes Subdivision Guiguilonen, Mangaldan",7800000,5,4,153,210,,
zero dp house for sale in greenwoods executive village pasig,"Pinagbuhatan, Pasig",7500000,4,4,180,60,14.5574086,121.0909665
5 Bedrooms Single Detached Complete House Sale Victoria Alabang Manila,"Tunasan, Muntinlupa",16884800,5,4,195,240,14.3801129,121.0514828
"For Sale 4BR House & Lot at Calatagan, Batangas 10 mins away Matabungkay Beach","Talisay, Calatagan",12000000,4,3,300,2500,13.9073401,120.6275545
La Vista Corner House for Sale in Quezon City,"Pansol, Quezon City",308000000,10,10,1000,2055,14.6527982,121.0815235
Elegant & Overlooking Diana House with 3 Bedrooms in Chateau de Paz Subdivision,"Totolan, Dauis",8800000,3,3,99.75,153,9.6352488,123.8487402
"For sale House and Lot at Marina Baytown East, Brgy. Tambo, Parañaque City","Tambo, Paranaque",,6,6,647.5,680,14.5173079,120.9933811
"4 Bedroom House with Landscaped Garden for Sale for 7.5M, Angeles City",Angeles,6800021,4,3,100,128,15.1389351,120.5875321
Brand New Beautiful House For Sale In Banawa Cebu City,"Banawa, Cebu",11000000,4,3,90,120,10.3124117,123.876716
For Sale Modern Design Three (3) Storey Duplex House and Lot in Las Piñas City,"Pilar, Las Pinas",8200000,4,3,153.7,58.7,14.4252635,121.0058656
Brand New House 3 BED ROOMS in Antipolo City,"Cupang, Antipolo",9970700,3,3,167,120,14.6360063,121.1240475
"L-R-1-1136- Acquired Property  for Sale in Lot 168-B-5-B, Purok 7, Brgy. San Miguel / Poblacion, Majayjay, Laguna","San Miguel, Majayjay",2254920,,,160.66,109,14.1443829,121.4709505
"For Sale: Pre Owned Modern House in Pampanga near SM Telabastagan, San Fernando","Baliti, San Fernando",12000000,3,3,200,180,15.105583,120.6242556
2 Storey Townhouse for Sale Near Cubao Q.C.,"84F Brgy Claro Aguho Street, Project 3, Quezon City near Cubao Claro, Quezon City",6000000,5,2,120,60.67,,
"4 Bedroom, 3 Bathrooms House and Lot For Sale in Guadalupe, Cebu City","Guadalupe, Cebu",17000000,4,3,380,242,9.7340326,123.3656366
"Rush Sale: 2-Storey House with Lap Pool in Talibeach Subd. Nasugbu, Batangas","Talibeach Balaytigui, Nasugbu",60000000,3,4,,1500,,
"Big 4BR Mactan House 593 only 300 meters from the sea, for sale 19.5M","Maribago, Lapu-Lapu",19500000,4,4,300,554,10.2850724,123.9929719
Pre Owned 2 BR Townhouse For Sale in Paranaque City,Paranaque,3000000,2,1,104,52,14.5008116,120.9915327
4 Bedroom Single Attached Unit for sale at Sterling Residences One (Sicily),"Governor's Dr Sabang, Naic",6488074,4,2,132.34,100,14.3048174,120.8054933
Brand New Modern House with Full Basement on a Corner Lot For Sale,"alabang, muntinlupa Ayala Alabang, Muntinlupa",420000000,5,5,1172,762,14.4236141,121.0298739
"For Sale Brand New Modern Design Two (2) Storey Duplex House and Lot, Las Piñas","Manuyo Dos, Las Pinas",16500000,5,5,260,121,14.4710957,120.9917098
"For Sale House and Lot, Bungalow Type, 2 Bedrooms, 120Sqm","Bitas, Cabanatuan",,2,1,55,120,15.4969494,120.9778688
"250 sqm High Quality House for Sale in Lapu-Lapu City, Cebu - White Sands","Maribago, Lapu-Lapu City, Central Visayas, Philippines Maribago, Lapu-Lapu",15500000,3,2,340,250,,
"House and Lot For Sale, 2 Storey - Single Attached, 3 Bedrooms, 120sqm","Bitas, Cabanatuan",,3,2,82,120,15.4969494,120.9778688
4 Bedrooms Modern Contemporary House and Lot For Sale in Antipolo near puregold,"San Roque, Antipolo",12500000,4,3,180,120,14.5234775,121.1554992
For Sale Corner Bungalow House and Lot in BF Almanza Las Piñas,"Almanza Dos, Las Pinas",17500000,4,4,200,263,14.4234362,121.0223422
5 Bedrooms Elegantly Finished 3 Storey Brand new townhouse in Pilar Village Las,"Dona. Pilar Aguirre Ave, 1750 Las Pinas, Philippines Pilar, Las Pinas",8500000,5,4,160,80,,
For Sale Townhouse in Wellford Homes Malolos with Pagibig Financing.,"Longos, Malolos",2074000,2,1,64.8,63,14.87426,120.7915336
"4BR Gorgeous Modern Asian Home For Sale in Antipolo City, Rizal","Dela Paz, Antipolo",14000000,4,3,240,173,14.5886674,121.1739784
3 Bedroom House and Lot at Celestis 2 in Antipolo Rizal (Inner),"San Luis, Antipolo",5017800,3,2,61,70,14.6043281,121.1981422
Designer Dimensione Modern Industrial House and Lot For Sale in Ayala Alabang.,"Ayala Alabang, Muntinlupa",440000000,7,7,1232,816,14.4226096,121.0269407
Brand New 2 Storey Duplex House & Lot For Sale In Better Living Parañaque,"Along United Nation St. Betterliving Subdivision Don Bosco, Paranaque",14000000,4,4,180,140,,
2 HOUSE & LOT /2 House property 9 BR 4 T&B 3 Car Garage,"Ortigas Avenue, Pasig",16000000,9,4,190,240,14.5889935,121.0678685
"L-R-1-1174: Acquired Property  for Sale in Lot 24, Block 17, corner of Gomez and Ramirez Sts., San Antonio Heights, Phase 3, Brgy. San Antonio, Santo Tomas, Batangas","San Antonio, Santo Tomas",5085600,,,192,156,15.8615884,120.564115
"L-R-1-118- Acquired Property for Sale in No. 457 (Lot 2500-H), Albayda Compound, Purok 4/Brgy. Pinagbayanan, Pila, Laguna (Interior) - Retail","Pinagbayanan, Pila",3890500,,,284.96,339,14.2500451,121.359381
"Smart Home with Elevator for Sale in Ayala Alabang Village, Muntinlupa City","Ayala Alabang, Muntinlupa",460000000,7,7,900,1500,14.4226096,121.0269407
3 Bedroom beach house Property for Sale in Sea Front Residences,San Juan,13554567,3,3,100,200,13.7440111,121.4281827
"3-Bedrooms Townhouse for sale at Tanza Cavite, Portia","Antero Soriano Hiway, Sahud-Ulan, Tanza Cavite Sahud Ulan, Tanza",1951400,3,2,40,45,,
"Discover this charming 2-storey house and lot in El Rio, Davao City","Buhangin, Davao",3800000,2,2,93,60,7.1469686,125.5940509
house and lot for sale in dumaguete,"Batinguel, Dumaguete City, Central Visayas, Philippines Batinguel, Dumaguete",12500000,5,3,500,938,,
For Sale Huge Two Story House with Swimming Pool For Leasehold in Mabalacat,"Clark, Mabalacat",57000000,5,5,338,1187,15.1920323,120.579523
Modern Futuristic home 7 bedroom for sale in ayala alabang,"Ayala Alabang, Muntinlupa",,7,7,1500,900,14.4226096,121.0269407
"Townhouse For Sale! Foreclosed Property! in BF Resort Village, Las Piñas City","Talon Dos, Las Pinas",5250000,,,93,52,14.4330886,120.9847045
"3 Bedroom House for Sale in Royal Palms Panglao 1 - Turriano B, Dauis, Bohol","Dauis - Panglao Rd, Dao, Panglao, 6340 Bohol Dao, Dauis",4000000,3,2,60,120,,
"Rush Sale! House and Lot Property in San Lorenzo Village, Makati City","9 Rocha, Makati, 1223 Kalakhang Maynila San Lorenzo, Makati",179000000,3,3,448,,14.548714,121.0168558
Antipolo House For Sale inside Golf Village,"Inarawan, Antipolo",18000000,4,3,265,475,14.6246563,121.1803519
"113 sqm 3BR Townhouse with 2 Parking Slots for Sale in Kapitolyo, Pasig City","Kapitolyo, Pasig",25800000,3,3,212,113,14.5711649,121.0594975
"3-Bedroom Townhouse for Sale at Lancaster New City in General Trias, Cavite","Tapia, General Trias",2133600,3,1,40,50,14.3630407,120.8803493
Magallanes Village Makati | House and Lot For Sale,"Magallanes Village, Makati Magallanes, Makati",118000000,3,3,300,350,14.5393362,121.0162958
"3 Bedroom Hermoso House and Lot for Sale in Royal Palms Panglao 1, Dauis, Bohol","Dauis - Panglao Rd, Dao, Panglao, 6340 Bohol Dao, Dauis",6700000,3,2,81,180,,
"V-R-2-107:  Acquired Property  for Sale in Lot 28, Block 7, Camella Savannah, Brgy. Abilay Norte / Polo Maestra Vita, Oton, Iloilo","Polo Maestra Bita, Oton",4219500,,,123,191,,
"Discounted 50% Reservation Fee House For Sale in Imus, Cavite","Carsadang Bago I, 4103 Imus, Philippines Carsadang Bago I, Imus",4000000,3,2,65,85,,
House For Sale in Ayala Alabang Muntinlupa City.,"Muntinlupa, National Capital Region, Philippines Ayala Alabang, Muntinlupa",420000000,5,6,1600,868,,
Spacious and Airy House and Lot For Sale in San Juan City,"Onse, San Juan",39500000,4,3,500,287,14.6017402,121.0314553
AVIDA VILLAGE CERISE NUVALI Newly-Renovated House for Starting Family FOR SALE!,"Block 20 Lot 10 Copper St., Avida Village Cerise Nuvali Canlubang, Calamba",5000000,2,1,60,110,,
Verdana Homes Mamplasan (Biñan) 3-Storey Asian Balinese House for Sale!,"Phase 2 Block 22 Lot 5 (10 Apitong St.) Verdana Homes Mamplasan Langkiwa, Binan",21500000,4,3.5,250,200,,
Brand New house for sale in Bali Mansion South Forbes Golf City Silang Cavite,"Bali Mansion Inchican, Silang",35000000,4,5,368,277,,
2 Car Garage New Heaven Villas Townhouse for Sale near Landers,"Kaligayahan, Quezon City",10280000,5,3,220,77,14.7383609,121.0508834
"Elegant Two Storey House with Pool For Sale at Angeles City, Pampanga.",Angeles,22000000,3,3,200,250,15.1389351,120.5875321
"Sanville Subdivision, Quezon City | Four Bedroom House and Lot For Sale - #6305","Culiat, Quezon City",35000000,4,3,350,496,14.6679617,121.0565912
House and Lot for sale in BF Northwest BF Homes Paranaque,"B.F. Homes, Paranaque",33000000,5,4,288,300,14.4462789,121.0274109
Katarungan Village Muntinlupa Affordable 3-BR Townhouse For Sale,"Poblacion, Muntinlupa",3950000,3,2,65,50,14.3891448,121.0449804
BF Tahanan Village | Five Bedroom House and Lot for Sale at Parañaque - #6092,"B.F. Homes, Paranaque",45000000,5,5,375,280,14.4462789,121.0274109
"2 Bedroom House for Sale in San Pedro, Laguna - Southview Homes","San Vicente, San Pedro",4900000,2,1,61,70,14.3562015,121.0481011
"Nice House for Sale in BF Homes, Paranaque City","B.F. Homes, Paranaque",26000000,4,4,350,289,14.4462789,121.0274109
"Susana Heights, Muntinlupa City House and Lot for Sale! 2 Storey 6 Bedroom","Tunasan, Muntinlupa, National Capital Region, Philippines Tunasan, Muntinlupa",52000000,6,4.5,480,500,,
"House and Lot For Sale in A Subdivision, Candau-Ay, Dumaguete City","Candau-Ay, Dumaguete City, Central Visayas, Philippines Candau-Ay, Dumaguete",5500000,2,2,110,121,,
"910sqm 6BR Stunning Bnrad New House in Ayala Heights, Quezon City For Sale","Ayala Heights, Quezon City",188000000,6,6,910,510,14.66246055,121.0881386
"Relaxing & Exquisite House and Lot at BF Homes, Paranaque City","B.F. Homes, Paranaque",32500000,4,4,268,287,14.4462789,121.0274109
3 Bedroom Townhouse located along SRP Road for Sale,"Philippines, Talisay, Cansojong, SRP Cansojong, Talisay",6000000,3,3,120,64,,
2-Storey Single Firewall For Sale in Camella Cerritos General Santos City,"Lagao, General Santos City",8000000,5,3,142,121,6.1280792,125.1903784
182sqm 3BR 3 Storey Townhouse for sale near Teachers Village Diliman Quezon City,"Diliman, Quezon City",12230000,3,3,182.93,62.8,14.6361294,121.0335841
"Modern Zen House and Lot for sale in B.F. Homes, Parañaque","B.F. Homes (Paranaque) B.F. Homes, Paranaque",18500000,3,3,300,204,14.4475119,121.0294569
"Brand New Modern 4 Bedrooms Home for Sale in BF Homes, Parañaque City","B.F. Homes, Paranaque",28900000,4,4,270,204,14.4462789,121.0274109
3 Bedroom Single Attached House and Lot for Sale at Muntinlupa City,"Muntinlupa, Metro Manila, Philippines Muntinlupa",8000000,3,2,83,120,,
"Elegant Duplex House and Lot for Sale in San Mateo, Rizal near Quezon City","Ampid I, San Mateo",9798000,4,3,155,104,14.6809969,121.1192939
"2 Storey House and Lot for Sale in Filinvest 2, Batasan Hills, Quezon City","Bagong Silangan, Quezon City",20000000,5,5,300,240,14.6978613,121.1104093
Exclusive Living: Ayala Alabang Village House for Sale in Muntinlupa,"Ayala Alabang, Muntinlupa",110000000,4,5,400,300,14.4226096,121.0269407
House & Lot with pool at Royale Tagaytay Estates,"Buck Estate, Alfonso",25000000,4,3,450,392,14.0835001,120.8542787
"Luxurious House with Swimming Pool For Sale in San Fernando, Pampanga","Telabastagan, San Fernando",45000000,5,6,432,1565,15.1142829,120.6088717
"Beautiful And Brandnew House For Sale in Matandang Balara, Quezon City","Matandang Balara, Quezon City",105000000,5,5,650,330,14.6716797,121.0745345
"Brand New Modern Designed House for Sale in Tahanan Village, Parañaque City","B.F. Homes, Paranaque",36000000,5,6,325,280,14.4462789,121.0274109
St. Joseph Richfield Phase 2 | 08/23 Update | 2 Bedrooms Townhouse House and Lot,"Tagapo, Santa Rosa",2090585,2,1,42,50,14.3136408,121.1001034
Marikina Heights TOWNHOUSE  2 Storey 3 bedroom with Parking,"Ordonez St. Corner Champaca St. Marikina Heights, Marikina",6900000,3,2,88.9,53,,
"2 Storey Residential Unit For Sale in Bangkas Heights, Davao City","Bangkas Heights, Davao",17000000,2,2,250,338,7.0579362,125.4907409
Rush For Sale Furnished Italian Inspired House - Taguig City,"Ususan, Taguig",,5,6,182,232,14.5423688,121.0550156
"2BR Bungalow House and Lot for sale near New Clark City, Tarlac","Kathrynville, Cutcut, Capas,Tarlac Cutcut 1st, Capas",1755000,,1,35,96,,
"For Sale: Brand New 4-Bedroom House & Lot in Mabalacat, Pampanga","Atlu-Bola, Mabalacat",10700000,4,2,150,120,15.2317258,120.5717505
South Point Villas 01/24 Update | 3 Bedroom Townhouse House For Sale in Alaminos,"Barangay II, Alaminos",1144549,3,1,46.6,40,14.0733361,121.256544
"3 Bedroom House for Sale in San Pedro, Laguna - Southview Homes","San Vicente, San Pedro",5500000,3,2,76,70,14.3562015,121.0481011
"5 Bedrooms House and Lot For Sale in Aniban I, Bacoor, Cavite","Aniban I, Bacoor",16000000,5,6,411,360,14.4597848,120.9627456
"For Sale Single Detached House for As Low As 37,432 Monthly, Marilao, Bulacan","Loma de Gato, Marilao",7521360,3,2,90,112,14.7912768,121.0083083
"Newly Renovated Townhouse for sale at Circulo Verde, Quezon City","Bagumbayan, Quezon City",25000000,3,4,198,,14.6063578,121.0818908
"Two (2) Bedroom House and Lot at Victoria Homes, Muntinlupa City For Sale","Magenta St., Saphhire Hills, Victoria Homes, Muntinlupa City Tunasan, Muntinlupa",2700000,2,1,37,79,,
Luxury Brand New 6BR House and Lot for Sale in Ayala Alabang Village,"Ayala Alabang Muntinlupa Metro Manila Ayala Alabang, Muntinlupa",540000000,6,7,1442,987,14.428209,121.0266751
"Sumacab Este, Cabanatuan City, Foreclosed House and Lot - 10108000000347","Lot 16 Block 13, Amazon Street, Lakewood City Subdivision Sumacab Este, Cabanatuan",3155000,1,1,191,204,,
"Rare, small cut Dasmarinas Village Makati Property","Dasmarinas, Makati",,5,4,400,614,14.5401434,121.0269757
"900sqm 7BR Bright & Airy Brand new House for sale in Whiteplains, Quezon City","White Plains, Quezon City",208000000,7,6,900,464,14.6032747,121.0713026
3 Bedroom Single Detached House For Sale Along Gov. Drive Trece Martires Cavite,"Cabuco, Trece Martires",5739667,3,2,75,120,14.2792049,120.8446323
FOR SALE: House & Lot in Moonwalk PH 1 Paranaque*,"Moonwalk, Paranaque",21400000,5,3,300,400,14.4918575,121.0146712
For Sale 4-Bedroom Contemporary Spanish Style Home w/ Big lot area in Talisay.,"Cansojong, Talisay",36000000,5,4,309,2080,10.2495232,123.8548827
"For Sale Residential House and Lot in SSS Village, Marikina City","Concepcion Dos, Marikina",8500000,2,1,63,288,14.6405888,121.1208184
3 Bedroom House and Lot at Celestis 2 in Antipolo Rizal (Corner),"San Luis, Antipolo",6448937,3,2,76,90,14.6043281,121.1981422
"For Sale : 6-Bedroom House in Monteverde Royale, Taytay, Rizal","San Juan, Taytay",45000000,6,7,700,561,14.5585639,121.1360313
"3 Bedroom Townhouse for sale in Sierra Manor Residences at San Isidro, Rizal","Don Mariano Ave San Isidro, Angono",5177819,3,2,73.1,41,14.5389092,121.1601117
Single Attached House and Lot in Lipa Batangas,"San Lucas, Lipa",4169183,2,1,54,113,14.017376,121.1836485
House for Sale in Angeles City with Huge Garden and Private Swimming Pool,"Malabanias, Angeles",,4,5,300,1098,15.1509444,120.589826
"460sqm 5BR Bnew Modern House for sale in Santa Ana, Taytay, Rizal","Santa Ana, Taytay",42500000,5,5.5,460,300,14.5654235,121.1267997
2 Storey House and Lot for Sale in Filinvest 2 Batasan Hills  Quezon City,"1 Bagong Silangan, Quezon City",17500000,5,3,300,240,14.6978613,121.1104093
Brand New House and Lot For Sale Capitol Homes Quezon City with Pool,"Matandang Balara, Quezon City",92000000,5,5,421,400,14.6716797,121.0745345
Francis Court Townhouse  | Five Bedroom Townhouse for Sale at San Juan - #5842,"Pasadena, San Juan",57000000,5,4,385,,14.6087274,121.0332511
"Duplex House For Sale in Dumaguete, Negros Oriental - PHP 10M",Dumaguete,10000000,6,4,318,210,9.3054777,123.3080446
For Sale Modern Asian House in Summerhills subd Antipolo city,"Dela Paz, Antipolo",14000000,4,3,240,173,14.5886674,121.1739784
"Fully Furnished Modern Designed Two Storey House for Sale in Tahanan Village, Pa","Tahanan Village B.F. Homes, Paranaque",30000000,4,4,300,280,14.4506613,121.0300501
"For Sale: Bungalow House & Lot in Valencia Estates, Valencia, Bukidnon","Valencia Estates, Valencia, Bukidnon Lumbo, Vallencia",5000000,2,2,60,150,,
3-BR Brand New House for Sale at Eastville Filinvest Cainta East,"San Isidro, Cainta",19500000,3,3,188,172,14.6092561,121.1106377
6 Bedroom Modern Corner lot Haven with swimming pool located in Pasig city.,"Rosario, Pasig",29000000,6,6,450,191,14.5904898,121.0882718
"330 sqm House in San Miguel Village, Makati City","San Miguel Village, Makati",125000000,4,3,300,330,14.56726465,121.0255189
Dagupan City 3BR Customized & Modern Design House and Lot Package,"Bonuan Boquig, Dagupan",5040000,3,2,80,190,16.0774984,120.3580251
For Sale House and Lot Ayala Alabang Village  Muntinlupa City,"Ayala Alabang, Muntinlupa",125000000,4,5,400,300,14.4226096,121.0269407
"House and Lot for Sale in BF Homes Quezon City, Metro Manila","Holy Spirit, Quezon City",45000000,5,5,350,464,14.6838626,121.0761031
South Bay Parañaque 6BR Fully-furnished Elegant House for Sale,"B.F. Homes, Paranaque",49000000,5,5,450,510,14.4462789,121.0274109
"For Sale Brand New Townhouse in Filinvest 2, Quezon City","Batasan Hills, Quezon City",15000000,5,4,303,90,14.6862585,121.099335
"3 Bedroom House and Lot For Sale in Quezon City, West Avenue","West Triangle, Quezon City",25000000,3,3,270,101,14.6432727,121.0308148
"For Sale: 2 Storey Corner House and Lot in Pulo, Cabuyao, Laguna","Pulo, Cabuyao, Laguna, Philippines Pulo, Cabuyao",30000000,5,4,550,386,,
"House and Lot for Sale at Alabang West Village, Daang Hari Road, Las Piñas City","Daang Hari, 1751 Las Pinas, Philippines Almanza Dos, Las Pinas",50000000,5,5,323,302,,
"Well Maintained Two Storey House for Sale in Ayala Alabang Village, Muntinlupa C","Ayala Alabang Village Ayala Alabang, Muntinlupa",120000000,4,5,400,720,14.4226096,121.0269407
BF Bayanihan Village  | Five Bedroom House and Lot For Sale at Parañaque - #6091,"B.F. Homes, Paranaque",37500000,5,5,375,280,14.4462789,121.0274109
Exquisite Modern Designer House in Urdaneta Village Makati City for Sale,"Urdaneta, Makati",800000000,5,5,700,1156,14.556078,121.0296234
"Bungalow House for SALE in West Kamias, Quezon City","West Kamias, Quezon City",28000000,6,2,,300,14.6305587,121.0495397
"For Sale: House & Lot in Vista Valley Executive Village, Marikina City","Santo Nino, Marikina",18000000,3,3,260,144,14.6403852,121.0966298
Capitol 8 House and Lot for Sale! Pasig City,"Kapitolyo, Pasig",120000000,3,3,,444,14.5711649,121.0594975
"4 Bedrooms House and Lot for Sale in Cebu City, Cebu - Clean Title",Cebu,10000000,4,1,,184,10.2931062,123.9020773
"3 Bedroom Duplex Unit for sale at Santevi in San Pablo, Laguna","Pan-Philippine Hwy San Vicente, San Pablo",3400000,3,2,66,80,,
"3 Bedroom House and Lot for Sale in Jaro Ilo-ilo, Casa Mira Iloilo","Jaro, Iloilo",3816956,3,2,53.24,72,10.7467342,122.5767201
4 Bedroom House and Lot For Sale with Roof Deck in Cabuyao Laguna,"Casile, Cabuyao",17500000,4,3,250,214,14.2015402,121.0370618
"For Sale: White Sand Beach House Property in Dapitan City, Zamboanga del Norte","Canlucani, Dapitan City, Zamboanga Peninsula, Philippines Canlucani, Dapitan",,2,6,300,5300,8.7062112,123.4259745
"Ready for Occupancy 2 Storey Duplex House for sale at San Roque, Talisay, Cebu","88 Brookside San Roque Talisay San Roque, Talisay",6449458,4,2,86,110,,
"Welcome to your future home in Robinsons Highlands, Buhangin, Davao City","Buhangin, Davao",18500000,4,4,190,184,7.1469686,125.5940509
3 Storey Townhouse for Sale in Tandang Sora near Mindanao Avenue Quezon City,"1 Tandang Sora, Quezon City",8000000,3,2,110,45,14.6868317,121.035975
"3 bedroom Townhouse For Sale in Lancaster New City, Gentri","Tapia, General Trias",2245920,3,1,40,50,14.3630407,120.8803493
"For Sale Ancestral House & Lot Circa 1928 Earnshaw, Manila (Neg.)","Sampaloc, Manila",27000000,6,6,,180,14.6031403,120.993417
"Brand New House in exclusive Subdivision, South Pacific Golf and Leisure Estate","Bago Oshiro, Davao",16000000,5,4,210,208,7.0774367,125.4963894
4 BR Modern Elegant Home for Sale in Novaliches Quezon City near SM Fairview,"Novaliches, Quezon City",45000000,5,5,400,300,14.7209396,121.038922
2-Storey House And Lot For Sale At Royal Villas West Amadeo Cavite,"Salaban, Amadeo",12000000,6,5,110,240,14.1296621,120.9332054
"M-R-3-36- Acquired Property for Sale in Unit 301 Makati South Hills Condominium, East Service Road, Brgy. San Martin de Porres, Parañaque City (w/ Parking slot) - Retail","San Martin de Porres, Paranaque",4770850,,,136.31,,14.4984874,121.0432063
"Beautiful, Fully Renovated House for Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",130000000,4,4,500,550,14.4226096,121.0269407
4 Bedroom with 3 parking House and Lot For Sale near Davao International Airport,"Priscilla Estates Cabantian, Davao",10500000,4,3,130,300,,
"For Sale 3-BR Bungalow House at Moonville Subd., Bgy. Sun Valley Parañaque City","Sun Valley, Paranaque",38000000,3,3,417,472,14.4888415,121.0325173
House and Lot For Sale Ayala Alabang Muntinlupa Modern Mansion Smart Home Ready,"Ayala Alabang, Muntinlupa",420000000,7,7,1233,816,14.4226096,121.0269407
"House and Lot For Sale at Pahara Southwoods City, Carmona, Cavite","Cabilang Baybay, Carmona",23609000,3,2,243,240,14.3175013,121.0512123
"For Sale Brand New Townhouse in Kamuning, Quezon City","K-3rd Street Kamuning, Quezon City",16500000,4,4,240,60,14.6292389,121.0458642
"For Sale: 315 sqm Pre-Owned Residential House & Lot in West Crame, San Juan City","West Crame, San Juan",28000000,8,4,420,315,14.6063099,121.0502649
"Modern House and Lot in Vista Real Classica, Quezon City For Sale","Batasan Hills, Quezon City",72000000,4,4,504,300,14.6862585,121.099335
"New Duplex Townhouse For Sale in San Antonio, Parañaque City","San Antonio, Paranaque",9500000,4,4,250,117,14.4689826,121.0211224
"Brand New Modern House in a Corner Lot For Sale in Ayala Alabang, Muntinlupa","Ayala Alabang, Muntinlupa",420000000,5,5,1172,762,14.4226096,121.0269407
"House and Lot for Sale at Phase 1 Vista Verde Executive, Cainta","San Isidro, Cainta",,3,3,148,139.5,14.6092561,121.1106377
"Bagbaguin, Sta. Maria, Bulacan, Foreclosed House and Lot - 10001000011919","Lot No. 1521-A-5-B, No.757 Fatima Street Bagbaguin, Santa Maria",4280000,1,1,156,250,,
"2  Bedroom Home with Additions, Strong Water, Near Amenities in SN Mateo Rizal","Santo Nino, San Mateo",2000000,2,2,80,120,14.6367374,121.0942983
5 Bedroom House and Lot for Sale at Portofino Heights in Las Piñas City,"Almanza Dos, Las Pinas",70000000,5,5,490,,14.4234362,121.0223422
"Single Attached House in San Isidro,Antipolo City near Wilcon","San Isidro, Antipolo",8000000,4,3,166,108,14.5898029,121.1819903
"L-R-1-376- Acquired Property for Sale in Lots 11 and 12, Block 5, Ilang-Ilang Street, Villa Adelina Subdivision, Phase 3, Brgy. Sta. Clara/Bulilan Sur, Pila, Laguna - Retail","Santa Clara Sur, Pila",3997800,,,160,341,14.2274672,121.3654733
Greenwoods Executive Village House and Lot for Sale! Pasig City,"San Miguel, Pasig",29000000,5,4,334,235,14.5658684,121.0855568
"5 level house House and Lot for Sale in Maria Luisa Estate Park, Cebu City","Maria Luisa Estate Park Cebu City Budla-An, Cebu",220000000,10,7,1522,735,,
Brand New Two Storey Modern Contemporary House for sale in San Fernando,San Fernando,16800000,4,3,240,180,15.0587568,120.631483
"3BR Brand New House and Lot for Sale in Havila Township, Antipolo City","Dalig, Antipolo",11160100,3,3,90,150,14.5730447,121.1864717
"2-Bedroom House and Lot for Sale in Sorsogon, Bicol","Camella Cabid-An, Sorsogon City, Sorsogon, Bicol, Philippines Cabid-An, Sorsogon",2860000,2,1,36,44,,
For Sale : Fully Furnished Beach House by the Cliff in Nasugbu Batangas,"Natipuan, Nasugbu",,5,5,,1160,14.1200018,120.6239076
For Sale: House and Lot in Sucat Muntinlupa (Pre-owned) w/ 2 Car Garage,"Sucat, Muntinlupa",24000000,4,,250,300,14.4569804,121.0531587
