HouseID,Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude
146,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Mika 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4458000,2,1,46.0,63.0,15.4710779,120.9821312
147,"RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Carmela","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8915000,3,2,66.0,121.0,15.4710779,120.9821312
148,2BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Ezabelle 63sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4270000,2,1,46.0,63.0,15.4710779,120.9821312
149,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4263000,2,1,40.0,63.0,15.468244,120.9764138
150,"RFO 4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dani 99sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7503000,4,3,83.0,99.0,15.468244,120.9764138
151,"RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Carmela","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8915000,3,2,66.0,121.0,15.468244,120.9764138
152,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Mika 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4458000,2,1,46.0,63.0,15.468244,120.9764138
153,"For Sale RFO 2BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4454000,2,1,40.0,63.0,15.468244,120.9764138
154,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle Combo Lot 96sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5174000,2,1,46.0,96.0,15.4777848,120.6140745
155,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Mika 60sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4633000,2,1,46.0,60.0,15.468244,120.9764138
156,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26393000,3,3,219.3,91.0,14.4321626,121.0452418
157,"2BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Nest","Divisoria, Mexico",4710000,2,2,72.0,121.0,15.0924892,120.6827977
158,Futura Homes Koronadal | Amber 2BR Townhouse Inner Unit for Sale in South Cotabato | Futura by Filinvest,"Purok Hurtado Concepcion, Koronadal",2683000,2,1,40.3,50.4,6.4918813,124.7994309
159,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28348000,3,3,219.3,105.0,14.4321626,121.0452418
160,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit (Garden Unit)",,28376000,3,3,219.3,106.0,14.4321626,121.0452418
161,"For Sale 3BR House and Lot in Urdaneta, Pangasinan at Camella Urdaneta | Cara 110sqm","Macarthur Hwy Anonas, Urdaneta",6286000,3,2,66.0,110.0,16.0015834,120.5760561
162,"L-R-1-249- Acquired Property for Sale in Lot 8, Block 12, 7th Road, Sta. Monica Heights Subdivision, Phase 1, Brgy. San Rafael, Tarlac City, Tarlac - Retail","San Rafael, Tarlac",4216700,,,169.0,180.0,15.3219543,120.5961487
163,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara 146sqm","Aningway Sacatihan, Subic",6810000,3,2,66.0,146.0,14.9131781,120.2282421
164,"4-Bedroom House and Lot for Sale in Imus, Cavite at Lancaster New City | BRIANA Model","Alapan Ii-A, Imus",6756360,4,3,110.0,100.0,14.4084522,120.8964956
165,"1BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Duo Work Live","Divisoria, Mexico",1635170,1,1,78.7,,14.4321626,121.0452418
166,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",33792000,3,3,247.4,93.0,14.4321626,121.0452418
167,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26393000,3,3,219.3,91.0,14.4321626,121.0452418
168,"RFO House and Lot For Sale in Summerfield, Antipolo City, Rizal","San Jose, Antipolo",5700000,4,3,90.0,78.0,14.5853745,121.1822801
169,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",32539000,3,3,247.4,93.0,14.4321626,121.0452418
170,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28348000,3,3,219.3,105.0,14.4321626,121.0452418
171,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28776000,3,3,219.3,90.0,14.4321626,121.0452418
172,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4872000,2,1,50.0,88.0,15.4777848,120.6140745
173,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara w/ CB 99sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",6319000,3,2,66.0,99.0,15.4777848,120.6140745
174,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Marga 72sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4315000,2,1,46.0,72.0,15.4777848,120.6140745
175,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 150sqm","Aningway Sacatihan, Subic",7907000,3,2,66.0,150.0,14.9131781,120.2282421
176,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 121sqm","Aningway Sacatihan, Subic",7421000,5,3,100.0,121.0,14.9131781,120.2282421
177,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani 99sqm","Aningway Sacatihan, Subic",6087000,4,3,83.0,99.0,14.9131781,120.2282421
178,"4BR 3-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands","Aguinaldo Highway San Agustin I, Dasmarinas",9500000,4,4,132.0,66.0,14.3152974,120.9450966
179,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit Facing Clubhouse (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28572000,3,3,219.3,103.0,14.4321626,121.0452418
180,For Sale 3BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Cara 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5776000,3,2,66.0,88.0,15.4777848,120.6140745
181,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26365000,3,3,219.3,90.0,14.4321626,121.0452418
182,"3BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Cocoon","Divisoria, Mexico",3190000,3,2,60.0,80.0,14.4321626,121.0452418
183,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 162sqm","Aningway Sacatihan, Subic",8277000,3,2,66.0,162.0,14.9131781,120.2282421
184,for sale alli house and lot 2 bedroom at  camella butuan city,"Camella Prima Butuan, Barangay Ampayon, Butuan City Ampayon, Butuan",4480180,2,1,40.0,88.0,8.955797,125.5900574
185,"2BR 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | APITONG","Sapang Biabas, Mabalacat",2224500,2,1,50.0,65.0,15.1987752,120.6026101
186,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,"Cupang, Muntinlupa",31348000,3,3,247.4,92.0,14.4378843,121.0503212
187,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 132sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",9584000,5,3,142.0,132.0,15.468244,120.9764138
188,"RFO 5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 110sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7618000,5,3,100.0,110.0,15.468244,120.9764138
189,"BTS 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4383000,2,1,40.0,63.0,15.468244,120.9764138
190,"Single Storey Modern Smart House For Sale in Bayanihan, BF Homes, Paranaque City","B.F. Homes, Paranaque",31800000,4,5,,308.0,14.4462789,121.0274109
191,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani 146sqm","Aningway Sacatihan, Subic",7340000,4,3,83.0,146.0,14.9131781,120.2282421
192,Avida Land an Ayala land Company House and Lot in Pampanga,"Mining, Angeles",8000000,3,2,84.0,84.0,15.1451282,120.6028533
193,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",34016000,3,3,247.4,93.0,14.4321626,121.0452418
194,"3-Bedroom Townhouse for Sale in Kawit, Cavite at Lancaster New City | ANICA Model","San Sebastian, Kawit",2389000,3,1,50.0,50.0,14.4129793,120.8886677
195,"3BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village, SA65","Bugtong Na Pulo, Lipa",4928000,3,1,65.0,116.0,13.9984308,121.1674592
196,"Ready For You: 2BR Townhouse (TH53) for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village at Php 63,433 monthly amortization","Bugtong Na Pulo, Lipa",4006000,2,1,53.0,52.0,13.9984308,121.1674592
197,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Greta 143sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10956000,5,3,166.0,143.0,15.468244,120.9764138
198,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 141sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8686000,4,3,85.0,141.0,15.468244,120.9764138
199,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 65sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3230000,2,1,36.0,65.0,15.468244,120.9764138
200,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 89sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5772000,2,2,53.0,89.0,15.468244,120.9764138
201,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 121sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8732000,5,3,142.0,121.0,15.468244,120.9764138
202,"RFO 4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana Combo 204sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10863000,4,3,85.0,204.0,15.468244,120.9764138
203,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 42sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",2793000,2,1,36.0,42.0,15.468244,120.9764138
204,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3309000,2,1,36.0,63.0,15.468244,120.9764138
205,"3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara w/ CB 110sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6650000,3,2,66.0,110.0,15.468244,120.9764138
206,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 88sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5079000,2,2,53.0,88.0,15.468244,120.9764138
207,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 40sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",2698000,2,1,36.0,40.0,15.468244,120.9764138
208,"RFO 5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Elaisa","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10692000,5,3,97.0,121.0,15.468244,120.9764138
209,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ravena EU","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4263000,2,1,40.0,60.0,15.468244,120.9764138
210,"4-Bedroom 3-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands","Aguinaldo Highway San Agustin I, Dasmarinas",9500000,4,4,132.0,66.0,14.3152974,120.9450966
211,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28090000,3,3,219.3,90.0,14.4321626,121.0452418
212,"4BR 2-Storey Single Detached House and Lot for Sale in Compostela, Cebu at Amoa | Asha Model","Tamiao, Compostela",7021000,4,2,82.0,120.0,10.4382884,123.9947249
213,"Ready For You: Duplex House and Lot Side by Side for Sale in Capas, Tarlac at Ajoya Capas at Php 28,108.33 monthly amortization","Talaga, Capas",3573000,,2,66.0,80.0,15.38374425,120.5870832
214,"For Sale 3BR Single Attached-Complete House and Lot in Santa Maria, Bulacan at North Orchard Residences","Caysio Rd. Caysio, Santa Maria",5183808,3,2,75.3,80.0,14.8482305,120.969695
215,"3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Cara w/ CB 99sqm","Longos, Malolos",6924000,3,2,66.0,99.0,14.87426,120.7915336
216,"For Sale 3-Bedroom Townhouse in Tanza, Cavite at Micara Estates | PORTIA Typical Corner Unit w/ Fence","Antero Soriano Highway Sahud Ulan, Tanza",2839149,3,1,45.0,62.0,14.372626,120.8262141
217,"Beautiful House and Lot with 4BR for Sale in BF East Phase 6, Muntinlupa City","Cupang, Muntinlupa",43000000,4,3,400.0,350.0,14.4378843,121.0503212
218,4 Bedrooms Single House in Katarungan Village in Muntinlupa City,"Daang Hari Alabang Poblacion, Muntinlupa",13000000,4,2,219.0,120.0,14.3840514,121.0083596
219,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ravena IU","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3302000,2,1,40.0,42.0,15.468244,120.9764138
220,"2BR 2-Storey Townhouse for Sale in Compostela, Cebu at Amoa | AMITA - End","Tamiao, Compostela",4389000,2,2,53.0,70.0,10.4382884,123.9947249
221,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 176sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",11245000,5,3,142.0,176.0,15.4777848,120.6140745
222,"3-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | AIRA Model","Pasong Camachile I, General Trias",5282600,3,2,80.0,92.0,14.3723207,120.8976745
223,"3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Cara","Longos, Malolos",6754000,3,2,66.0,99.0,14.87426,120.7915336
224,"2 Storey, 2 Bedroom, House & Lot @ Praverde Residences in Dasmariñas, Cavite","Governor'S Dr, 4114 Dasmarinas, Philippines Paliparan I, Dasmarinas",10746000,3,3,115.0,121.0,14.2964321,120.9666029
225,"3-Bedroom House and Lot for Sale in Pavia, Iloilo at Parc Regency Residences | PALMS Model","Ungka Ii, Pavia",3198000,3,2,60.0,100.0,10.7529006,122.5376029
226,"Ventura Real | Sapphire 2BR House for Sale in Calamba, Laguna | Futura by Filinvest","Pueblo Solana In Ciudad De Calamba Bubuyan, Calamba",4678200,2,1,62.8,88.0,14.1708274,121.0996381
227,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",27088000,3,3,219.3,90.0,14.4321626,121.0452418
228,"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 141sqm","Macarthur Hwy Anonas, Urdaneta",8237000,3,2,66.0,141.0,16.0015834,120.5760561
229,"New Fields Phase 2 | 2BR House and Lot for Sale in Teresa, Rizal | Futura by Filinvest","Manna East Dalig, Teresa",4470800,2,1,40.3,85.0,14.5663993,121.2157297
230,"3-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | MARGARET Model","San Sebastian, Kawit",5690000,3,2,72.0,100.0,14.4129793,120.8886677
231,"Ready For You: 1BR SD House and Lot (Aruna) for Sale in Compostela, Cebu at Amoa","Tamiao, Compostela",6033000,1,1,,,10.4382884,123.9947249
232,"2-Storey House, 5 Bedrooms in Camella Silang Terrazas| Freya","Adlas, Silang",12684000,5,3,142.0,174.0,14.2568411,120.965521
233,"4-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | BRIANA Model","Pasong Camachile I, General Trias",6756360,4,3,110.0,100.0,14.3723207,120.8976745
234,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28216000,3,3,219.3,90.0,14.4321626,121.0452418
235,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,"Cupang, Muntinlupa",31111000,3,3,247.4,92.0,14.4378843,121.0503212
236,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",31111000,3,3,247.4,92.0,14.4321626,121.0452418
237,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26953000,3,3,219.3,91.0,14.4321626,121.0452418
238,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,"Cupang, Muntinlupa",32539000,3,3,247.4,93.0,14.4378843,121.0503212
239,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",34604000,3,3,247.4,94.0,14.4321626,121.0452418
240,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26365000,3,3,219.3,90.0,14.4321626,121.0452418
241,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26365000,3,3,219.3,90.0,14.4321626,121.0452418
242,"Shophouse for Sale in Capas, Tarlac at Ajoya Capas","Talaga, Capas",8723000,,2,99.0,60.0,15.38374425,120.5870832
243,"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",32568000,3,3,247.4,92.0,14.4321626,121.0452418
244,"3BR Single Attached-Complete House and Lot for Sale in Santa Maria, Bulacan at North Orchard Residences","Caysio Rd. Caysio, Santa Maria",5183808,3,2,75.3,80.0,14.8482305,120.969695
245,Futura Homes Koronadal | Amber 2BR Duplex House for Sale in South Cotabato | Futura by Filinvest,"Purok Hurtado Concepcion, Koronadal",3528200,2,1,40.3,84.0,6.4918813,124.7994309
246,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 163sqm","Aningway Sacatihan, Subic",8463000,5,3,100.0,163.0,14.9131781,120.2282421
247,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Criselle 73sqm","Aningway Sacatihan, Subic",3790000,2,1,40.0,73.0,14.9131781,120.2282421
248,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara 95sqm","Aningway Sacatihan, Subic",6060000,3,2,66.0,95.0,14.9131781,120.2282421
249,3-Bedroom Quadruplex House and Lot for Sale in General Trias Cavite at Minami Residences | HANNA Model,"Arnaldo Highway Santiago, General Trias",4058400,3,2,54.0,80.0,14.3443205,120.9058453
250,"Townhouse for Sale 2 bedroom in San Rafael, Bulacan at Primeworld Enclave","Caingin, San Rafael",1800000,2,1,46.0,41.0,14.9717467,120.9434431
251,RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Elaisa w/ CB 145sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",8938000,5,3,97.0,145.0,15.4777848,120.6140745
252,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani 99sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",7056000,4,3,83.0,99.0,15.4777848,120.6140745
