Symbol,Name,Sector,industry
ARR,"ARMOUR Residential REIT, Inc.",Consumer Services,Real Estate Investment Trusts
ARR^C,"ARMOUR Residential REIT, Inc.",n/a,n/a
ARTL,"Artelo Biosciences, Inc.",Miscellaneous,Business Services
ARTLW,"Artelo Biosciences, Inc.",Miscellaneous,Business Services
ARTNA,Artesian Resources Corporation,Public Utilities,Water Supply
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",Capital Goods,Industrial Machinery/Components
ARVN,"Arvinas, Inc.",Health Care,Major Pharmaceuticals
ARW,"Arrow Electronics, Inc.",Technology,Electronic Components
ARWR,"Arrowhead Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ARYA,ARYA Sciences Acquisition Corp.,Finance,Business Services
ARYAU,ARYA Sciences Acquisition Corp.,Finance,Business Services
ARYAW,ARYA Sciences Acquisition Corp.,Finance,Business Services
ARYBU,ARYA Sciences Acquisition Corp II,Finance,Business Services
ASA,ASA Gold and Precious Metals Limited,n/a,n/a
ASB,Associated Banc-Corp,Finance,Major Banks
ASB^C,Associated Banc-Corp,n/a,n/a
ASB^D,Associated Banc-Corp,n/a,n/a
ASB^E,Associated Banc-Corp,n/a,n/a
ASB^F,Associated Banc-Corp,n/a,n/a
ASC,Ardmore Shipping Corporation,Transportation,Marine Transportation
ASET,FlexShares Real Assets Allocation Index Fund,n/a,n/a
ASFI,"Asta Funding, Inc.",Finance,Finance Companies
ASG,"Liberty All-Star Growth Fund, Inc.",n/a,n/a
ASGN,ASGN Incorporated,Technology,Professional Services
ASH,Ashland Global Holdings Inc.,Consumer Durables,Specialty Chemicals
ASIX,AdvanSix Inc.,Basic Industries,Major Chemicals
ASLN,ASLAN Pharmaceuticals Limited,Health Care,Major Pharmaceuticals
ASM,Avino Silver,Basic Industries,Precious Metals
ASMB,"Assembly Biosciences, Inc.",Health Care,Major Pharmaceuticals
ASML,ASML Holding N.V.,Technology,Industrial Machinery/Components
ASNA,"Ascena Retail Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
ASND,Ascendis Pharma A/S,Health Care,Major Pharmaceuticals
ASPN,"Aspen Aerogels, Inc.",Consumer Services,RETAIL: Building Materials
ASPS,Altisource Portfolio Solutions S.A.,Consumer Services,Other Consumer Services
ASPU,Aspen Group Inc.,Consumer Services,Other Consumer Services
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",Transportation,Aerospace
ASRT,"Assertio Holdings, Inc.",Health Care,Major Pharmaceuticals
ASRV,AmeriServ Financial Inc.,Finance,Major Banks
ASRVP,AmeriServ Financial Inc.,Finance,Major Banks
ASTC,Astrotech Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ASTE,"Astec Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
ASUR,Asure Software Inc,Technology,EDP Services
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors
ASYS,"Amtech Systems, Inc.",Technology,Industrial Machinery/Components
AT,Atlantic Power Corporation,Energy,Electric Utilities: Central
ATAX,"America First Multifamily Investors, L.P.",Finance,Finance: Consumer Services
ATCO,Atlas Corp.,Transportation,Marine Transportation
ATCO^D,Atlas Corp.,n/a,n/a
ATCO^E,Atlas Corp.,n/a,n/a
ATCO^G,Atlas Corp.,n/a,n/a
ATCO^H,Atlas Corp.,n/a,n/a
ATCO^I,Atlas Corp.,n/a,n/a
ATCX,"Atlas Technical Consultants, Inc.",Consumer Services,Professional Services
ATCXW,"Atlas Technical Consultants, Inc.",Consumer Services,Professional Services
ATEC,"Alphatec Holdings, Inc.",Health Care,Medical/Dental Instruments
ATEN,"A10 Networks, Inc.",Technology,Computer Communications Equipment
ATEST,NASDAQ TEST STOCK,n/a,n/a
ATEST.A,NASDAQ TEST STOCK,n/a,n/a
ATEST.B,NASDAQ TEST STOCK,n/a,n/a
ATEST.C,NASDAQ TEST STOCK,n/a,n/a
ATEX,Anterix Inc.,Public Utilities,Telecommunications Equipment
ATGE,Adtalem Global Education Inc.,Consumer Services,Other Consumer Services
ATH,Athene Holding Ltd.,Finance,Life Insurance
ATH^A,Athene Holding Ltd.,n/a,n/a
ATH^B,Athene Holding Ltd.,n/a,n/a
ATH^C,Athene Holding Ltd.,n/a,n/a
ATHE,Alterity Therapeutics Limited,Health Care,Major Pharmaceuticals
ATHM,Autohome Inc.,Technology,EDP Services
ATHX,"Athersys, Inc.",Health Care,Major Pharmaceuticals
ATI,Allegheny Technologies Incorporated,Basic Industries,Steel/Iron Ore
ATIF,ATIF Holdings Limited,Consumer Services,Professional Services
ATKR,Atkore International Group Inc.,Miscellaneous,Industrial Machinery/Components
ATLC,Atlanticus Holdings Corporation,Finance,Finance: Consumer Services
ATLO,Ames National Corporation,Finance,Major Banks
ATNI,"ATN International, Inc.",Public Utilities,Telecommunications Equipment
ATNM,"Actinium Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ATNX,"Athenex, Inc.",Health Care,Major Pharmaceuticals
ATO,Atmos Energy Corporation,Public Utilities,Oil/Gas Transmission
ATOM,Atomera Incorporated,Technology,Semiconductors
ATOS,"Atossa Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ATR,"AptarGroup, Inc.",Consumer Non-Durables,Plastic Products
ATRA,"Atara Biotherapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,"AtriCure, Inc.",Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,Health Care,Medical/Dental Instruments
ATRO,Astronics Corporation,Capital Goods,Military/Government/Technical
ATRS,"Antares Pharma, Inc.",Health Care,Medical/Dental Instruments
ATSG,"Air Transport Services Group, Inc",Transportation,Air Freight/Delivery Services
ATTO,Atento S.A.,Public Utilities,Telecommunications Equipment
ATUS,"Altice USA, Inc.",Consumer Services,Television Services
ATV,"Acorn International, Inc.",Consumer Services,Other Specialty Stores
ATVI,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software
ATXI,"Avenue Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AU,AngloGold Ashanti Limited,Basic Industries,Precious Metals
AUB,Atlantic Union Bankshares Corporation,Finance,Major Banks
AUBAP,Atlantic Union Bankshares Corporation,Finance,Major Banks
AUBN,"Auburn National Bancorporation, Inc.",Finance,Major Banks
AUDC,AudioCodes Ltd.,Public Utilities,Telecommunications Equipment
AUG,Auryn Resources Inc.,Basic Industries,Precious Metals
AUMN,Golden Minerals Company,Basic Industries,Precious Metals
AUPH,Aurinia Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
AUTL,Autolus Therapeutics plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUTO,"AutoWeb, Inc.",Technology,"Computer Software: Programming, Data Processing"
AUY,Yamana Gold Inc.,Basic Industries,Precious Metals
AVA,Avista Corporation,Public Utilities,Power Generation
AVAL,Grupo Aval Acciones y Valores S.A.,Finance,Commercial Banks
AVAV,"AeroVironment, Inc.",Capital Goods,Aerospace
AVB,"AvalonBay Communities, Inc.",Consumer Services,Real Estate Investment Trusts
AVCO,Avalon GloboCare Corp.,Consumer Services,Professional Services
AVCT,"American Virtual Cloud Technologies, Inc. ",Finance,Business Services
AVCTW,"American Virtual Cloud Technologies, Inc. ",Finance,Business Services
AVD,American Vanguard Corporation,Basic Industries,Agricultural Chemicals
AVDL,Avadel Pharmaceuticals plc,Health Care,Major Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
AVGO,Broadcom Inc.,Technology,Semiconductors
AVGOP,Broadcom Inc.,Technology,Semiconductors
AVGR,"Avinger, Inc.",Health Care,Medical/Dental Instruments
AVID,"Avid Technology, Inc.",Technology,Computer Software: Prepackaged Software
AVK,Advent Convertible and Income Fund,n/a,n/a
AVLR,"Avalara, Inc.",Technology,Computer Software: Prepackaged Software
AVNS,"Avanos Medical, Inc.",Health Care,Industrial Specialties
AVNW,"Aviat Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
AVRO,"AVROBIO, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVT,"Avnet, Inc.",Technology,Electronic Components
AVTR,"Avantor, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
AVTR^A,"Avantor, Inc.",n/a,n/a
AVXL,Anavex Life Sciences Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AVY,Avery Dennison Corporation,Consumer Durables,Containers/Packaging
AVYA,Avaya Holdings Corp.,Public Utilities,Telecommunications Equipment
AWF,Alliance World Dollar Government Fund II,n/a,n/a
AWH,Aspira Women&#39;s Health Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AWI,Armstrong World Industries Inc,Consumer Non-Durables,Plastic Products
AWK,American Water Works,Public Utilities,Water Supply
AWP,Aberdeen Global Premier Properties Fund,n/a,n/a
AWR,American States Water Company,Public Utilities,Water Supply
AWRE,"Aware, Inc.",Technology,Computer Software: Prepackaged Software
AWX,Avalon Holdings Corporation,Public Utilities,Environmental Services
AX,"Axos Financial, Inc.",Finance,Savings Institutions
AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas Production
AXDX,"Accelerate Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
AXGN,"AxoGen, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXGT,Axovant Gene Therapies Ltd.,Health Care,Major Pharmaceuticals
AXL,"American Axle & Manufacturing Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.
AXLA,Axcella Health Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AXNX,"Axonics Modulation Technologies, Inc.",Health Care,Medical/Dental Instruments
AXO,"Axos Financial, Inc.",Finance,Savings Institutions
AXP,American Express Company,Finance,Finance: Consumer Services
AXR,AMREP Corporation,Consumer Services,Newspapers/Magazines
AXS,Axis Capital Holdings Limited,Finance,Property-Casualty Insurers
AXS^E,Axis Capital Holdings Limited,n/a,n/a
AXSM,"Axsome Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AXTA,Axalta Coating Systems Ltd.,Basic Industries,Paints/Coatings
AXTI,AXT Inc,Technology,Semiconductors
AXU,Alexco Resource Corp,Basic Industries,Precious Metals
AY,Atlantica Sustainable Infrastructure plc,Public Utilities,Electric Utilities: Central
AYI,"Acuity Brands, Inc. ",Consumer Durables,Building Products
AYLA,"Ayala Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AYRO,"AYRO, Inc.",Consumer Services,Telecommunications Equipment
AYTU,"Aytu BioScience, Inc.",Health Care,Major Pharmaceuticals
AYX,"Alteryx, Inc.",Technology,Computer Software: Prepackaged Software
AZEK,The AZEK Company Inc.,Consumer Non-Durables,Plastic Products
AZN,Astrazeneca PLC,Health Care,Major Pharmaceuticals
AZO,"AutoZone, Inc.",Consumer Services,Other Specialty Stores
AZPN,"Aspen Technology, Inc.",Technology,EDP Services
AZRE,Azure Power Global Limited,Public Utilities,Electric Utilities: Central
AZRX,"AzurRx BioPharma, Inc.",Health Care,Major Pharmaceuticals
AZUL,Azul S.A.,Transportation,Air Freight/Delivery Services
AZZ,AZZ Inc.,Consumer Durables,Building Products
B,"Barnes Group, Inc.",Capital Goods,Metal Fabrications
BA,Boeing Company (The),Capital Goods,Aerospace
BABA,Alibaba Group Holding Limited,Miscellaneous,Business Services
BAC,Bank of America Corporation,Finance,Major Banks
BAC^A,Bank of America Corporation,n/a,n/a
BAC^B,Bank of America Corporation,n/a,n/a
BAC^C,Bank of America Corporation,n/a,n/a
BAC^E,Bank of America Corporation,n/a,n/a
BAC^K,Bank of America Corporation,n/a,n/a
BAC^L,Bank of America Corporation,n/a,n/a
BAC^M,Bank of America Corporation,n/a,n/a
BAC^N,Bank of America Corporation,n/a,n/a
BAF,BlackRock Income Investment Quality Trust,n/a,n/a
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services
BAK,Braskem S.A.,Basic Industries,Major Chemicals
BAM,Brookfield Asset Management Inc,Consumer Services,Building operators
BANC,"Banc of California, Inc.",Finance,Major Banks
BANC^D,"Banc of California, Inc.",n/a,n/a
BANC^E,"Banc of California, Inc.",n/a,n/a
BAND,Bandwidth Inc.,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation,Finance,Major Banks
BANFP,BancFirst Corporation,Finance,Major Banks
BANR,Banner Corporation,Finance,Major Banks
BANX,StoneCastle Financial Corp,n/a,n/a
BAP,Credicorp Ltd.,Finance,Commercial Banks
BASI,"Bioanalytical Systems, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
BATL,Battalion Oil Corporation,Energy,Oil & Gas Production
BATRA,Liberty Media Corporation,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,Consumer Services,Broadcasting
BAX,Baxter International Inc.,Health Care,Medical/Dental Instruments
BB,BlackBerry Limited,Technology,Computer Software: Prepackaged Software
BBAR,Banco BBVA Argentina S.A.,Finance,Commercial Banks
BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings
BBC,Virtus LifeSci Biotech Clinical Trials ETF,n/a,n/a
BBCP,"Concrete Pumping Holdings, Inc. ",Basic Industries,Engineering & Construction
BBD,Banco Bradesco Sa,Finance,Major Banks
BBDC,"Barings BDC, Inc.",n/a,n/a
BBDO,Banco Bradesco Sa,Finance,Major Banks
BBF,BlackRock Municipal Income Investment Trust,n/a,n/a
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting
BBH,VanEck Vectors Biotech ETF,n/a,n/a
BBI,"Brickell Biotech, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BBIO,"BridgeBio Pharma, Inc.",Health Care,Major Pharmaceuticals
BBK,Blackrock Municipal Bond Trust,n/a,n/a
BBL,BHP Group Plc,Energy,Coal Mining
BBN,BalckRock Taxable Municipal Bond Trust,n/a,n/a
BBP,Virtus LifeSci Biotech Products ETF,n/a,n/a
BBQ,"BBQ Holdings, Inc. ",Consumer Services,Restaurants
BBRX,"Braeburn Pharmaceuticals, Inc.",n/a,n/a
