address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count
"Philbeach Gardens, Earls Court, London, SW5",SW5,2167,2500,Long term,Furnished,Ask agent,Flat,1,1,495 sq ft,0.3,3
"LEXHAM GARDENS, South Kensington, London, W8",,2167,2500,Long term,Furnished,Ask agent,Studio,,1,323 sq ft,0.4,3
"Gloucester Road, South Kensington, London, SW7",SW7,2167,2500,Long term,Furnished,Ask agent,Studio,,1,397 sq ft,0.4,3
"Warwick Road (3/119), Earls Court, London, SW5",SW5,2197,2538,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Bolton Gardens, Earls Court",,2197,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Warwick Road (1/121), Earls Court, London, SW5",SW5,2197,2538,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Old Brompton Road, 
Earls Court, SW5",SW5,3965,4575,Long term,Part furnished,Ask agent,Flat,2,2,848 sq ft,0.4,3
"Elsham Road, London, W14",W14,2200,0,Long term,Furnished,Ask agent,Studio,,,334 sq ft,0.4,3
"79 Palace Gardens Terrace, London",,2200,2538,Long term,Furnished,Ask agent,Studio,,1,345 sq ft,0.3,3
"Kensington, London, W8",,2200,2538,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Nevern Road, Earls Court",,2210,2750,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Cromwell Road, South Kensington",,2210,0,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.3,3
"Pembroke Road, London, W8",,2210,2550,Long term,Furnished,Ask agent,Studio,,1,374 sq ft,0.4,3
"Old Brompton Road, Earls Court",,2249,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Philbeach Gardens, Earls Court, SW5 9EB – 2 Bedrooms Flat",,2249,2595,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
Nevern Place London SW5,,2250,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Lower Addison Gardens, London, W14",W14,2250,0,Short term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Rushmore House, Russell Road, Kensington, W14",W14,2250,0,Long term,Unfurnished,Ask agent,Flat,1,1,526 sq ft,0.4,3
"Elsham Road, London, W14",W14,2250,2596,Long term,Furnished,Ask agent,Flat,1,1,560 sq ft,0.4,3
"Russell Gardens, London, W14",W14,2253,0,Long term,Furnished,Ask agent,Flat,3,,Ask agent,0.4,3
"Kensington High Street, London, W14",W14,2253,2600,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"West Cromwell Road, Earls Court, London, SW5",SW5,2275,0,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.4,3
"Penywern Road, LONDON",,2275,0,Long term,Ask agent,Ask agent,Apartment,,1,Ask agent,0.3,3
"Elsham Road, Olympia, London, W14",W14,2275,2625,Long term,Furnished,Ask agent,Flat,2,1,505 sq ft,0.4,3
"West Cromwell Road, London",,2275,1050,,Ask agent,Ask agent,House,1,,Ask agent,0.4,3
"Old Brompton Road, Earls Court, London, SW5",SW5,2275,2625,Long term,Furnished,Ask agent,Flat,1,1,418 sq ft,0.3,3
"Elsham Road, West Kensington",,2275,0,Long term,Part furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Cromwell Road, Earls Court, London, SW5",SW5,2275,2625,Long term,Furnished,Ask agent,Flat,1,1,422 sq ft,0.4,3
"Bladon Lodge, London, SW5",SW5,2275,2625,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Penywern Road, London",,2275,1050,,Ask agent,Ask agent,House,1,,Ask agent,0.3,3
"Barkston Gardens, London, SW5",SW5,2275,0,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Penywern Road, LONDON",,2275,0,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.3,3
"West Cromwell Road, Earls Court, London SW5",,2275,2625,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.4,3
"Queen's Gate Terrace, South Kensington, London, SW7",SW7,2275,2625,Long term,Furnished,Ask agent,Flat,1,1,360 sq ft,0.4,3
"Pembroke Road, Kensington, London, W8",,2275,2625,Long term,Furnished,Ask agent,Studio,,1,440 sq ft,0.4,3
"Cromwell Road, London, SW7",SW7,2297,2650,Long term,Furnished,Ask agent,Studio,,1,370 sq ft,0.3,3
"Point West, South Kensington, London, SW7",SW7,2297,2650,Long term,Furnished,Ask agent,Studio,,1,383 sq ft,0.3,3
"HOLLAND ROAD, London, W14",W14,2297,2400,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Holland Road, W14",W14,2297,2296,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Holland Road, Holland Park, London, W14",W14,2319,2675,Long term,Part furnished,Ask agent,Flat,2,1,793 sq ft,0.4,3
"Nevern Place, Earls Court, London, SW5",SW5,2340,2700,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.3,3
"De Vere Gardens, South Kensington, London, W8",,2340,700,Short term,Ask agent,Ask agent,Studio,,1,263 sq ft,0.5,3
"Harrington Gardens, SW7",SW7,2349,0,Long term,Furnished,Ask agent,Flat,1,1,341 sq ft,0.4,3
"Holland Street, London, W8",,2362,2725,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Harrington Gardens, South Kensington, London, SW7",SW7,2383,2750,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"St Stephens Walk, South Kensington, London, SW7",SW7,2383,2750,Long term,Part furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"HOLLAND Road, London",,2383,0,Long term,Unfurnished,Ask agent,Apartment,2,,Ask agent,0.4,3
"Holland Road, 
High Street Kensington, W14",W14,2383,2750,Long term,Furnished,Ask agent,Flat,1,1,463 sq ft,0.4,3
"Holland Road, Kensington Olympia, London W14",,2383,2750,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Palace Gate, Kensington, W8",,52000,60000,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,5,5,Ask agent,0.5,3
"Cromwell Road, South Kensington",,2383,2049,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.3,3
"Holland Road, London",,2383,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Holland Road, Holland Park",,2383,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Holland Road, Holland Park",,2383,0,Long term,Ask agent,Ask agent,Flat,1,1,Ask agent,0.4,3
"Holland Road, W14",W14,2383,2750,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Old Brompton Road, Earls Court, London, SW5",SW5,2384,2750,Long term,Furnished,Ask agent,Flat,1,1,401 sq ft,0.3,3
"Elvaston Place, South Kensington, London, SW7",SW7,2384,700,Short term,Ask agent,Ask agent,Studio,,1,217 sq ft,0.4,3
"Collingham Road, South Kensington, London, SW5",SW5,2384,2750,Long term,Furnished,Ask agent,Flat,1,1,606 sq ft,0.4,3
"Holland Road, London, W14",W14,2390,2758,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Mall Chambers, Kensington Mall, W8",,2400,2769,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.3,3
"Eardley Crescent, London, SW5",SW5,2470,2850,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"West Cromwell Road, Earls Court",,2470,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"West Cromwell Road, Kensington, London, SW5",SW5,2470,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Eardley Crescent, London, SW5",SW5,2470,0,Short term,Furnished,Ask agent,Flat,1,1,301 sq ft,0.3,3
"Ashburn Gardens, London",,2492,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Ashburn Gardens, South Kensington, London, SW7",SW7,2492,2878,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Courtfield Road,London,SW7",SW7,2492,0,Long term,Furnished,Ask agent,Flat,1,,534 sq ft,0.3,3
"Gloucester Road, South Kensington SW7",,2492,0,Long term,Part furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Collingham Gardens, 
South Kensington, SW5",SW5,2492,2875,Long term,Furnished,Ask agent,Flat,1,1,480 sq ft,0.3,3
"Kendrick Mews, South Kensington, London, SW7",SW7,2492,2875,Long term,Furnished,Ask agent,Flat,1,1,503 sq ft,0.4,3
"Queens Gate Terrace, South Kensington, London, SW7",SW7,2492,2875,Long term,Furnished,Ask agent,Flat,1,1,663 sq ft,0.4,3
"Kenway Road, Earls Court, London, SW5",SW5,2492,2875,Long term,Furnished,Ask agent,Flat,1,1,480 sq ft,0.3,3
Philbeach Gardens London SW5,,3500,4038,Long term,Furnished,Ask agent,Apartment,3,2,Ask agent,0.3,3
"Longridge Road, London, SW5",SW5,2496,0,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Nevern Place, Earls Court",,2496,0,Long term,Furnished,Ask agent,Flat,1,2,Ask agent,0.3,3
"Elsham Road, Holland Park",,2499,0,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Longridge Road, Earls Court, London, SW5",SW5,2500,2885,Long term,Part furnished,Ask agent,Flat,1,1,924 sq ft,0.3,3
"Coleherne Road, London, UK, London, SW10",SW10,2500,2878,Long term,Furnished,Ask agent,Studio,,1,312 sq ft,0.3,3
"Coleherne Road, London, SW10",SW10,2500,2884,Long term,Furnished,Ask agent,Studio,,1,291 sq ft,0.3,3
"Kensington & Chelsea Borough, London, SW5",SW5,2500,2885,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Gloucester Road, Kensington",,2500,2885,Long term,Furnished,Ask agent,Apartment,1,1,425 sq ft,0.4,3
"Elsham Road, London, W14",W14,2500,2884,Long term,Ask agent,Ask agent,Flat,2,1,Ask agent,0.4,3
"Elsham Road, London, W14",W14,2500,2884,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Elsham Road, West Kensington",,2500,0,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Elsham Road, Holland Park",,2500,0,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Roland Gardens, South Ken, SW7, South Kensington",,2500,2885,Long term,Furnished,Ask agent,Flat,1,1,431 sq ft,0.3,3
"Elsham Road, LONDON",,2500,0,Long term,Furnished,Ask agent,Apartment,2,,Ask agent,0.4,3
"Kensington Court, London, W8",,2578,0,Long term,Ask agent,Ask agent,Apartment,,1,Ask agent,0.4,3
"Emperors Gate, London, SW7",SW7,2578,0,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.4,3
Airlie Gardens London W8,,2578,2975,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Courtfield Gardens, London, SW5",SW5,2578,2975,Long term,Furnished,Ask agent,Studio,,1,189 sq ft,0.3,3
"Elvaston Place, South Kensington",,2578,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Ennismore Gardens, London, SW7 1NH, UK",,3720,0,Long term,Furnished,Ask agent,Apartment,1,1,475 sq ft,0.5,3
"Courtfield Gardens, London SW5",,2578,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Cornwall Gardens, SW7",SW7,2578,2975,Long term,Furnished,Ask agent,Apartment,1,1,635 sq ft,0.4,3
"Collingham Gardens, South Kensington, London, SW5",SW5,2579,2975,Long term,Part furnished,Ask agent,Flat,1,1,619 sq ft,0.4,3
"Courtfield Gardens, South Kensington, London, SW5",SW5,2600,3000,Long term,Furnished,Ask agent,Flat,1,1,455 sq ft,0.3,3
"Elsham Road, London, W14",W14,2600,3000,Long term,Unfurnished,Ask agent,Apartment,2,1,649 sq ft,0.4,3
"Marloes, Kensington, London, W8",,2600,700,Short term,Ask agent,Ask agent,Studio,,1,281 sq ft,0.3,3
"LEXHAM GARDENS, South Kensington, London, W8",,2600,3000,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,1,523 sq ft,0.4,3
"Coleherne Road, SW10",SW10,2600,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Chatsworth Court, 
Pembroke Road, W8",,2600,3000,Long term,Furnished,Ask agent,Flat,1,1,472 sq ft,0.4,3
"Chatsworth Court, 
Pembroke Road, W8",,2600,3000,Long term,Furnished,Ask agent,Flat,1,1,480 sq ft,0.4,3
"Lexham Gardens, Kensington, London, W8",,2600,3000,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Ashburn Gardens, London",,2600,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Queens Gate, South Kensington, London, SW7",SW7,2600,3000,Long term,Furnished,Ask agent,Flat,2,2,571 sq ft,0.4,3
Pembroke Road London W8,,2600,3000,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"South Kensington, South Kensington, SW7",SW7,2600,2600,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Lexham Gardens, Kensington",,2600,0,Long term,Ask agent,Ask agent,Flat,2,1,Ask agent,0.4,3
"Gledhow Gardens, South Kensington SW5",,2600,3000,Long term,Furnished,Ask agent,Apartment,1,1,606 sq ft,0.4,3
"Elsham Road, London, W14",W14,2600,0,Long term,Ask agent,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Kempsford Gardens, London, SW5",SW5,2600,2600,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
Kensington,,2600,3000,Long term,Furnished,Ask agent,Apartment,1,1,725 sq ft,0.4,3
"Harrington Gardens, South Kensington",,2600,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Elsham Road, Holland Park",,2600,0,Long term,Ask agent,Ask agent,Flat,2,1,Ask agent,0.4,3
"Marloes Road, Kensington, London, W8",,2600,700,Short term,Ask agent,Ask agent,Studio,,1,267 sq ft,0.3,3
Ennismore Gardens Knightsbridge SW7,,5590,6450,Long term,Part furnished,Ask agent,Duplex,3,3,Ask agent,0.5,3
"Marloes Road, Kensington, London",,2600,0,Long term,Ask agent,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Marloes Road, Kensington, London, W8",,2600,700,Short term,Ask agent,Ask agent,Studio,,1,320 sq ft,0.3,3
"CHENISTON GARDENS, Kensington, London, W8",,2600,700,Short term,Ask agent,Ask agent,Studio,,1,231 sq ft,0.4,3
"Gloucester Road, South Kensington, London, SW7",SW7,2600,3000,Long term,Furnished,Ask agent,Flat,1,1,506 sq ft,0.4,3
"Kensington, Earls Court, London, SW5",SW5,2600,700,Short term,Ask agent,Ask agent,Studio,,1,322 sq ft,0.4,3
"Gloucester Road, London, SW7",SW7,2600,0,Long term,Furnished,Ask agent,Flat,1,,Ask agent,0.4,3
"Gloucester Walk, London, W8",,2600,0,Long term,Unfurnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Coleherne Road, London, SW10",SW10,2650,3059,Long term,Furnished,Ask agent,Studio,,1,603 sq ft,0.3,3
"Cromwell Road, South Kensington, SW7",SW7,2650,3057,Long term,Part furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Old Brompton Road, South Kensington, London, SW7",SW7,2665,3075,Long term,Furnished,Ask agent,Flat,1,1,474 sq ft,0.4,3
"Earls Court Road, London, SW5 9QQ, UK",,2670,0,Long term,Furnished,Ask agent,Apartment,1,1,382 sq ft,0.4,3
"Elsham Road, Holland Park",,2700,3450,,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
Elsham Road London W14,,2700,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Warwick Road (9/121), Earls Court, London, SW5",SW5,2700,3115,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Elsham Road, Holland Park",,2700,0,Long term,Ask agent,Ask agent,Flat,2,2,Ask agent,0.4,3
"Russell Road, London",,2700,3115,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Hornton Street, London, W8",,2700,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,1,Ask agent,0.4,3
"Elsham Road, London, W14",W14,2700,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,1,Ask agent,0.4,3
"Elsham Road, London",,2700,3115,Long term,Ask agent,Ask agent,Flat,2,2,Ask agent,0.4,3
"Elsham Road, West Kensington",,2700,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Warwick Road (9/119), Earls Court, London, SW5",SW5,2700,3115,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Cranley Place, South Kensington, London, SW7",SW7,2708,3125,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Kempsford Gardens, SW5",SW5,2708,3125,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,1,Ask agent,0.3,3
2-4 Hyde Park Gate South Kensington SW7,,10400,12000,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Wetherby Gardens, Earls Court",,2708,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Kensington Court Mews, London, W8",,2708,0,Long term,Unfurnished,Ask agent,Maisonette,1,1,681 sq ft,0.5,3
"Cranley Place, South Kensington, London, SW7",SW7,2708,3125,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Airlie House, 17 Airlie Gardens, Kensington, London, W8",,2708,3125,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Elsham Road, Kensington, London, W14",W14,2709,3125,Long term,Furnished,Ask agent,Flat,2,2,723 sq ft,0.4,3
"Cromwell Road, South Kensington, London, SW7",SW7,2709,3125,Long term,Furnished,Ask agent,Flat,1,1,620 sq ft,0.3,3
"Lexham Gardens, Kensington, London, W8",,2709,3125,Long term,Furnished,Ask agent,Flat,1,1,665 sq ft,0.3,3
"Pembridge Gardens, Notting Hill, London, W2",,2730,0,Short term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Campden Hill Gardens, London, W8",,2730,0,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Bramham Gardens, London, SW5",SW5,2747,0,Long term,Ask agent,Ask agent,Apartment,2,1,Ask agent,0.3,3
"Marloes Road, 
Campden Hill, W8",,2747,3170,Long term,Unfurnished,Ask agent,Terraced,1,1,626 sq ft,0.3,3
"Oakwood Court, Kensington W14",,2747,0,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Marloes Road, Kensington",,2747,0,Long term,Ask agent,Ask agent,Flat,1,1,Ask agent,0.3,3
"Ibberton House, 70 Russell Road, London, W14",W14,2750,3173,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
Lexham Gardens W8 6JQ,,2750,0,Long term,Furnished,Ask agent,Flat,1,1,575 sq ft,0.4,3
Oakwood Court London W14,,2750,0,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Kensington High Street, London, UK, W8",,2750,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Oakwood Court, London, W14",W14,2750,3173,Long term,Unfurnished,Ask agent,Flat,1,1,690 sq ft,0.4,3
"Elsham Road, LONDON",,2752,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,,Ask agent,0.4,3
"Kensington Court, Kensington, W8",,2752,3175,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.5,3
"Radnor Terrace, Kensington, W14",W14,2795,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Beckford Close, Warwick Road, London, W14",W14,2795,0,Long term,Furnished,Ask agent,Apartment,2,2,982 sq ft,0.4,3
"Kensington, London, W14",W14,2800,3231,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Coleherne Road, South Kensington",,2817,0,Long term,Ask agent,Ask agent,Flat,2,1,Ask agent,0.3,3
"Finborough Road, London, SW10",SW10,2817,0,Long term,Ask agent,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Queens Gate, SW7",SW7,2817,0,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.5,3
"Warwick Mansions, Kensington SW5",,2817,0,,Unfurnished,Ask agent,Flat,1,1,Ask agent,0.4,3
Oakwood Court London W14,,2817,3250,Long term,Unfurnished,Ask agent,Flat,1,1,Ask agent,0.4,3
Coleherne Road London SW10,,2817,3250,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Lucerne Mews, High Street Kensington, London, W8",,2817,3250,Long term,Furnished,Ask agent,Flat,1,1,456 sq ft,0.3,3
"Lucerne Mews, Kensington",,2817,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Lexham Gardens, Kensington, W8",,2817,3250,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Coleherne Road, Chelsea, SW10",SW10,2817,3250,Long term,Unfurnished,Ask agent,Apartment,2,2,710 sq ft,0.3,3
"Longridge Road, Earls Court, London, SW5",SW5,2817,3250,Long term,Furnished,Ask agent,House,2,1,617 sq ft,0.3,3
"Juniper Court, Kensington Green, London, W8",,2817,3250,Long term,Furnished,Ask agent,Apartment,1,1,523 sq ft,0.4,3
"Courtfield Road, South Kensington",,2817,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.3,3
"Lucerne Mews, Kensington, W8",,2817,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Point west, SW7",SW7,2817,3000,Long term,Part furnished,Ask agent,,2,1,Ask agent,0.3,3
"Beckford Close, Kensington, London, W14",W14,2817,3250,Long term,Furnished,Ask agent,Flat,2,2,854 sq ft,0.4,3
"Chatsworth Court, Pembroke Road, London, W8",,2817,0,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Eardley Crescent, Earls Court, London, SW5",SW5,2817,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.3,3
"Campden Hill Road, London, W8",,2817,3250,Long term,Ask agent,Ask agent,Apartment,,1,Ask agent,0.3,3
"Warwick Road, Kensington, London, W14",W14,2817,3250,Long term,Unfurnished,Ask agent,Maisonette,2,1,680 sq ft,0.4,3
"Queens Gate, South Kensington, London, SW7",SW7,2817,3250,Long term,Furnished,Ask agent,Flat,1,1,412 sq ft,0.3,3
"Marloes Road, Kensington, London, W8",,2817,700,Short term,Ask agent,Ask agent,Studio,,1,281 sq ft,0.3,3
"Prince Of Wales Terrace, Kensington, London W8",,2817,3250,Long term,Unfurnished,Ask agent,Apartment,2,1,Ask agent,0.5,3
"Point West, SW7",SW7,2817,3250,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.3,3
"Longridge Road, Earls Court, London, SW5",SW5,2817,3250,Long term,Furnished,Ask agent,Flat,2,2,627 sq ft,0.3,3
"Cheniston Gardens, Kensington, London, W8",,2817,3250,Long term,Part furnished,Ask agent,Flat,1,1,509 sq ft,0.4,3
"Kensington Heights, 
Campden Hill Road, W8",,2817,3250,Long term,Furnished,Ask agent,Flat,,1,604 sq ft,0.3,3
"Holland Road, Holland Park, London, W14",W14,2817,3250,Long term,Furnished,Ask agent,Flat,2,2,"1,181 sq ft",0.4,3
"Collingham Place, South Kensington, London, SW5",SW5,2817,3250,Long term,Furnished,Ask agent,Flat,1,1,568 sq ft,0.3,3
"Hamilton Court, London, SW5",SW5,2850,3000,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"West Cromwell Road, London, SW5",SW5,2860,2860,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Old Brompton Road, South Kensington, London, SW5",SW5,2860,3300,Long term,Furnished,Ask agent,Flat,2,1,520 sq ft,0.4,3
"Hogarth Road, London, SW5",SW5,2875,3317,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Princes Gate, South Kensington, London, SW7",SW7,2882,3325,Long term,Furnished,Ask agent,Flat,1,1,744 sq ft,0.5,3
"Princes Gate, London",,2882,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.6,3
"Pembroke Road, Kensington  W8, Heating & Hot Water Included",,2900,0,Long term,Furnished,Ask agent,Flat,1,1,577 sq ft,0.4,3
"Holland Road, Kensington, Kensington",,2900,0,Long term,Ask agent,Ask agent,,2,2,Ask agent,0.4,3
"Holland Road, Kensington",,2900,3347,Long term,Furnished,Ask agent,Apartment,2,2,"1,012 sq ft",0.4,3
"Kensington High Street, Kensington, London, W8",,2900,3346,,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Philbeach Gardens, London, SW5 9EB, UK",,2920,0,Long term,Furnished,Ask agent,Apartment,,1,237 sq ft,0.3,3
"Philbeach Gardens, London, SW5 9EB, UK",,2920,0,Long term,Furnished,Ask agent,Apartment,,1,280 sq ft,0.3,3
"Oakwood Court, Abbotsbury Road, Kensington, W14",W14,2925,0,Long term,Unfurnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Queen's Gate, SW7",SW7,2925,3375,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,Ask agent,0.4,3
"Earls Court Road, Earls Court",,2925,0,Long term,Unfurnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Rosary Gardens, South Kensington",,2925,0,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Stanhope Gardens, London, SW7",SW7,2925,3375,Long term,Ask agent,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Lexham Gardens, London, W8",,2925,3375,Long term,Ask agent,Ask agent,Apartment,1,2,Ask agent,0.4,3
"Kenway Road, London, SW5",SW5,2925,3375,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.3,3
"Coleherne Road, London, UK, London, SW10",SW10,2925,3375,Long term,Furnished,Ask agent,Studio,,1,818 sq ft,0.3,3
"Earls Court Road, Earl's Court",,2925,3750,Long term,Unfurnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Cromwell Road, Kensington, London, SW5",SW5,2925,3375,Long term,Furnished,Ask agent,Flat,2,2,716 sq ft,0.4,3
"Queens Gate, South Kensington, London, SW7",SW7,2925,3375,Long term,Furnished,Ask agent,Flat,2,1,702 sq ft,0.4,3
"Ovington Court, 197-205 Brompton Road, Knightsbridge SW3",,2925,3375,Long term,Unfurnished,Ask agent,Flat,1,1,570 sq ft,0.5,3
Elsham Road London W14,,2925,3375,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
Trinity House 377 Kensington High Street Kensington W14,,2925,3375,Long term,Furnished,Ask agent,Ground Flat,1,1,Ask agent,0.4,3
"Earl's Court Square, London, SW5",SW5,2925,3576,Long term,Furnished,Ask agent,Apartment,2,2,732 sq ft,0.3,3
Palace Gate London W8,,2925,3375,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Earls Court Road, Earls Court, London, SW5",SW5,2925,3375,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Earls Court Road, Earls Court, London, SW5",SW5,2925,3375,Long term,Unfurnished,Ask agent,Flat,2,2,"1,025 sq ft",0.3,3
"Kensington Court, Kensington, London, W8",,2925,3375,Long term,Unfurnished,Ask agent,Flat,2,2,967 sq ft,0.4,3
"Campden Hill Road, London, W8",,2947,3400,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
