location,size,total_sqft,bath,price,bhk,price_per_sqft
Whitefield,4 Bedroom,3453.0,4.0,247.0,4,7153.200115841298
Uttarahalli,3 BHK,1490.0,2.0,59.6,3,4000.0
Akshaya Vana,4 Bedroom,1200.0,4.0,165.0,4,13750.0
Sarjapur  Road,3 BHK,1850.0,3.0,140.0,3,7567.5675675675675
Kaikondrahalli,2 BHK,1250.0,2.0,78.0,2,6240.0
Kamakya Layout,4 BHK,2400.0,3.0,108.0,4,4500.0
Kodihalli,4 BHK,3522.0,5.0,716.0,4,20329.358319136853
Jalahalli,2 BHK,1244.0,2.0,88.0,2,7073.954983922829
Kumaraswami Layout,4 Bedroom,623.0,4.0,75.0,4,12038.52327447833
Kengeri Satellite Town,2 BHK,1025.0,2.0,28.57,2,2787.317073170732
Sarjapur  Road,2 BHK,1034.0,2.0,38.0,2,3675.0483558994197
Kengeri Satellite Town,3 BHK,1191.0,2.0,33.34,3,2799.3282955499585
Kasavanhalli,3 BHK,1719.0,3.0,71.0,3,4130.308318789994
7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800.0
2nd Stage Nagarbhavi,4 Bedroom,1500.0,3.0,230.0,4,15333.333333333334
Hosa Road,3 BHK,1470.0,2.0,84.22,3,5729.251700680272
Yelahanka,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
Harlur,3 BHK,1752.12,3.0,125.0,3,7134.214551514737
BTM 1st Stage,6 Bedroom,600.0,6.0,80.0,6,13333.333333333334
2nd Stage Nagarbhavi,4 Bedroom,600.0,3.0,84.0,4,14000.0
Old Madras Road,3 BHK,2990.0,3.0,170.0,3,5685.61872909699
Bannerghatta Road,3 BHK,1660.0,3.0,85.0,3,5120.481927710844
Electronic City,3 BHK,1275.0,3.0,63.43,3,4974.901960784314
Bommasandra Industrial Area,3 BHK,1365.0,3.0,52.81,3,3868.864468864469
"MEI layout, Bagalgunte",3 Bedroom,1200.0,2.0,90.0,3,7500.0
Kanakpura Road,3 BHK,2546.0,3.0,170.0,3,6677.140612725844
Banashankari Stage VI,3 BHK,1392.0,3.0,69.46,3,4989.942528735632
Whitefield,2 BHK,1245.0,2.0,59.76,2,4800.0
Rayasandra,5 Bedroom,1200.0,3.0,65.0,5,5416.666666666667
Yeshwanthpur,2 BHK,1162.0,2.0,64.08,2,5514.629948364888
Singasandra,3 BHK,1476.0,2.0,73.0,3,4945.79945799458
KR Puram,1 BHK,700.0,1.0,21.5,1,3071.4285714285716
Gnana Bharathi,6 Bedroom,3600.0,6.0,170.0,6,4722.222222222223
Jigani,2 BHK,943.0,2.0,48.0,2,5090.1378579003185
Pai Layout,2 Bedroom,1150.0,2.0,170.0,2,14782.608695652174
Sarjapur  Road,2 BHK,1113.0,2.0,44.5,2,3998.2030548068283
Varthur,3 BHK,1615.0,3.0,69.43,3,4299.071207430341
Keshava Nagar,2 BHK,1279.0,2.0,100.0,2,7818.608287724785
Kacharakanahalli,2 BHK,1256.0,2.0,60.0,2,4777.070063694267
Benson Town,3 BHK,1805.0,3.0,280.0,3,15512.465373961219
Sompura,3 BHK,1350.0,3.0,65.0,3,4814.814814814815
SRINIVASAPURA,3 BHK,1525.0,3.0,68.63,3,4500.327868852459
Rajaji Nagar,2 BHK,1357.0,2.0,123.0,2,9064.112011790714
Hebbal,3 BHK,1645.0,3.0,117.0,3,7112.462006079028
Ardendale,3 BHK,1777.26,3.0,92.0,3,5176.507657855351
Bisuvanahalli,2 BHK,845.0,2.0,32.0,2,3786.98224852071
Sidedahalli,2 BHK,900.0,2.0,25.0,2,2777.777777777778
Varthur,2 BHK,1210.0,2.0,64.15,2,5301.652892561984
Electronic City Phase II,2 BHK,829.0,2.0,22.8,2,2750.301568154403
Sarjapur  Road,3 BHK,1879.0,3.0,155.0,3,8249.068653539116
Hosur Road,3 BHK,1250.0,2.0,50.0,3,4000.0
Jeevanhalli,4 Bedroom,1200.0,2.0,35.0,4,2916.6666666666665
Marathahalli,3 BHK,1108.0,2.0,60.0,3,5415.162454873646
Kanakpura Road,3 BHK,1401.0,3.0,69.0,3,4925.0535331905785
Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3,6482.281763180639
Ramamurthy Nagar Extension,2 BHK,1185.0,2.0,42.66,2,3600.0
Green Glen Layout,3 BHK,1751.0,3.0,115.0,3,6567.6756139348945
Mahalakshmi Puram,5 Bedroom,1550.0,3.0,250.0,5,16129.032258064517
Bannerghatta Road,3 BHK,1880.0,3.0,96.5,3,5132.978723404255
Whitefield,3 BHK,1322.5,3.0,40.985,3,3099.054820415879
Channasandra,2 BHK,1175.0,2.0,38.0,2,3234.0425531914893
Jalahalli,2 BHK,1407.0,2.0,98.49,2,7000.0
Yelachenahalli,2 BHK,1000.0,2.0,50.0,2,5000.0
Electronic City,3 BHK,1518.0,3.0,75.0,3,4940.711462450593
"Gubbi Cross, Hennur Main Road",4 Bedroom,3600.0,4.0,300.0,4,8333.333333333334
Tumkur Road,2 BHK,1027.0,2.0,67.0,2,6523.855890944498
Dairy Circle,4 BHK,3730.0,6.0,430.0,4,11528.150134048257
HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017.467248908297
Rajaji Nagar,2 BHK,1260.0,2.0,113.0,2,8968.253968253968
Begur Road,3 BHK,1500.0,2.0,47.25,3,3150.0
Varthur,3 BHK,1737.0,2.0,57.32,3,3299.9424294761084
Byrathi Village,3 Bedroom,1600.0,4.0,120.0,3,7500.0
Hegde Nagar,3 BHK,1500.0,3.0,135.0,3,9000.0
Sabari Nagar,2 Bedroom,1120.0,2.0,60.0,2,5357.142857142857
Banashankari Stage V,3 Bedroom,1200.0,4.0,240.0,3,20000.0
Hennur Road,2 BHK,1030.0,2.0,46.5,2,4514.563106796117
Gubbalala,6 Bedroom,2500.0,6.0,88.0,6,3520.0
Kammasandra,2 BHK,1057.0,2.0,35.0,2,3311.2582781456954
Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
Thanisandra,2 BHK,1460.0,2.0,38.5,2,2636.986301369863
Hormavu,2 BHK,1075.0,2.0,53.7,2,4995.3488372093025
Mysore Road,3 BHK,1080.0,2.0,60.0,3,5555.555555555556
Kodihalli,4 BHK,3626.0,5.0,788.0,4,21731.936017650303
Ashraya Layout,6 BHK,5100.0,7.0,225.0,6,4411.764705882353
Singasandra,2 BHK,1139.7,2.0,45.0,2,3948.407475651487
Whitefield,2 BHK,1074.0,2.0,42.8,2,3985.102420856611
Whitefield,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
Sarjapur  Road,4 BHK,2425.0,5.0,175.0,4,7216.494845360825
Sarjapur  Road,2 BHK,1323.0,2.0,74.0,2,5593.348450491308
Hennur Road,2 BHK,1232.0,2.0,69.61,2,5650.162337662337
Kalena Agrahara,2 BHK,900.0,2.0,40.0,2,4444.444444444444
Sarjapura - Attibele Road,1 BHK,740.0,1.0,23.65,1,3195.945945945946
Hebbal,3 BHK,1920.0,3.0,134.0,3,6979.166666666667
Bannerghatta Road,3 BHK,1550.0,3.0,96.0,3,6193.548387096775
Gunjur,3 BHK,1588.0,2.0,90.0,3,5667.506297229219
Rajaji Nagar,3 Bedroom,2300.0,4.0,240.0,3,10434.782608695652
R.T. Nagar,9 Bedroom,3600.0,8.0,165.0,9,4583.333333333333
"Thanisandra Main Road, ",2 BHK,1308.0,2.0,86.0,2,6574.923547400612
Hennur,3 BHK,1340.0,2.0,54.27,3,4050.0
Kogilu,10 Bedroom,3280.0,9.0,450.0,10,13719.512195121952
Infantry Road,4 BHK,2170.0,3.0,265.0,4,12211.981566820277
Thanisandra,3 BHK,1719.0,3.0,135.0,3,7853.4031413612565
Horamavu Agara,2 BHK,1107.83,2.0,41.51,2,3746.964787016059
Whitefield,2 Bedroom,1200.0,2.0,45.84,2,3820.0
Electronic City,1 BHK,1090.0,2.0,31.48,1,2888.0733944954127
Sarvabhouma Nagar,5 Bedroom,1500.0,5.0,210.0,5,14000.0
Jakkur,3 BHK,1660.0,3.0,104.0,3,6265.060240963855
Nagavara,2 BHK,1247.0,2.0,58.56,2,4696.0705693664795
Thanisandra,3 BHK,1595.0,3.0,96.0,3,6018.808777429467
Kaggadasapura,2 BHK,1175.0,2.0,50.0,2,4255.31914893617
9th Phase JP Nagar,8 Bedroom,1200.0,8.0,135.0,8,11250.0
Old Airport Road,2 BHK,1184.0,2.0,78.0,2,6587.8378378378375
Byrasandra,2 BHK,1100.0,2.0,55.0,2,5000.0
Kaval Byrasandra,2 Bedroom,935.0,2.0,78.0,2,8342.245989304813
Yelahanka,2 BHK,1200.0,2.0,60.0,2,5000.0
Rajaji Nagar,5 Bedroom,2400.0,5.0,408.0,5,17000.0
Neelamangala,2 BHK,1000.0,2.0,45.0,2,4500.0
Uttarahalli,2 BHK,1000.0,2.0,52.0,2,5200.0
Yelahanka,3 BHK,1705.0,3.0,85.0,3,4985.337243401759
Tumkur Road,3 BHK,1060.0,2.0,58.3,3,5500.0
Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4,5161.290322580645
Kammagondahalli,3 BHK,1347.0,2.0,55.0,3,4083.147735708983
Kathreguppe,8 Bedroom,1200.0,8.0,250.0,8,20833.333333333332
Varthur,2 BHK,1402.0,2.0,95.0,2,6776.034236804565
Whitefield,3 BHK,2280.0,4.0,125.0,3,5482.456140350877
Whitefield ECC Road,2 BHK,1225.0,2.0,71.05,2,5800.0
5th Phase JP Nagar,2 BHK,1080.0,2.0,53.0,2,4907.407407407408
Koppa,7 Bedroom,4000.0,7.0,90.0,7,2250.0
Lavelle Road,3 BHK,1919.0,3.0,300.0,3,15633.142261594581
Begur Road,2 BHK,1100.0,2.0,42.6,2,3872.7272727272725
Sarjapur  Road,4 BHK,2500.0,4.0,225.0,4,9000.0
Bannerghatta Road,2 BHK,1200.0,2.0,78.0,2,6500.0
Begur Road,3 BHK,1565.0,2.0,57.91,3,3700.3194888178914
Maruthi nagar kogilu,2 Bedroom,1200.0,3.0,78.0,2,6500.0
Kothanur,3 BHK,1581.0,3.0,76.0,3,4807.084123972169
Whitefield,4 BHK,2882.0,5.0,200.0,4,6939.625260235947
TC Palaya,5 Bedroom,1440.0,5.0,97.0,5,6736.111111111111
Krishna Reddy Layout,3 BHK,2180.0,3.0,273.0,3,12522.935779816513
Nagasandra,4 Bedroom,7000.0,8.0,450.0,4,6428.571428571428
Abbigere,2 BHK,985.0,2.0,38.92,2,3951.269035532995
Sarjapur,2 BHK,950.0,2.0,35.0,2,3684.2105263157896
Jai Bheema Nagar,2 BHK,1339.0,2.0,55.0,2,4107.542942494399
Ayappa Nagar,3 BHK,1449.0,3.0,72.0,3,4968.944099378882
Chikkasandra,4 Bedroom,1200.0,4.0,180.0,4,15000.0
Brindavan Layout,2 BHK,1100.0,2.0,38.68,2,3516.3636363636365
Hoskote,2 BHK,1003.5,2.0,28.095,2,2799.701046337818
Kaval Byrasandra,3 Bedroom,2700.0,3.0,200.0,3,7407.407407407408
Billamaranahalli,2 BHK,1100.0,2.0,55.0,2,5000.0
Electronic City,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
Sarjapur,3 Bedroom,3009.0,3.0,330.0,3,10967.098703888336
Hanumantha Nagar,8 BHK,3300.0,8.0,310.0,8,9393.939393939394
Chandapura,2 BHK,800.0,1.0,30.0,2,3750.0
Chikkabanavar,5 Bedroom,2000.0,4.0,65.0,5,3250.0
Prasanti Nagar,4 Bedroom,1200.0,4.0,190.0,4,15833.333333333334
3rd Block Hrbr Layout,2 BHK,1300.0,2.0,95.0,2,7307.692307692308
Kanakpura Road,2 BHK,1220.0,2.0,60.0,2,4918.0327868852455
Sarjapur  Road,3 BHK,2289.0,3.0,178.0,3,7776.321537789428
Whitefield,2 BHK,1170.0,2.0,56.0,2,4786.324786324786
Vignana Nagar,2 BHK,1350.0,2.0,89.5,2,6629.62962962963
Kambipura,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Thanisandra,3 BHK,1698.0,3.0,125.0,3,7361.601884570083
Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4,4800.0
Ambalipura,2 BHK,1060.0,2.0,58.5,2,5518.867924528302
Somasundara Palya,2 BHK,1185.0,2.0,75.0,2,6329.113924050633
Padmanabhanagar,3 BHK,2051.0,3.0,180.0,3,8776.206728425159
Vittasandra,2 BHK,1404.0,2.0,72.0,2,5128.205128205128
Electronic City Phase II,2 BHK,1252.0,2.0,67.0,2,5351.437699680511
Bannerghatta Road,3 BHK,1885.0,3.0,125.0,3,6631.29973474801
Kaikondrahalli,6 BHK,3381.0,6.0,225.0,6,6654.835847382431
Hormavu,2 BHK,980.0,2.0,42.0,2,4285.714285714285
Rajaji Nagar,3 BHK,2500.0,3.0,340.0,3,13600.0
Banashankari,3 BHK,1420.0,3.0,66.0,3,4647.887323943662
Medahalli,6 Bedroom,1166.0,6.0,135.0,6,11578.044596912521
"Banasawadi, ",3 BHK,2312.0,3.0,156.0,3,6747.404844290658
Kaggadasapura,4 BHK,3000.0,4.0,130.0,4,4333.333333333333
Jayamahal,2 BHK,1175.0,2.0,70.0,2,5957.446808510638
Vinayaka Nagar,2 BHK,1145.0,2.0,51.0,2,4454.14847161572
Bhoganhalli,2 BHK,970.0,2.0,52.5,2,5412.371134020618
Electronic City,2 BHK,1125.0,2.0,32.49,2,2888.0
Whitefield,3 BHK,1639.5,3.0,92.63,3,5649.893260140287
9th Phase JP Nagar,4 BHK,5000.0,4.0,300.0,4,6000.0
3rd Block Jayanagar,3 BHK,2150.0,3.0,240.0,3,11162.790697674418
Ramagondanahalli,3 BHK,1635.0,3.0,57.0,3,3486.238532110092
Harlur,3 Bedroom,3425.0,3.0,320.0,3,9343.065693430657
Hennur Road,4 Bedroom,2950.0,4.0,253.0,4,8576.271186440677
Jalahalli,1 BHK,1200.0,2.0,66.0,1,5500.0
Kathriguppe,3 BHK,1335.0,2.0,73.43,3,5500.374531835207
Hebbal,4 BHK,4450.0,6.0,449.0,4,10089.887640449439
Yeshwanthpur,2 BHK,1166.0,2.0,64.08,2,5495.711835334477
Rajaji Nagar,3 BHK,2390.0,3.0,372.0,3,15564.853556485356
Shivaji Nagar,3 BHK,1460.0,2.0,90.0,3,6164.3835616438355
Gulimangala,3 BHK,1690.0,3.0,50.0,3,2958.579881656805
Nagashetty Halli,4 Bedroom,1386.0,3.0,93.0,4,6709.95670995671
Devasandra Extension,2 BHK,1090.0,2.0,32.0,2,2935.7798165137615
Thanisandra,3 BHK,1732.0,3.0,85.73,3,4949.769053117783
Whitefield,2 BHK,1390.0,2.0,72.0,2,5179.856115107914
Sector 2 HSR Layout,2 BHK,1095.0,2.0,85.41,2,7800.0
Kengeri,1 BHK,416.0,1.0,17.19,1,4132.211538461539
Channasandra Layout,3 BHK,2400.0,2.0,50.0,3,2083.3333333333335
Yelahanka,3 BHK,1350.0,2.0,85.0,3,6296.2962962962965
Bannerghatta Road,3 BHK,1453.0,2.0,73.0,3,5024.088093599449
Thanisandra,2 BHK,1226.0,2.0,65.0,2,5301.794453507341
Kasturi Nagar,4 Bedroom,784.0,2.0,165.0,4,21045.918367346938
Hegde Nagar,3 BHK,1168.0,2.0,68.0,3,5821.917808219178
Bannerghatta,3 BHK,1776.0,3.0,124.0,3,6981.981981981982
Whitefield,3 BHK,1634.0,3.0,68.0,3,4161.566707466341
Hormavu,2 Bedroom,860.0,2.0,56.0,2,6511.627906976744
Kamala Nagar,3 Bedroom,2800.0,3.0,400.0,3,14285.714285714286
Nagasandra,3 BHK,1650.0,3.0,95.0,3,5757.575757575758
Whitefield,2 BHK,1190.0,2.0,70.0,2,5882.35294117647
JP Nagar,2 BHK,1133.0,2.0,33.99,2,3000.0
Suraksha Nagar,3 BHK,1559.0,3.0,62.0,3,3976.9082745349583
Horamavu Banaswadi,3 Bedroom,1448.0,4.0,118.0,3,8149.171270718232
Sathya Sai Layout,4 BHK,6652.0,6.0,510.0,4,7666.867107636801
Kodichikkanahalli,2 BHK,976.0,2.0,50.0,2,5122.950819672131
Bank Of Baroda Colony,4 Bedroom,1350.0,4.0,240.0,4,17777.777777777777
Yelahanka,3 BHK,1590.0,2.0,54.0,3,3396.2264150943397
Binny Pete,4 BHK,2940.0,6.0,201.0,4,6836.734693877551
Yelahanka,3 BHK,1633.0,3.0,110.0,3,6736.068585425597
Ramagondanahalli,2 BHK,1151.0,2.0,46.0,2,3996.524761077324
Kereguddadahalli,3 BHK,1400.0,2.0,42.0,3,3000.0
Uttarahalli,2 BHK,1037.0,2.0,36.0,2,3471.552555448409
Thanisandra,2 BHK,1188.0,2.0,36.0,2,3030.3030303030305
Raja Rajeshwari Nagar 5th Stage,2 BHK,1060.0,2.0,52.0,2,4905.66037735849
Thigalarapalya,3 BHK,2215.0,4.0,162.0,3,7313.769751693002
Hennur,2 BHK,1255.0,2.0,54.5,2,4342.629482071713
Ganesha Block,3 Bedroom,2500.0,2.0,300.0,3,12000.0
Hormavu,2 BHK,1075.0,2.0,53.7,2,4995.3488372093025
Harlur,4 BHK,2569.0,5.0,180.0,4,7006.617360840794
ITPL,2 BHK,900.0,2.0,27.0,2,3000.0
Kudlu Gate,2 BHK,1183.0,2.0,79.54,2,6723.584108199494
HSR Layout,2 BHK,1100.0,2.0,44.0,2,4000.0
GM Palaya,3 BHK,1643.0,2.0,70.0,3,4260.49908703591
Banagiri Nagar,3 BHK,1500.0,2.0,120.0,3,8000.0
Jakkur,2 BHK,1291.0,2.0,75.0,2,5809.450038729667
Hennur,3 Bedroom,1150.0,3.0,80.0,3,6956.521739130435
Electronic City,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
7th Phase JP Nagar,3 BHK,1575.0,2.0,110.0,3,6984.126984126984
BHEL Layout,5 Bedroom,1200.0,4.0,160.0,5,13333.333333333334
Byrathi Village,4 Bedroom,1700.0,3.0,55.0,4,3235.294117647059
Mahadevpura,2 BHK,1236.0,2.0,58.0,2,4692.556634304207
Ramamurthy Nagar,3 BHK,1350.0,2.0,39.0,3,2888.8888888888887
Malleshwaram,3 BHK,2475.0,4.0,326.0,3,13171.717171717171
Pai Layout,6 Bedroom,3800.0,6.0,175.0,6,4605.263157894737
Haralur Road,4 BHK,4694.0,5.0,375.0,4,7988.9220281210055
Electronic City,2 BHK,1200.0,2.0,34.66,2,2888.333333333333
Hulimavu,4 Bedroom,1200.0,4.0,75.0,4,6250.0
Harlur,2 BHK,1225.0,2.0,56.0,2,4571.428571428572
Thanisandra,2 BHK,1056.0,2.0,75.0,2,7102.272727272727
9th Phase JP Nagar,3 BHK,1240.0,2.0,42.85,3,3455.6451612903224
Banashankari,3 BHK,1200.0,3.0,74.52,3,6210.0
Kudlu Gate,3 BHK,1850.0,3.0,110.0,3,5945.945945945946
Amblipura,4 BHK,3150.0,4.0,180.0,4,5714.285714285715
Naganathapura,1 Bedroom,1200.0,1.0,39.82,1,3318.3333333333335
Dodda Banaswadi,4 Bedroom,1018.0,4.0,150.0,4,14734.774066797643
Konena Agrahara,5 Bedroom,3520.0,6.0,460.0,5,13068.181818181818
Chandapura,3 BHK,1185.0,2.0,30.22,3,2550.2109704641352
Jigani,2 BHK,918.0,2.0,56.0,2,6100.217864923748
GD Layout,3 BHK,1330.0,2.0,68.0,3,5112.7819548872185
Munnekollal,3 BHK,1540.0,2.0,70.0,3,4545.454545454545
Lakshminarayana Pura,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
Sunkan palya,2 BHK,927.0,2.0,37.0,2,3991.3700107874865
Sarjapur,4 Bedroom,2585.5,4.0,115.0,4,4447.882421195127
CV Raman Nagar,3 BHK,1400.0,2.0,78.0,3,5571.428571428572
Hosur Road,2 BHK,1345.0,2.0,106.0,2,7881.0408921933085
1st Phase JP Nagar,4 Bedroom,1900.0,3.0,400.0,4,21052.63157894737
8th Phase JP Nagar,2 BHK,1510.0,2.0,80.0,2,5298.013245033113
Malleshwaram,2 BHK,302.0,2.0,25.0,2,8278.14569536424
ITPL,3 Bedroom,1500.0,3.0,61.52,3,4101.333333333333
Yelahanka,1 BHK,827.5,1.0,42.535,1,5140.181268882176
Vidyaranyapura,3 BHK,1100.0,2.0,72.0,3,6545.454545454545
Sunkadakatte,3 Bedroom,1200.0,3.0,68.0,3,5666.666666666667
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,4818.181818181818
Hormavu,4 BHK,2282.0,4.0,115.0,4,5039.439088518843
Jayanti Nagar,2 BHK,760.0,2.0,37.49,2,4932.894736842105
Sarjapur,3 Bedroom,2172.0,3.0,100.0,3,4604.051565377532
Yeshwanthpur Industrial Suburb,6 BHK,3800.0,6.0,390.0,6,10263.157894736842
Kumaraswami Layout,4 Bedroom,600.0,2.0,72.0,4,12000.0
8th Phase JP Nagar,3 BHK,3300.0,3.0,165.0,3,5000.0
Thubarahalli,3 BHK,1242.0,3.0,51.0,3,4106.280193236715
Moodalapalya,1 Bedroom,410.0,1.0,48.0,1,11707.317073170732
Uttarahalli,3 BHK,1245.0,2.0,43.58,3,3500.401606425703
Kadugodi,2 BHK,1088.0,2.0,44.0,2,4044.1176470588234
Sahakara Nagar,2 BHK,1200.0,2.0,46.0,2,3833.3333333333335
TC Palaya,3 Bedroom,1995.0,3.0,100.0,3,5012.5313283208025
Haralur Road,2 BHK,1309.0,2.0,82.0,2,6264.323911382735
BTM 1st Stage,3 BHK,1717.0,3.0,200.0,3,11648.223645894
7th Phase JP Nagar,3 BHK,2100.0,3.0,200.0,3,9523.809523809523
Gayathri Nagar,2 Bedroom,880.0,1.0,90.0,2,10227.272727272728
Abbigere,6 Bedroom,1200.0,6.0,95.0,6,7916.666666666667
Maruthi Nagar,3 BHK,1250.0,3.0,42.0,3,3360.0
Hebbal,3 BHK,3520.0,5.0,240.0,3,6818.181818181818
5th Phase JP Nagar,2 BHK,1041.0,2.0,54.0,2,5187.319884726225
Sarjapur  Road,3 BHK,1505.0,2.0,60.0,3,3986.7109634551493
Bannerghatta,3 BHK,1776.0,3.0,150.0,3,8445.945945945947
Bellandur,3 BHK,1767.0,3.0,89.0,3,5036.785512167516
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,80.0,2,6187.161639597834
Kengeri,2 BHK,1320.0,2.0,50.0,2,3787.878787878788
Bhuvaneshwari Nagar,2 BHK,1280.0,2.0,68.48,2,5350.0
Thanisandra,2 BHK,1245.0,2.0,83.05,2,6670.682730923695
Haralur Road,2 BHK,1027.0,1.0,44.0,2,4284.323271665044
Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847.5
Kanakpura Road,3 BHK,1100.0,3.0,58.0,3,5272.727272727273
Medahalli,3 Bedroom,1065.0,3.0,72.0,3,6760.56338028169
Kannamangala,3 BHK,1814.0,3.0,129.0,3,7111.35611907387
Ramagondanahalli,3 BHK,1610.0,2.0,112.0,3,6956.521739130435
Kumaraswami Layout,1 Bedroom,850.0,1.0,78.0,1,9176.470588235294
Kasavanhalli,3 BHK,1600.0,3.0,79.0,3,4937.5
Old Mangammanapalya Road,3 BHK,3200.0,4.0,140.0,3,4375.0
Canara Bank Colony,3 BHK,1250.0,2.0,77.13,3,6170.4
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Kanakpura Road,3 BHK,1452.0,3.0,60.98,3,4199.724517906336
Ittamadu,3 BHK,1475.0,3.0,75.0,3,5084.745762711865
Electronic City,2 BHK,1353.0,2.0,75.0,2,5543.2372505543235
Maruthi Sevanagar,4 Bedroom,2100.0,3.0,210.0,4,10000.0
Electronics City Phase 1,3 BHK,1750.0,3.0,58.0,3,3314.285714285714
Whitefield,4 Bedroom,4800.0,4.0,550.0,4,11458.333333333334
Sahakara Nagar,2 BHK,1270.0,2.0,96.0,2,7559.055118110236
Battarahalli,4 Bedroom,2700.0,3.0,75.0,4,2777.777777777778
8th Phase JP Nagar,4 Bedroom,1200.0,4.0,270.0,4,22500.0
Thanisandra,4 BHK,2695.0,4.0,188.0,4,6975.881261595548
Hessarghatta,3 BHK,1330.0,3.0,65.0,3,4887.2180451127815
Electronic City,2 BHK,660.0,1.0,18.0,2,2727.2727272727275
BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2,6428.571428571428
Gubbalala,4 BHK,4000.0,5.0,195.0,4,4875.0
Kanakpura Road,3 BHK,1700.0,3.0,75.0,3,4411.764705882353
Kasavanhalli,2 BHK,1585.0,2.0,90.0,2,5678.233438485804
Kothanur,3 BHK,1385.0,3.0,67.0,3,4837.545126353791
Electronic City,2 BHK,1128.0,2.0,67.0,2,5939.7163120567375
Whitefield,4 Bedroom,60.0,4.0,218.0,4,363333.3333333333
1Kasavanhalli,18 Bedroom,1200.0,18.0,200.0,18,16666.666666666668
HSR Layout,2 BHK,1203.0,2.0,60.0,2,4987.5311720698255
Mallasandra,2 BHK,905.0,2.0,35.0,2,3867.403314917127
Hennur Road,3 BHK,1450.0,3.0,79.0,3,5448.275862068966
Varthur,2 BHK,1105.0,2.0,38.0,2,3438.914027149321
Channasandra,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
Jalahalli,3 BHK,1530.0,2.0,89.0,3,5816.993464052288
Whitefield,2 BHK,1105.0,2.0,35.4,2,3203.6199095022625
Dasarahalli,2 BHK,1333.0,2.0,78.56,2,5893.473368342085
Hongasandra,2 BHK,1065.0,2.0,45.0,2,4225.352112676056
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Old Madras Road,3 BHK,1530.0,3.0,76.34,3,4989.5424836601305
Margondanahalli,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
Whitefield,2 BHK,1270.0,2.0,94.0,2,7401.574803149606
Bellandur,3 BHK,1830.0,3.0,89.0,3,4863.3879781420765
Chandapura,2 BHK,900.0,2.0,35.0,2,3888.8888888888887
Attibele,4 Bedroom,2400.0,2.0,250.0,4,10416.666666666666
Varsova Layout,6 Bedroom,7000.0,6.0,560.0,6,8000.0
Bannerghatta Road,3 BHK,1450.0,2.0,78.0,3,5379.310344827586
J C Nagar,3 BHK,1525.0,3.0,65.0,3,4262.295081967213
Mahalakshmi Layout,2 BHK,1080.0,2.0,67.0,2,6203.7037037037035
Bagalur Main Road,2 BHK,1220.0,2.0,72.0,2,5901.639344262295
Begur Road,2 BHK,1200.0,2.0,44.4,2,3700.0
Bommanahalli,2 BHK,1355.0,2.0,73.17,2,5400.0
R.T. Nagar,3 Bedroom,2400.0,3.0,348.0,3,14500.0
Govindapura,2 BHK,1500.0,2.0,60.0,2,4000.0
Koramangala,2 BHK,1355.0,2.0,95.0,2,7011.070110701107
Electronic City,2 BHK,1070.0,2.0,57.0,2,5327.102803738318
CV Raman Nagar,3 BHK,1980.0,4.0,180.0,3,9090.90909090909
Bommasandra,2 BHK,842.0,2.0,30.0,2,3562.9453681710215
Bannerghatta Road,1 BHK,700.0,1.0,31.2,1,4457.142857142857
Doddakammanahalli,3 BHK,2500.0,4.0,65.0,3,2600.0
"Kanakapura Road, ",3 Bedroom,1884.0,3.0,95.0,3,5042.462845010616
Dena Bank Colony,2 BHK,1100.0,2.0,75.0,2,6818.181818181818
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2,3389.632107023411
Budigere,3 BHK,1820.0,3.0,85.0,3,4670.32967032967
Basavanapura,8 Bedroom,1200.0,8.0,145.0,8,12083.333333333334
Thanisandra,2 BHK,1185.0,2.0,43.5,2,3670.8860759493673
Varthur,3 BHK,2145.0,3.0,170.0,3,7925.407925407925
Whitefield,2 BHK,1220.0,2.0,89.0,2,7295.081967213115
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
6th Phase JP Nagar,2 BHK,1192.0,2.0,75.0,2,6291.946308724832
Marathahalli,3 BHK,1449.0,3.0,110.0,3,7591.44237405107
Ardendale,3 Bedroom,2500.0,3.0,250.0,3,10000.0
