DrawNumber,DrawDate,Ball1,Ball2,Ball3,Ball4,Ball5,LuckyStar1,LuckyStar2,UKMillionaireMaker,BallSet,DrawMachine,Match_5_and_2_Stars_roll,Match_5_and_2_Stars_UKWinners,Match_5_and_2_Stars_PrizePerWinner,Match_5_and_2_Stars_UKPrizeFund,Match_5_and_2_Stars_TotalWinners,Match_5_and_1_Star_UKWinners,Match_5_and_1_Star_PrizePerWinner,Match_5_and_1_Star_UKPrizeFund,Match_5_and_1_Star_TotalWinners,Match_5_UKWinners,Match_5_PrizePerWinner,Match_5_UKPrizeFund,Match_5_TotalWinners,Match_4_and_2_Stars_UKWinners,Match_4_and_2_Stars_PrizePerWinner,Match_4_and_2_Stars_UKPrizeFund,Match_4_and_2_Stars_TotalWinners,Match_4_and_1_Star_UKWinners,Match_4_and_1_Star_PrizePerWinner,Match_4_and_1_Star_UKPrizeFund,Match_4_and_1_Star_TotalWinners,Match_3_and_2_Stars_UKWinners,Match_3_and_2_Stars_PrizePerWinner,Match_3_and_2_Stars_UKPrizeFund,Match_3_and_2_Stars_TotalWinners,Match_4_UKWinners,Match_4_PrizePerWinner,Match_4_UKPrizeFund,Match_4_TotalWinners,Match_2_and_2_Stars_UKWinners,Match_2_and_2_Stars_PrizePerWinner,Match_2_and_2_Stars_UKPrizeFund,Match_2_and_2_Stars_TotalWinners,Match_3_and_1_Star_UKWinners,Match_3_and_1_Star_PrizePerWinner,Match_3_and_1_Star_UKPrizeFund,Match_3_and_1_Star_TotalWinners,Match_3_UKWinners,Match_3_PrizePerWinner,Match_3_UKPrizeFund,Match_3_TotalWinners,Match_1_and_2_Stars_UKWinners,Match_1_and_2_Stars_PrizePerWinner,Match_1_and_2_Stars_UKPrizeFund,Match_1_and_2_Stars_TotalWinners,Match_2_and_1_Star_UKWinners,Match_2_and_1_Star_PrizePerWinner,Match_2_and_1_Star_UKPrizeFund,Match_2_and_1_Star_TotalWinners,Match_2_UKWinners,Match_2_PrizePerWinner,Match_2_UKPrizeFund,Match_2_TotalWinners,Totals_UKWinners,Totals_UKPrizeFund,Totals_TotalWinners,JackpotWinner_country,TicketPrice
344,10-09-2010,35,41,21,45,17,5,1,['HVW107353'],E1,Machine 1,0,0,12454500.0,0.0,1,0,324500.0,0.0,6,4,42504.1,170016.4,13,25,1572.4,39310.0,251,264,150.6,39758.4,1746,825,54.0,44550.0,4872,398,76.3,30367.4,2411,12243,16.1,197112.3,71685,12032,18.7,224998.4,71641,18103,12.3,222666.9,99911,64388,7.2,463593.6,367203,175600,6.2,1088720.0,1011903,,,,,283882,2521093.4,1631643,['Switzerland'],2.0
343,03-09-2010,24,49,47,26,13,4,8,['KWS437385'],E1,Machine 1,0,0,12543000.0,0.0,1,1,179185.2,179185.2,11,2,55934.8,111869.6,10,19,3769.1,71612.9,106,275,196.2,53955.0,1357,886,55.7,49350.2,4781,409,83.8,34274.2,2223,12865,17.1,219991.5,68243,11846,21.9,259427.4,61922,18246,12.3,224425.8,101153,71761,7.2,516679.2,369181,173809,6.9,1199282.1,920843,,,,,290119,2920053.1,1529831,['France'],2.0
342,27-08-2010,13,6,30,1,49,1,9,['JWK846684'],E1,Machine 1,0,0,12346500.0,0.0,2,2,283647.3,567294.6,7,4,56346.1,225384.4,10,27,1871.9,50541.3,215,290,151.7,43993.0,1768,1037,35.3,36606.1,7583,456,70.0,31920.0,2680,13837,13.5,186799.5,87230,12793,18.4,235391.2,74100,19933,11.1,221256.3,113445,69570,6.8,473076.0,397893,181081,6.6,1195134.6,961703,,,,,299030,3267397.0,1646636,"['Spain', 'Switzerland']",2.0
341,20-08-2010,27,31,5,42,40,6,1,['HWB103972'],E1,Machine 1,0,1,12202500.0,12202500.0,1,1,495204.3,495204.3,4,1,80303.4,80303.4,7,17,4015.1,68256.7,100,245,230.7,56521.5,1160,853,62.1,52971.3,4310,407,91.0,37037.0,2058,12600,17.7,223020.0,66187,11412,24.0,273888.0,56756,18853,12.8,241318.4,97891,65818,7.8,513380.4,345286,168651,7.4,1248017.4,861493,,,,,278859,15492418.4,1435253,['UK'],2.0
340,13-08-2010,15,9,47,21,4,7,2,['GVN755226'],E1,Machine 1,0,0,12280500.0,0.0,3,3,129787.0,389361.0,18,1,34892.9,34892.9,19,46,2675.4,123068.4,177,336,151.8,51004.8,2079,1261,44.4,55988.4,7099,499,72.4,36127.6,3052,16540,14.5,239830.0,95373,15142,17.2,260442.4,93584,22139,10.8,239101.2,136680,81687,6.5,530965.5,484186,206635,5.9,1219146.5,1283057,,,,,344289,3179928.7,2105327,"['France', 'Portugal', 'Spain']",2.0
339,06-08-2010,42,28,13,29,25,4,5,['FVJ384492'],E1,Machine 1,0,0,12502500.0,0.0,1,2,693573.0,1387146.0,3,1,98412.3,98412.3,6,31,4055.4,125717.4,104,278,169.1,47009.8,1662,1005,58.1,58390.5,4835,428,94.9,40617.2,2073,13902,17.9,248845.8,68740,14409,18.1,260802.9,78942,19818,12.9,255652.2,102211,72103,8.0,576824.0,354588,211904,5.9,1250233.6,1128890,,,,,333881,4349651.7,1742055,['Spain'],2.0
338,30-07-2010,39,11,3,4,28,8,2,['CTP063014'],E1,Machine 1,0,0,23414853.0,0.0,1,1,533765.7,533765.7,4,2,55081.4,110162.8,11,42,2607.1,109498.2,166,411,165.8,68143.8,1740,1394,41.0,57154.0,7022,606,72.4,43874.4,2788,18682,13.2,246602.4,95496,16709,18.9,315800.1,77801,26257,10.7,280949.9,126578,92165,6.2,571423.0,469259,230300,6.3,1450890.0,1094767,,,,,386569,3788264.3,1875633,['Belgium'],2.0
337,23-07-2010,4,13,37,35,46,9,3,['CTQ911477'],E1,Machine 1,1,0,12592500.0,0.0,0,1,337219.8,337219.8,6,1,191395.0,191395.0,3,21,5126.6,107658.6,80,282,196.0,55272.0,1395,883,65.9,58189.7,4147,464,97.2,45100.8,1969,13213,18.6,245761.8,64460,13106,23.5,307991.0,59117,20159,14.4,290289.6,88658,73413,7.4,543256.2,372827,192013,7.0,1344091.0,925480,,,,,313556,3526225.5,1518142,,2.0
336,16-07-2010,49,46,45,39,38,7,8,['BTC736269'],E1,Machine 1,0,0,35767540.0,0.0,1,3,177015.1,531045.3,13,1,50234.0,50234.0,13,18,6057.9,109042.2,77,281,218.3,61342.3,1424,916,77.8,71264.8,3993,457,108.5,49584.5,2006,13565,23.5,318777.5,58220,12932,27.1,350457.2,58356,18988,16.8,318998.4,86816,72776,9.9,720482.4,316227,203231,7.8,1585201.8,945822,,,,,323168,4166430.4,1472968,['France'],2.0
335,09-07-2010,37,9,49,24,39,3,9,['ZSW270497'],E1,Machine 1,1,0,23591586.0,0.0,0,1,349323.7,349323.7,6,1,297397.2,297397.2,2,25,3218.5,80462.5,132,315,165.7,52195.5,1709,1092,44.9,49030.8,6297,423,89.5,37858.5,2214,15361,15.8,242703.8,78800,14001,19.1,267419.1,75411,19854,13.2,262072.8,100786,81145,7.0,568015.0,402966,203373,6.6,1342261.8,1018412,,,,,335591,3548740.7,1686735,,2.0
334,02-07-2010,46,41,36,13,12,8,1,['YSJ899058'],E1,Machine 1,1,0,12424500.0,0.0,0,0,979400.0,0.0,2,0,185300.0,0.0,3,8,6204.4,49635.2,64,245,246.4,60368.0,1074,761,79.6,60575.6,3323,418,106.2,44391.6,1744,11266,22.3,251231.8,52136,11422,26.2,299256.4,51460,18295,14.4,263448.0,86182,61624,9.0,554616.0,295603,172943,7.5,1297072.5,845300,,,,,276982,2880595.1,1336891,,2.0
333,25-06-2010,18,1,8,28,31,9,8,['XSJ216111'],E1,Machine 1,0,0,23090988.0,0.0,1,2,267525.2,535050.4,8,3,46719.5,140158.5,13,31,3707.9,114944.9,117,443,124.6,55197.8,2320,1016,58.5,59436.0,4939,625,63.4,39625.0,3193,13178,21.6,284644.8,58872,18095,16.5,298567.5,89363,25661,10.7,274572.7,126397,67132,9.8,657893.6,297573,222669,6.4,1425081.6,1082000,,,,,348855,3885172.8,1664796,['France'],2.0
332,18-06-2010,2,29,31,38,32,4,1,['WRY637536'],E1,Machine 1,1,0,12540000.0,0.0,0,0,0.0,0.0,0,3,550723.3,1652169.9,5,15,6587.6,98814.0,66,240,302.2,72528.0,959,849,81.1,68853.9,3573,353,140.6,49631.8,1443,11749,23.3,273751.7,54653,11818,28.1,332085.8,52440,18351,16.1,295451.1,84541,63833,9.5,606413.5,305521,179472,8.0,1435776.0,864737,,,,,286683,4885475.7,1367938,,2.0
331,11-06-2010,44,2,36,22,24,2,1,['VRK095315'],E1,Machine 1,0,1,12408000.0,12408000.0,1,1,263598.0,263598.0,8,4,66493.2,265972.8,9,19,4190.7,79623.3,102,333,160.8,53546.4,1772,826,72.1,59554.6,3950,521,75.2,39179.2,2652,11874,21.4,254103.6,58565,14202,19.7,279779.4,73447,21533,12.0,258396.0,111469,62250,9.2,572700.0,310071,194375,6.7,1302312.5,1017350,,,,,305939,15836765.8,1579396,['UK'],2.0
330,04-06-2010,34,42,17,40,4,9,4,['TRD388793'],E1,Machine 1,0,0,12442500.0,0.0,1,0,350400.0,0.0,7,1,51975.4,51975.4,11,14,3964.8,55507.2,103,233,207.9,48440.7,1309,862,59.1,50944.2,4599,363,89.9,32633.7,2118,12640,17.4,219936.0,68582,11346,22.0,249612.0,62917,16930,12.6,213318.0,101022,72506,7.4,536544.4,368681,171706,6.9,1184771.4,944995,,,,,286601,2643683.0,1554345,['Portugal'],2.0
329,28-05-2010,9,31,32,33,4,3,7,['SQR331307'],E1,Machine 1,0,1,12693000.0,12693000.0,1,2,264921.7,529843.4,8,1,120288.8,120288.8,5,15,4619.3,69289.5,93,245,240.8,58996.0,1189,1041,50.5,52570.5,5666,392,100.5,39396.0,1993,17241,12.0,206892.0,104351,12507,22.8,285159.6,63784,18544,13.9,257761.6,96204,97123,4.8,466190.4,593428,191998,6.5,1247987.0,1052174,,,,,339110,16027374.8,1918896,['UK'],2.0
328,21-05-2010,38,19,50,7,30,4,7,['RQJ814562'],E1,Machine 1,0,0,13072500.0,0.0,1,1,258472.0,258472.0,8,2,39120.0,78240.0,15,22,2951.7,64937.4,142,321,146.6,47058.6,1905,1183,46.7,55246.1,5975,450,75.9,34155.0,2577,17021,14.1,239996.1,86699,15310,17.3,264863.0,82019,21554,11.3,243560.2,115659,87764,6.4,561689.6,437444,216160,5.7,1232112.0,1162955,,,,,359788,3080330.0,1895399,['Belgium'],2.0
327,14-05-2010,17,31,43,47,1,3,2,['QPY542596'],E1,Machine 1,0,1,84451320.6,84451320.6,1,2,242957.1,485914.2,14,3,43875.5,131626.5,22,37,5107.2,188966.4,135,536,202.6,108593.6,2268,1471,79.8,117385.8,5756,729,100.1,72972.9,3214,22144,21.5,476096.0,93873,23407,22.6,528998.2,103596,33627,14.5,487591.5,148842,120736,8.9,1074550.4,520787,351353,6.8,2389200.4,1618776,,,,,554046,90513216.5,2497284,['UK'],2.0
326,07-05-2010,15,21,6,3,32,7,9,['PPD902486'],E1,Machine 1,1,0,67967555.0,0.0,0,0,310500.0,0.0,9,4,31724.0,126896.0,25,37,2710.5,100288.5,209,569,136.8,77839.2,2759,1551,50.0,77550.0,7550,875,55.7,48737.5,4740,22066,16.3,359675.8,101710,24383,15.8,385251.4,121843,37164,9.1,338192.4,194903,112166,7.3,818811.8,516927,333614,5.5,1834877.0,1627783,,,,,532429,4168119.6,2578458,,2.0
325,30-04-2010,6,36,22,25,24,3,8,['NNR660847'],E1,Machine 1,1,0,52603784.0,0.0,0,2,238034.3,476068.6,11,5,61921.0,309605.0,12,40,3446.4,137856.0,154,439,184.4,80951.6,1918,1443,55.1,79509.3,6421,685,85.0,58225.0,2913,20620,16.4,338168.0,94689,19955,18.7,373158.5,96384,29998,11.2,335977.6,147469,108131,6.9,746103.9,512608,283251,6.2,1756156.2,1365594,,,,,464569,4691779.7,2228173,,2.0
324,23-04-2010,46,3,7,8,43,6,8,['MNM306176'],E1,Machine 1,1,0,38064784.0,0.0,0,2,612294.2,1224588.4,4,2,77226.3,154452.6,9,20,5225.8,104516.0,95,301,250.9,75520.9,1319,947,75.9,71877.3,4355,467,110.2,51463.4,2101,15172,19.5,295854.0,74340,15227,23.1,351743.7,72970,23492,13.6,319491.2,114060,81028,8.1,656326.8,410669,231318,6.8,1572962.4,1166523,,,,,367976,4878796.7,1846445,,2.0
323,16-04-2010,17,11,26,40,9,9,3,['LNC129996'],E1,Machine 1,1,0,25378348.0,0.0,0,0,200100.0,0.0,10,2,28398.4,56796.8,20,36,2429.2,87451.2,167,375,109.5,41062.5,2469,1275,39.6,50490.0,6817,552,50.2,27710.4,3768,17025,13.2,224730.0,89978,16575,14.1,233707.5,97622,24631,8.8,216752.8,144157,84258,6.2,522399.6,434766,232557,5.1,1186040.7,1271007,,,,,377286,2647141.5,2050781,,2.0
322,09-04-2010,44,23,24,21,7,3,4,['JMF902512'],E1,Machine 1,1,0,13177500.0,0.0,0,2,349803.1,699606.2,6,1,119122.1,119122.1,5,30,3376.4,101292.0,126,326,158.3,51605.8,1791,1072,51.5,55208.0,5501,518,78.2,40507.6,2537,15236,16.3,248346.8,76160,17261,16.5,284806.5,87456,23536,10.7,251835.2,124331,74856,7.5,561420.0,379820,235326,5.5,1294293.0,1228496,,,,,368164,3708043.2,1906229,,2.0
321,02-04-2010,26,18,12,24,45,5,4,['JMG742049'],E1,Machine 1,0,0,13339500.0,0.0,1,1,198533.1,198533.1,10,3,46950.4,140851.2,12,29,2834.0,82186.0,142,390,125.4,48906.0,2138,1155,50.0,57750.0,5363,539,71.9,38754.1,2611,15867,16.0,253872.0,73592,17901,15.3,273885.3,89146,24245,10.9,264270.5,115039,80327,7.2,578354.4,376040,241723,5.3,1281131.9,1196837,,,,,382180,3218494.5,1860931,['Austria'],2.0
320,26-03-2010,18,37,8,16,43,2,6,['HLV958484'],E1,Machine 1,0,1,39754555.0,39754555.0,1,3,416636.3,1249908.9,6,5,59117.3,295586.5,12,25,4735.7,118392.5,107,360,212.8,76608.0,1587,1194,56.4,67341.6,5983,588,97.9,57565.2,2415,17944,16.0,287104.0,92372,15934,22.7,361701.8,75630,25255,13.5,340942.5,116804,93539,6.8,636065.2,499861,233833,7.0,1636831.0,1152219,,,,,388681,44882602.2,1946997,['UK'],2.0
319,19-03-2010,38,28,30,39,10,7,2,['GLS470078'],E1,Machine 1,1,0,26412247.0,0.0,0,3,220914.8,662744.4,10,1,52243.3,52243.3,12,29,3893.9,112923.1,115,345,184.7,63721.5,1616,1120,55.7,62384.0,5353,485,86.6,42001.0,2411,17100,15.9,271890.0,82329,15518,19.7,305704.6,77185,23354,12.2,284918.8,114795,90691,6.7,607629.7,444152,226382,6.2,1403568.4,1154270,,,,,375028,3869728.8,1882248,,2.0
318,12-03-2010,46,1,26,36,33,7,6,['FLG386026'],E1,Machine 1,1,0,13633500.0,0.0,0,2,367413.8,734827.6,6,1,125119.3,125119.3,5,15,5958.0,89370.0,75,271,228.1,61815.1,1306,859,69.5,59700.5,4284,378,110.3,41693.4,1890,12559,22.3,280065.7,58621,12817,22.6,289664.2,66950,18383,15.0,275745.0,93248,70631,8.9,628615.9,337382,194242,7.1,1379118.2,993455,,,,,310158,3965734.9,1557222,,2.0
317,05-03-2010,19,18,49,12,43,9,3,['DKR361644'],E1,Machine 1,0,0,41706216.0,0.0,1,1,307736.6,307736.6,8,3,69864.5,209593.5,10,35,3838.7,134354.5,130,334,201.1,67167.4,1654,1229,55.5,68209.5,5986,542,92.4,50080.8,2518,18670,16.0,298720.0,91387,17087,20.3,346866.1,83248,25272,12.9,326008.8,121158,98182,6.9,677455.8,482338,262425,6.1,1600792.5,1299098,,,,,423780,4086985.5,2087536,['Austria'],2.0
316,26-02-2010,42,11,29,7,18,7,6,['CKJ342229'],E1,Machine 1,1,0,26963008.0,0.0,0,1,163961.4,163961.4,14,3,40713.4,122140.2,16,44,2658.8,116987.2,175,680,103.4,70312.0,2998,1335,51.4,68619.0,6032,927,56.4,52282.8,3845,17238,17.1,294769.8,79459,23580,14.0,330120.0,112383,32107,9.8,314648.6,148360,83405,8.0,667240.0,387526,289202,5.2,1503850.4,1429397,,,,,448522,3704931.4,2170205,,2.0
315,19-02-2010,37,12,38,31,43,3,2,['BJV758658'],E1,Machine 1,1,0,13222500.0,0.0,0,0,559900.0,0.0,4,2,52964.6,105929.2,12,20,4988.8,99776.0,91,324,229.2,74260.8,1320,932,76.9,71670.8,3932,507,109.3,55415.1,1937,13704,22.7,311080.8,58422,15963,22.7,362360.1,67780,22350,15.0,335250.0,94371,74127,9.0,667143.0,337273,232228,6.7,1555927.6,1077085,,,,,360157,3638813.4,1642227,,2.0
314,12-02-2010,5,45,1,38,18,6,4,['ZHR111871'],E1,Machine 1,0,1,56008113.2,56008113.2,2,4,395255.9,1581023.6,12,5,67300.3,336501.5,20,80,4108.6,328688.0,234,947,217.8,206256.6,2942,3112,59.9,186408.8,10700,1428,91.6,130804.8,4897,48451,16.3,789751.3,172466,42252,23.2,980246.4,140642,66353,12.9,855953.7,232284,257327,6.7,1724090.9,959032,630759,7.0,4415313.0,2195942,,,,,1050719,67543151.8,3719173,"['Spain', 'UK']",2.0
313,05-02-2010,46,38,34,35,39,3,4,['WGC875346'],E1,Machine 1,1,0,87570000.0,0.0,0,4,250839.3,1003357.2,17,8,71184.1,569472.8,17,51,4647.1,237002.1,186,697,219.5,152991.5,2625,2028,68.7,139323.6,8380,943,104.7,98732.1,3850,31113,19.5,606703.5,129953,28577,24.7,705851.9,118860,42174,15.3,645262.2,176519,167152,8.0,1337216.0,725556,443526,7.2,3193387.2,1902863,,,,,716273,8689300.1,3068826,,2.0
312,29-01-2010,39,43,30,17,9,7,5,['XGP422767'],E1,Machine 1,0,0,25403095.0,0.0,1,0,347000.0,0.0,6,2,59094.8,118189.6,10,22,2573.8,56623.6,164,319,147.1,46924.9,1912,1195,37.7,45051.5,7449,480,74.0,35520.0,2660,18068,11.5,207782.0,106835,15295,17.1,261544.5,83708,21762,11.6,252439.2,113369,99574,4.8,477955.2,581746,228226,5.6,1278065.6,1200409,,,,,384943,2780096.1,2098269,['Switzerland'],2.0
311,22-01-2010,4,44,27,22,36,9,7,['WFY784128'],E1,Machine 1,1,0,13197000.0,0.0,0,0,508000.0,0.0,4,1,57669.7,57669.7,10,27,3677.9,99303.3,112,408,147.5,60180.0,1861,1018,59.6,60672.8,4605,676,65.4,44210.4,2936,13980,17.8,248844.0,67650,16664,17.5,291620.0,79655,24682,10.7,264097.4,120151,71031,7.6,539835.6,360355,216457,6.1,1320387.7,1080181,,,,,344944,2986820.9,1717520,,2.0
310,15-01-2010,49,50,26,29,11,4,7,['VFP866401'],E1,Machine 1,0,1,26151124.2,26151124.2,2,0,279300.0,0.0,12,3,50000.3,150000.9,14,26,3184.7,82802.2,157,381,120.2,45796.2,2773,1431,42.6,60960.6,7815,561,71.6,40167.6,3255,19468,15.2,295913.6,96337,17252,18.4,317436.8,91899,25039,11.4,285444.6,137239,102407,6.6,675886.2,503851,249522,6.0,1497132.0,1316420,,,,,416091,29602664.9,2159774,"['France', 'UK']",2.0
309,08-01-2010,44,5,14,4,46,9,8,['TFL266616'],E1,Machine 1,1,0,38666984.0,0.0,0,1,577360.3,577360.3,4,1,109230.3,109230.3,6,14,6159.6,86234.4,76,274,223.7,61293.8,1395,813,73.6,59836.8,4238,401,100.0,40100.0,2184,11723,22.4,262595.2,61054,13414,21.4,287059.6,74062,20962,12.2,255736.4,119688,61188,9.7,593523.6,323374,198772,6.7,1331772.4,1103097,,,,,307563,3664742.8,1689178,,2.0
308,01-01-2010,22,24,27,36,9,7,5,['SDV403955'],E1,Machine 1,1,0,25315385.0,0.0,0,3,207513.4,622540.2,10,4,49074.1,196296.4,12,31,2580.5,79995.5,163,356,137.6,48985.6,2037,1412,33.8,47725.6,8286,500,76.4,38200.0,2566,18777,10.9,204669.3,112515,17210,14.9,256429.0,95544,24436,10.4,254134.4,126208,94222,4.9,461687.8,567400,233644,5.2,1214948.8,1271505,,,,,390595,3425612.6,2186246,,2.0
307,25-12-2009,4,17,5,34,14,5,3,['RDL990416'],E1,Machine 1,1,0,13590000.0,0.0,0,1,345806.8,345806.8,5,1,98134.3,98134.3,5,22,1752.3,38550.6,200,310,126.7,39277.0,1844,1272,26.9,34216.8,8675,460,71.5,32890.0,2286,18761,8.9,166972.9,115269,15582,13.5,210357.0,87869,22414,9.8,219657.2,112040,95955,4.2,403011.0,557441,228559,4.7,1074227.3,1169900,,,,,383337,2663100.9,2055534,,2.0
306,18-12-2009,49,30,35,32,14,8,3,['QDF124702'],E1,Machine 1,0,0,52883496.0,0.0,1,2,867566.8,1735133.6,3,2,67145.8,134291.6,11,16,4587.6,73401.6,115,314,228.2,71654.8,1541,1045,66.8,69806.0,5258,482,101.6,48971.2,2422,16260,18.8,305688.0,82249,14647,24.1,352992.7,74412,22141,14.7,325472.7,111728,91093,7.7,701416.1,459962,223436,7.3,1631082.8,1145864,,,,,369438,5449911.1,1883566,['France'],2.0
305,11-12-2009,41,43,44,46,20,2,9,['PCX789361'],E1,Machine 1,1,0,39585642.0,0.0,0,2,616198.6,1232397.2,4,3,87433.5,262300.5,8,16,7457.0,119312.0,67,271,289.1,78346.1,1152,828,91.7,75927.6,3632,433,129.3,55986.9,1802,12796,24.6,314781.6,59410,12212,29.6,361475.2,57352,18565,17.8,330457.0,87474,74266,9.0,668394.0,370911,184324,8.7,1603618.8,909644,,,,,303716,5102996.9,1491456,,2.0
304,04-12-2009,25,30,19,18,44,3,1,['NCQ170044'],E1,Machine 1,1,0,26301056.0,0.0,0,1,140538.7,140538.7,15,1,74779.9,74779.9,8,19,3621.3,68804.7,118,310,197.5,61225.0,1442,986,60.1,59258.6,4738,554,84.1,46591.4,2371,14759,17.4,256806.6,71906,15781,19.5,307729.5,74204,24311,11.7,284438.7,113980,75211,7.4,556561.4,387098,220823,6.1,1347020.3,1117681,,,,,352756,3203754.8,1773561,,2.0
303,27-11-2009,33,15,13,5,8,8,9,['MCC168984'],E1,Machine 1,1,0,13660500.0,0.0,0,1,176470.0,176470.0,11,4,32404.2,129616.8,17,18,3513.2,63237.6,112,406,86.5,35119.0,3032,951,54.7,52019.7,4792,589,41.3,24325.7,4438,13333,18.2,242660.6,63256,16808,12.5,210100.0,106891,25112,7.2,180806.4,170027,68089,8.7,592374.3,304099,229902,4.8,1103529.6,1294194,,,,,355213,2810259.7,1950869,,2.0
302,20-11-2009,47,9,28,5,43,2,9,['LBW818948'],E1,Machine 1,0,0,13536000.0,0.0,1,2,312039.8,624079.6,7,2,103310.5,206621.0,6,18,4564.5,82161.0,97,336,201.8,67804.8,1462,1096,59.7,65431.2,4938,536,89.5,47972.0,2308,15468,18.0,278424.0,71957,15900,20.5,325950.0,73210,23239,12.7,295135.3,108475,81118,7.8,632720.4,377636,225306,6.4,1441958.4,1104577,,,,,363021,4068257.7,1744674,['Portugal'],2.0
301,13-11-2009,15,25,32,26,13,4,3,['KBF921587'],E1,Machine 1,0,0,14839480.0,0.0,1,1,241561.9,241561.9,10,1,48965.2,48965.2,14,22,3242.7,71339.4,151,394,138.4,54529.6,2358,1218,47.7,58098.6,6834,517,71.1,36758.7,3213,16294,15.1,246039.4,94893,17466,15.6,272469.6,106213,24148,10.4,251139.2,146854,85086,6.8,578584.8,478868,249144,5.1,1270634.4,1525553,,,,,394291,3130120.8,2364962,['France'],2.0
300,06-11-2009,19,43,45,34,11,5,9,[],E1,Machine 1,0,2,45570835.5,91141671.0,2,0,519500.0,0.0,9,1,62415.3,62415.3,15,43,3184.4,136929.2,210,660,158.5,104610.0,2811,2177,47.5,103407.5,9374,970,77.3,74981.0,4035,32162,13.9,447051.8,140925,29641,18.4,545394.4,123556,43559,11.9,518352.1,175436,168699,5.8,978454.2,764320,430037,5.8,2494214.6,1823886,,,,,707951,96607481.1,3044579,['UK'],1.5
299,30-10-2009,35,9,33,38,40,6,2,[],E1,Machine 1,1,0,71278155.0,0.0,0,1,464999.7,464999.7,6,4,46573.9,186295.6,17,31,3326.7,103127.7,170,468,172.3,80636.4,2188,1479,50.7,74985.3,7426,661,85.2,56317.2,3095,22803,14.4,328363.2,114987,20383,20.3,413774.9,94434,30874,12.3,379750.2,143309,128629,6.0,771774.0,631541,305499,6.3,1924643.7,1428357,,,,,510832,4784667.9,2425530,,1.5
298,23-10-2009,20,6,18,29,31,8,2,[],E1,Machine 1,1,0,55868893.0,0.0,0,2,279013.6,558027.2,9,4,47507.7,190030.8,15,36,2664.9,95936.4,191,573,143.0,81939.0,2372,1725,41.2,71070.0,8236,845,63.1,53319.5,3764,22962,13.3,305394.6,112041,21287,18.0,383166.0,95673,33222,10.3,342186.6,154285,114086,5.9,673107.4,578532,282033,6.1,1720401.3,1313613,,,,,476775,4474578.8,2268731,,1.5
297,16-10-2009,23,30,31,47,12,3,4,[],E1,Machine 1,1,0,40391228.0,0.0,0,0,315200.0,0.0,7,0,156500.0,0.0,4,30,3550.4,106512.0,126,378,157.8,59648.4,1889,1138,54.1,61565.8,5504,541,77.1,41711.1,2706,16058,16.8,269774.4,77885,17773,17.1,303918.3,88775,24959,11.3,282036.7,123581,82978,7.2,597441.6,416406,247916,5.6,1388329.6,1261030,,,,,391771,3110937.9,1977913,,1.5
296,09-10-2009,29,11,46,7,50,4,7,[],E1,Machine 1,1,0,27066647.0,0.0,0,1,437940.0,437940.0,5,6,51783.4,310700.4,12,33,3170.4,104623.2,140,434,148.0,64232.0,1999,1404,46.9,65847.6,6307,548,78.7,43127.6,2630,18444,14.4,265593.6,90134,17302,17.4,301054.8,86285,23654,11.6,274386.4,119593,88679,6.6,585281.4,448466,227331,5.8,1318519.8,1204065,,,,,377836,3771306.8,1959636,,1.5
295,02-10-2009,44,29,24,23,22,5,1,[],E1,Machine 1,1,0,13764000.0,0.0,0,0,958600.0,0.0,2,1,45339.7,45339.7,12,21,4224.1,88706.1,92,258,187.0,48246.0,1385,884,53.4,47205.6,4850,409,96.6,39509.4,1876,13442,14.6,196253.2,77968,13574,18.6,252476.4,70820,20138,12.3,247697.4,98939,71723,5.8,415993.4,448196,200689,5.5,1103789.5,1113649,,,,,321139,2485216.7,1817789,,1.5
294,25-09-2009,6,21,18,17,34,9,3,[],E1,Machine 1,0,0,13830000.0,0.0,1,0,639800.0,0.0,3,4,45394.0,181576.0,12,27,2925.0,78975.0,133,335,125.8,42143.0,2061,1001,45.8,45845.8,5652,526,59.3,31191.8,3058,14416,14.4,207590.4,78955,14502,15.2,220430.4,86645,22521,9.1,204941.1,133940,75300,6.4,481920.0,407601,210302,5.2,1093570.4,1187036,,,,,338934,2588183.9,1905097,['Spain'],1.5
293,18-09-2009,30,16,41,38,6,2,4,[],E1,Machine 1,0,0,90740000.0,0.0,1,3,360223.9,1080671.7,11,5,59183.3,295916.5,19,36,3788.6,136389.6,212,626,177.9,111365.4,3009,2101,53.7,112823.7,9970,968,78.6,76084.8,4764,32219,16.3,525169.7,143801,30255,20.1,608125.5,135433,45250,12.2,552050.0,205448,176012,6.9,1214482.8,779964,453889,6.5,2950278.5,1969577,,,,,741364,7663358.2,3252209,['France'],1.5
292,11-09-2009,42,15,12,35,43,6,4,[],E1,Machine 1,1,0,37805108.0,0.0,0,1,460154.7,460154.7,5,2,59356.5,118713.0,11,19,3672.2,69771.8,127,265,211.9,56153.5,1467,1052,50.8,53441.6,6114,383,94.7,36270.1,2296,16658,14.7,244872.6,92491,13650,22.2,303030.0,71251,20153,13.2,266019.6,109985,89280,6.3,562464.0,491840,206674,6.8,1405383.2,1089107,,,,,348137,3576274.1,1864694,,1.5
