type,text,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status
townhomes,"seller concessions of 10k! Lovely mid row townhouse, perfect for first time home buyers or investors! Convenient location, close to schools, shopping and freeway. Samsung refrigerator included. Updated LED lighting & Fans, bathrooms, and blinds throughout. 2 car garage and 2 assigned stalls. Square footage figures are provided as a courtesy estimate only and were obtained from tax records. Buyer is advised to obtain an independent measurement.",1981.0,3.0,2.0,1.0,1.0,2.0,2614.0,1289.0,2.0,2018-05-31,194900.0,for_sale
single_family,"This unique home sits on 30 acres of scattered oak trees and workable land. This beautiful home has wrap around decks giving breathtaking views of Kanarra and Pine Valley Mountains. The entire upper level is the master bedroom. The main level includes an office, private bedroom and full bath. The fully finished basement is 1700 sq of entertainment space and gym area. This unique property comes with a separate indoor pool house with bathroom, RV parking with hookups, an aerated pond stocked with fish, a large workshop, a heated 3 car dethatched garage, established fruit trees, playground, and privacy in every direction. This home and property is perfect for hobby farms, family reunion retreats, retirement ranching and country living at its finest! Owner/Agent",2007.0,3.0,5.0,5.0,1.0,5.0,1306800.0,4322.0,3.0,2018-05-31,1700000.0,for_sale
single_family,"Located in the popular Suncrest neighborhood, this elegant home has been recently remodeled. Including a beautiful white kitchen with granite countertops, farm sink, stainless appliances and lvp hardwood floors. Spacious main floor master suite looks onto private backyard. Upstairs features 3 beds and 1 office -- all with adorable charm. Basement finished last year that adds 2 more bedrooms as well as a large great room and walkout entrance to the backyard. Too many upgrades to mention, including hospital grade HVAC system, driveway pavers, custom cabinetry, beautiful lighting, coffered ceilings, new carpet/paint. New landscaping installed in 2020. The Suncrest HOA includes a community pool, clubhouse, tennis courts, biking & hiking trails and many activities.",2005.0,6.0,4.0,3.0,1.0,2.0,7405.0,4060.0,3.0,2016-06-02,895000.0,for_sale
townhomes,"Experience carefree living in this beautifully updated townhome nestled between the Cottonwood Canyons at the base of the stunning Wasatch Mountain Range. Enjoy an open floor plan with a river rock fireplace, exposed timber beams, new hardwood floors & carpet, new granite counter tops, new hardware, faucets & fixtures, fully finished basement, private deck, patio, and mountain views. Just minutes away from four world-class ski and summer recreation areas & numerous Mt. bike options. This home offers the true essence of living. The layout features a sun-filled, vaulted great room, with an eating bar, and a private patio. With 3 bedrooms, 4 bathrooms, and a 2-car garage, this home is ideal as a primary or second home. Located near all that life has to offer including easy freeway access to downtown Salt Lake City, University of Utah, Silicon Slopes, and the Salt Lake International Airport. Come home to life, come home to living.",1994.0,3.0,4.0,1.0,1.0,2.0,436.0,2690.0,3.0,2018-05-31,849900.0,for_sale
townhomes,"Amazing end unit townhome in the desirable Ledges community! Community Pool and Pickle ball courts are a short walk away, Fantastic hiking and biking trails nearby and the beautiful Ledges golf course just a short drive away, opportunities for fun are endless! The unit is being sold furnished and is zoned for nightly rental. Purchase your second home and rent out when you are not using it!",2018.0,3.0,5.0,5.0,1.0,1.0,1307.0,1921.0,2.0,2018-05-31,619000.0,for_sale
single_family,"OPEN HOUSE - Wednesday, May 22nd from 4:30-6:30 PM. Welcome to this MASTER ON THE MAIN 2 Story home in the heart of the picturesque DAYBREAK! This delightful 3 bedroom, 2.5 bathroom, main level flex room, and 2nd story BONUS ROOM exude warmth and comfort from the moment you step through the door. As you enter, natural light dances across the gleaming LVP wood floors, creating an inviting ambiance throughout the open-concept living space. The spacious living room and adjacent dining area that opens up to the quaint covered front porch offers the perfect setting for intimate dinners or lively gatherings with loved ones. The gourmet kitchen is a chef's dream, boasting stainless steel appliances, DOUBLE OVEN, quartz countertops, GAS COOKTOP, and ample cabinet space for all your culinary essentials. Retreat to the luxurious master suite complete with a spa-like ensuite bathroom, DOUBLE SINKS, SHOWER AND SOAKING TUB SEPARATE, Tile Floors and a generous walk-in closet, this sanctuary offers the perfect escape from the hustle and bustle of daily life. FULLY FENCED YARD, OVERSIZED GARAGE (23ft X 23ft) where lush landscaping and a charming patio create an ideal setting for relaxing and simply soaking up the sunshine. Conveniently located near dozens of parks, trails, pools, shopping and dining. With easy access to Bangerter and Mountain View Corridor. Square footage per county.",2014.0,3.0,3.0,2.0,1.0,2.0,6098.0,4178.0,3.0,2015-06-25,750000.0,for_sale
single_family,"Come live in this beautiful 5 bedroom, 2.4 bathroom home in Salem! This home was built with the intent to WOW everyone. Enjoy a bonus room above the garage for lounging or to use as an extra bedroom. Relax in the great room, with windows that go up to the almost 20' ceilings. Enjoy two sinks in both the primary and secondary bathroom, a spacious laundry room, and 3 car garage. Contact listing agent today to tour this house that can be your home! Actual inclusions, exclusions, and home specs may vary. Contact me to get a list of features, as some items may be discontinued or changed during the build process. Photos shown might include upgraded features not included in the base price listed. Photos are of the Jenni Bonus floor plan and will be updated throughout the build process with phots this home as it progresses.",2024.0,5.0,3.0,2.0,1.0,3.0,12632.0,4317.0,3.0,2018-05-31,814900.0,for_sale
single_family,"Spectacular home nestled in the Heights Park subdivision of the highly sought after Daybreak community, where a charming covered Front Porch and quaint picket fence set the stage for warmth and invitation. Inside, experience culinary delight in the Pristine Kitchen featuring quartz countertops, a generous Island, gas stove, all bordered by crisp, bright cabinets with crown molding and complemented with a sleek subway tile backsplash. The adjacent Great Room boasts a gas log fireplace with a lovely mantle and picturesque windows that drench the space in natural daylight. The Den offers an ideal retreat for a Library or Home Office, offering direct access to the serene Backyard. The Primary Bedroom Suite showcases soaring vaulted ceilings, a large walk-in closet, and a spa-inspired ensuite Bathroom complete with a European shower, separate soaking tub, double sink vanity, and a separate Toilet Room. Step outside to the expansive Backyard Deck, designed for entertainment, all encompassed within a fenced yard. Enjoy moments of peace as you overlook the maintenance-free green court, and majestic mountain views from the upstairs windows. Boasting three car garage and expansive driveway. Home is conveniently near numerous parks, Daybreak Dog Park, Oquirrh Lake, U of U Health Center, TRAX station, Daybreak Library, Mountain View Corridor, SoDa Row and is a short drive to Bangerter Highway, I-15, and the District shopping, dining and entertainment center. Don't miss out on the numerous Daybreak amenities including free access to gym/indoor track, lake kayak rentals, expansive trail system, parks, swimming pools, splash pads, community gardens and community events.",2019.0,3.0,3.0,2.0,1.0,3.0,6970.0,2979.0,3.0,2020-07-20,659000.0,for_sale
single_family,"Here is your chance to own an off-grid cabin sitting on a slice of heaven with 4.68 acres of fenced, peace & solitude minutes from Brian Head Resort. This home features a wraparound deck on all four sides with stunning mountain & valley views & an oversized 2 car detached garage. Main level consists of a living room with a wood stove & propane fireplace, laundry room, full bathroom with jacuzzi tub, kitchen, dining, bonus space that would make for a good office. Upstairs is a spacious loft bedroom with a 2-person jacuzzi tub & bathroom, walkout deck with great views to the North & two storage closets. Sold As-Is with all appliances, furniture, John Deer Gator, propane backup Kohler generator & more. Also included are two sheds, two solar panel towers with battery pack, 1/2 a",1991.0,1.0,2.0,1.0,1.0,2.0,203861.0,1700.0,2.0,2018-05-31,515000.0,for_sale
single_family,"OPEN HOUSE: Saturday April 13th 11:00am-2:00pm You will not want to miss this STUNNING Home on a dead end street in Holbrook Farms!! The Modern Craftsman Home offers Sunning Updates. Front Elevation is Modern with 3 Car Garage and RV parking on Side. Permanent Holiday Lights. Inside you will find Upgraded Flooring Easily flowing in the to Grand 2 Story Family Room with Sprawling Dining Area & Chefs Kitchen. Complete with Gas Countertop Range, Double Wall Ovens and Stainless Steel Appliances. Stunning Solid Surface Counters and Large Central Island to Gather Around, and Custom Tile Backsplash. Laundry & Half Bath off Access to Garage. Plantation Shutters throughout. Single Level Living with a Tranquil Master Retreat all on the 1st level. Cozy up with your own Fireplace and Attached Spa Like Master Bathroom. Dual Sink Vanity, Separate Soaking Tub and Step in Shower. Upgraded Modern Light fixtures. Loft above the Garage perfect for the Kids or Home Office. Covered Back Deck and Custom Stamped Patio and Fire Pit. Fully Fenced & Landscaped Back Yard. Room to grow in the over 2200 Sq Foot Unfinished Basement. Quick access to Thanksgiving Point, Silicon Slopes and Freeway Entrance.",2021.0,3.0,4.0,2.0,2.0,3.0,13504.0,4924.0,3.0,2018-05-31,999000.0,for_sale
single_family,"Introducing Summit Creek and Magnolia Homes's latest masterpiece, The Bluebell , a pinnacle of luxury mountain living in Utah's highly coveted mountain community, Summit Creek. Envisioned in the mountain side of Woodland Hills, this home will offer privacy and breathtaking views, balancing modern design with nature's tranquility. Large windows, an open concept layout, and a gourmet kitchen with top-notch appliances promise a blend of elegance and comfort. The master suite will provide a serene retreat with a private balcony and spa-like bathroom. Outdoor living spaces are designed for relaxation, with a covered patio, hot tub, and deck to enjoy the surroundings. Smart home technology will be integrated for ease and security, while exclusive community amenities like a clubhouse, pools, pickleball courts, and trails add to the appeal. Built by a quality builder, Magnolia Homes, known for excellence, this future estate embodies comfort, luxury, and mountain modern living. Contact us to be part of this exceptional living experience!",2025.0,3.0,4.0,3.0,1.0,3.0,40075.0,6105.0,2.0,2018-05-31,1875000.0,for_sale
condos,"Unparalleled Views Await! Nestled adjacent to the prestigious Wolf Creek Championship Golf Course and overlooking the majestic Powder Mountain Resort, Building 3 offers breathtaking vistas from every angle. Impeccably maintained, this remodeled 2-bedroom, 2-bathroom unit at Wolf Lodge is a testament to luxury living. Step into a haven of comfort and style, where a private deck on the first level invites you to soak in the scenery. The second level boasts a secluded master bedroom and bath for ultimate privacy. With an open floor plan, cozy fireplace, and modern appliances, every detail exudes sophistication. Indulge in relaxation at the community hot tub, pool, and sauna, just steps away. Embrace the endless recreational opportunities of Ogden Valley, from skiing to boating, fishing to hiking-this location has it all. Whether you seek a primary residence, a mountain retreat, or an investment property, Wolf Lodge Building 3 offers the perfect blend of convenience and luxury. Just minutes from the world-class skiing destinations of Snowbasin and Powder Mountain, it's your gateway to the best of Northern Utah's outdoor adventures. Discover the pinnacle of mountain living at Wolf Lodge.",1984.0,2.0,2.0,2.0,1.0,2.0,3485.0,1040.0,2.0,2018-05-31,399000.0,for_sale
single_family,"Welcome to this breathtaking custom luxury property that is certain to leave a lasting impression. Situated in the prestigious Magnolia Grove Estates, an upscale community, this home is truly a masterpiece. Get ready to be amazed by the incredible interior features, including Lutron window coverings and lighting control, Sonos built-in speakers, and a home designed with entertaining in mind. Picture yourself hosting unforgettable gatherings by the pool and outdoor entertainment area, all while enjoying views of Pine Valley. The interior was meticulously curated by the nationally recognized Alice Lane Interior Design firm, resulting in a one-of-a-kind masterpiece. The seamless indoor-outdoor living experience is enhanced by 10-foot-tall sliding pocket doors, effortlessly blending the spaces together with meticulous attention to detail. With a bunkroom and a private guest suite, your guests will feel welcomed and pampered. Indulge in the indoor gym or relax in the master steam shower. The kitchen is a chef's dream, featuring top-of-the-line Thermador and Wolfe appliances, including a fridge-freezer, a Scotsman pebble ice maker, and a water filtration reverse osmosis system. Cook your favorite meals on the custom designed ILVE Oven/Gas range and utilize the Butler's pantry. Luxury and elegance abound, with marble stone throughout, a separate master bedroom laundry room, and even a dog wash for your furry friends. Storage is abundant in this home, with a large air-conditioned storage room, temperature-controlled garages- including a 70 foot RV garage with built-in storage cabinets. Discover a breathtaking retreat: an inviting, fenced-covered patio with a covered entertainment area boasting a built-in kitchen, ice maker, BBQ, and sink. Lounge by the cozy fireplace, indulge in the spa, and take a refreshing dip in the pool complete with a slide. Enjoy friendly competitions on the sports court, tend to your garden boxes, and let the little ones have a blast on the 16-foot swing set. Plus, satisfy your soccer skills with the sport soccer ball return net. All this and more in a fully landscaped oasis.",2023.0,7.0,8.0,6.0,2.0,4.0,53143.0,9726.0,2.0,2020-09-01,5500000.0,for_sale
single_family,"COME TO THE OPEN HOUSE THIS SATURDAY 11am-1pm! Absolutely stunning rambler in Highland, Utah. This spacious home sits on a generous quarter-acre lot, adorned with mature trees, creating a serene and tranquil setting. Featuring six bedrooms and three and a half bathrooms, this home provides ample space for comfortable living. On the main level, the kitchen has been fully updated with quartz countertops, beautiful cabinets, and lots of space. The center island is quite large and can seat several stools comfortably. The ceilings are vaulted in the family room, entryway and office. Custom cabinets and built-ins in the office offer both functionality and beauty. The fully finished basement is an entertainer's dream, featuring a wet bar and a large space for watching movies, playing games or hosting gatherings. Located in a charming, high-end neighborhood on the north east side of Highland, this home offers a peaceful retreat while being minutes from academically acclaimed schools, shopping, restaurants and I -15. Call Alicia to schedule a private showing or come see us at the Open House! Don't miss out on the opportunity to own this beautiful home in a prime location. Offered at $985, 000, this home won't last long! Buyer to verify all information. Showings begin Friday, April 26. Please provide 2 hour notice before showings. Call for details!",2001.0,6.0,4.0,3.0,1.0,2.0,10454.0,4021.0,2.0,2001-04-26,985000.0,for_sale
single_family,"This gorgeous custom home, located in the exclusive Deer Ridge at SunCrest neighborhood, features stunning views of the Salt Lake Valley and Oquirrh Mountains, Lone Peak and the UofU. Four bedrooms, 3.5 bathrooms and room to grow downstairs. All appliances are included! Huge windows throughout the home bring in tons of natural light. The two-way fireplace in the formal living room and owners' retreat make for cozy nights. The expansive deck is perfect to watch sunsets and para-gliders flying by, and the covered patio is plumbed for a gas grill and is ready for your hot tub. Tons of neighborhood amenities, along with over 40 miles of hiking, biking and horse trails just steps away, make this a fabulously fun place to live. Ask your agent about the 2.125% assumable loan!",2005.0,4.0,4.0,3.0,1.0,3.0,25700.0,5056.0,2.0,2017-09-15,1229000.0,for_sale
condos,"Incredible opportunity! Fantastic 1 bedroom fully furnished ground floor condo located in picturesque Canyons Village in the heart of Park City! The condo is located just a quarter mile from the Canyons Resort and only three miles from downtown Park City. Features of the unit include an open and bright floor plan with an upgraded/remodeled kitchen with a center island, a gas fireplace, and a large private covered patio for entertaining family and friends. Brand new flooring. The development has exceptional amenities including a sauna, 2 pools, 2 hot tubs (one of the outdoor heated pools and hot tub is open year-round), a clubhouse, 4 tennis courts, sand volleyball courts, and picnic areas. The Canyons Connect shuttle offers easy access to skiing with door-to-door service. Access to the Cabriolet people mover lift is located about 600 yards from the center of the Red Pine residential complex. The condo is also convenient to the historic Main Street, Park City Resort, and Deer Valley Resort via the city bus system. This is the one you have been waiting for!",1979.0,1.0,1.0,1.0,1.0,2.0,13939.0,650.0,2.0,2017-05-08,550000.0,for_sale
single_family,"Awesome totally renovated home from top to bottom. This home could serve many purposes. The property features two independent levels of living. Upstairs includes 3 bed, 2 bath, all new flooring throughout, beautiful kitchen with stainless appliances and all new fixtures. The basement includes 2 bed, 2 bath, all new flooring, full kitchen and family room great for separate family quarters or income generating apartment. A huge bonus is the 3 car garage has been converted to a 2 car garage and single car garage for the tenant or family member occupying the lower level of this home. To top it all off, all of the landscaping has been professionally updated in front and most of backyard plus the views out the back of this home, off the upper deck and lower patio are breath-taking. It is a must see for sure. Schedule your own private showing today. Square footage figures are provided as a courtesy estimate only and were obtained from County Records . Buyer is advised to obtain an independent measurement.",1997.0,5.0,4.0,4.0,1.0,3.0,10890.0,2264.0,2.0,2005-09-22,617900.0,for_sale
single_family,"Discover the perfect blend of elegance and comfort in this exquisite English cottage-style residence. With an array of impressive features, this home offers a captivating living experience designed in the style inspired by Jake Arnold. Experience the convenience and accessibility of main-level living, ensuring your daily life is as comfortable as it is stylish. The apartment above the garage offers extra living space, a guest suite, or a home office for added versatility and privacy. With designer-selected finishes, a basement media room, a chef's kitchen, and numerous luxurious upgrades, this home is a testament to luxury! Don't miss the opportunity to call this remarkable home your own. Expected completion early 2024! It's a unique blend of classic style and modern convenience, making it a rare find. Your dream home awaits! Design packet coming soon. Contact Agent for finishes and design details.",2023.0,5.0,6.0,4.0,2.0,3.0,25700.0,5682.0,3.0,2018-05-31,1950000.0,for_sale
condos,"Imagine walking out of your condo building & turn left with all the best that SLC Central Ninth has to offer 2 blocks away. Restaurants, bars, breweries, Trax Stop, & the new 9 Line bike trail. Turn right out of the condo building and the heart of downtown is just a few blocks away. When you aren't out on town relax in this updated end unit condo. Cook dinner in the recently updated kitchen with refrigerator included, freshen up in the walk in shower, enjoy the walk in closets, & laundry is not as daunting in the large laundry room with washer and dryer included. Make sure to come see this condo! Square footage figures are provided as a courtesy estimate only and were obtained from previous listings . Buyer is advised to obtain an independent measurement.",2007.0,2.0,2.0,2.0,1.0,2.0,436.0,1164.0,2.0,2018-06-15,439500.0,for_sale
single_family,"Located in Paragonah, UT. Charming 1400 sq ft 2 bd 2 bath single family home. The home is perfectly nestled on .90 acre with scenic mountain views. The possibilities are endless for this property with plenty of room for expansion, homesteading, animals, and much more! Included on property is a fenced in garden, garden shed, chicken coop and framed in shop to customize yourself. This home is the perfect opportunity for a permanent residency in a small tight knit community, away from the hussel and bussel, Or a vacation home, located just 20 min from Brian Head Ski Resort, and a short drive from Zion national park and Bryce Canyon.",2005.0,2.0,2.0,2.0,1.0,2.0,39204.0,1400.0,2.0,2018-05-31,419000.0,for_sale
townhomes,"Seller willing to offer carpet allowance with full price offer Stunning townhome nestled in Layton's vibrant core. Three bedrooms, each featuring its own private full bathroom, offering unparalleled convenience. Generously sized bedrooms with ample closet space enhance comfort. Enjoy two inviting family rooms and a sprawling 1-car garage. Revel in breathtaking mountain vistas and a plethora of additional features.",2001.0,3.0,4.0,3.0,1.0,1.0,871.0,1996.0,3.0,2009-08-20,387000.0,for_sale
single_family,"PRICE IMPROVEMENT Very motivated Sellers!! Stylish cute 2 story 3 bedroom 2.5 bath on a large corner lot. Home has a electric car charger. Kitchen has a very large pantry and an appliance closet. So nice to have all large appliances off the counter tops. Linen closet in master bathroom. Master bathroom also has a double headed shower. Garage door is an 8 feet door for those lifted vehicles. This home is a smart home has a smart thermostat, garage door opener and front door that you can run from your phone. Very nice neighborhood with community pool, playground, pickleball courts. This home has a beautiful view of Cache Valley. You don't. want to miss this one.",2022.0,3.0,3.0,2.0,1.0,2.0,6534.0,1547.0,2.0,2018-05-31,424900.0,for_sale
single_family,"This beautiful home is perfect for the country life. It has a big back yard with basketball hoop and storage shed, with plenty of room to have chickens and a big garden. There is plenty of storage in the loft above the garage. It's close enough to town that you can walk to the post office or grocery store. Do Not miss this one.",1976.0,6.0,2.0,2.0,1.0,2.0,19602.0,2932.0,2.0,2018-05-31,430000.0,for_sale
mobile,"PRICE IMPROVEMENT! Affordable comfort in an exclusive 55+ community! This single-wide mobile home offers a cozy retreat in a friendly, walkable neighborhood. Enjoy an abundance of natural light streaming through large windows, showcasing picturesque mountain views. Recent upgrades include new LVP flooring, fresh paint, a new water heater and a revitalized shower. The roof has been sealed for added durability. Enhancing the appeal, the property features an inviting east-facing porch/patio - the perfect spot to savor your morning coffee or unwind and relax in the evening. With easy access to the freeway, grocery stores, shopping, and restaurants, convenience is at your doorstep. Embrace an active lifestyle with nearby trails for leisurely walks and outdoor enjoyment. Don't miss the opportunity to make this beautiful home yours! All information is deemed reliable, but is not guaranteed and should be independently verified.",1984.0,2.0,1.0,1.0,1.0,2.0,13939.0,840.0,1.0,2018-05-31,59900.0,for_sale
single_family,"OPEN HOUSE, Sat, 12-2PM. Nestled in a serene neighborhood, this home offers modern comfort and style. Highlights include a custom entertainment center, quartz counters, outdoor living space, and stunning mountain views. Enjoy ample outdoor space on a 1-acre lot. The neighborhood boasts walking paths, close proximity to an elementary school, and adherence to a dark sky ordinance. Experience the epitome of modern living with this smart home, showcasing state-of-the-art amenities such as advanced thermostats, integrated indoor/outdoor speakers, and surveillance cameras, providing unmatched convenience and security. This residence seamlessly combines luxury and functionality, presenting a harmonious integration of high-end features and practicality. Schedule a viewing today to witness the exceptional standards of modern comfort and sophistication today!",2016.0,3.0,3.0,2.0,1.0,3.0,43560.0,4100.0,2.0,2015-08-20,899900.0,for_sale
townhomes,"An affordable home option located in the well-established Eagle Point Estates neighborhood, where homeowners are committed to maintaining a peaceful, beautiful setting and the quality and value of their homes. This home is in a secluded east-side location, which offers (in addition to the attached garage) ample guest parking right at the unit! Your private patio is fully enclosed and accessible from the dining room and an exterior gate. Just steps to the community's open area which provides a park-like outdoor space with plenty of green grass, shade trees, and benches to relax on. The HOA covers water, sewer, garbage, snow removal, and exterior liability insurance, along with maintenance of the common areas. Rental restrictions apply. CC&Rs and HOA documents are available upon request.",1995.0,3.0,3.0,3.0,1.0,1.0,1307.0,1515.0,2.0,2018-05-31,259900.0,for_sale
single_family,"This home is priced to sell. Great floor plan with plenty of upgrades. Radiant heat in floors, Control 4 system, 3 fireplaces. Beautiful covered patio, Zoned A/C system. Home needs some TLC and updating. Pool and Jacuzzi are beautiful. Vacant and ready to show.",2009.0,6.0,6.0,6.0,1.0,3.0,13068.0,4863.0,2.0,2018-06-19,969900.0,for_sale
single_family,"Price Reduced!! Beautiful brick rambler located in great South Jordan location within walking distance to elementary and middle schools and no HOA. Home has an updated kitchen with granite counters, large bedrooms, a large family room down, separate master bath, RV parking, spacious backyard with 9 fruit trees and garden area and more. Buyer to verify all info. Possible Mother-in-law apartment with some changes.",1979.0,5.0,3.0,2.0,1.0,2.0,9583.0,2876.0,2.0,2014-06-30,589900.0,for_sale
single_family,...,1918.0,3.0,1.0,1.0,1.0,1.0,3049.0,1536.0,2.0,2018-05-31,230000.0,for_sale
single_family,"This is a truly unique property with a skiable private lake in your backyard. It's suitable for water sports with views of Maple Mountain. The backyard has everything you need to keep all of your guests entertained. The home features 7 bedrooms, 6 bathrooms, and plenty of room inside and out for all of your entertaining needs. As if the private lake in your backyards wasn't enough, the backyard also includes a splash pad, sports court, private beach area, commercial grade playground, and gazebo. Pre approval or proof of funds required for showings.",2013.0,7.0,6.0,5.0,1.0,3.0,54886.0,7354.0,3.0,2013-09-19,3300000.0,for_sale
mobile,"Come see this cute home with fresh paint, new bathroom fixtures, Plenty of space! Centrally located near shops, close to freeway and dining. Call agent for park approval and info",2010.0,3.0,2.0,2.0,1.0,2.0,13939.0,1150.0,1.0,2018-05-31,120000.0,for_sale
single_family,"This multi-level home sits on a fully fenced yard with beautiful mature trees. The detached garage has a tall bay and a separated workshop with power. There are two bedrooms and a bathroom on the upper level. The kitchen and large living room are on the ground level. The first lower level includes 2 rooms with a bathroom featuring a jetted tub. The lowest level is where the spacious laundry room, utility room, and final bedroom are placed. This home is ready for some remodeling, but with a little TCL it will make a wonderful family home. Square footage figures are obtained by county records and provided as a estimate only. Buyer is advised to obtain an independent measurement.",1964.0,4.0,2.0,2.0,1.0,3.0,9148.0,1976.0,4.0,2006-09-25,375000.0,for_sale
single_family,"History Lives on in this beautifully restored and maintained Mariner-Stewart Pioneer home. A work of love, this home has updated Electrical, Plumbing, Heating, & Cooling while maintaining the integrity and character of it's historical past. Step back in time with the charming decor and beautiful furnishings that blend into this home. Built on Brigham Young's Block and enjoyed by early Kanab Pioneer Settlers such as Thomas Chamberlain & Levi Stewart family members. Also used as a meeting place for Kanab's All Women Council. Enjoy the open and spacious Living Room and Family Rooms, All Bedroom are large and easily accommodate King Sized Beds as well as private bathrooms for you and your guests comfort and enjoyment. Situated on a large .72 acre commercially zoned lot in the heart of Kanab. Massive Garage and Shop Space. RV and Toy storage, mature trees for ample shade. Income producing opportunities as a Bed and Breakfast with 4 Bedroom Suites and all included furnishings. Commercial zoning allows for so many more possibilities. This is a MUST SEE home. Call your realtor today for your private viewing. All furnishings included. Additional photos are available.",1900.0,4.0,5.0,1.0,1.0,7.0,31363.0,2973.0,2.0,2018-05-31,895000.0,for_sale
single_family,"This BEAUTIFUL home in the highly desired Nibley Gardens subdivision is a must see! You will love the nice entry way, family room that is open to the stunning updated kitchen and vaulted ceilings that create a great room. This home features spacious bedrooms and bathrooms, master suite including a walk in closet, main floor laundry and additional large family room complete with new carpet. You will enjoy the large deck and fully fenced yard that is perfect for entertaining. Don't miss the opportunity to take a look at this very desirable home. Schedule your showing today! Square footage figures are provided as a courtesy estimate only. Buyer is advised to obtain an independent measurement.",2005.0,5.0,3.0,1.0,1.0,2.0,13068.0,2784.0,2.0,2022-03-25,550000.0,for_sale
single_family,"Welcome to beautiful Lehi. This home is located in a quiet community (no HOA) conveniently located to schools and shopping with a yard like no other. Back yard oasis with fruit trees and bushes that include cherry, peach, apricot, nectarine, grapes, raspberries, black berries, boysenberry, elderberry, apple, pear, and plum trees. Two large Garden spaces and a kids clubhouse make this a desirable place to relax and garden. Inside you'll find open spaces, and extra shelves for storage in the garage. Square footages are provided as a courtesy only. Buyer is advised to verify all information.",1996.0,5.0,3.0,2.0,1.0,2.0,7841.0,2011.0,3.0,2016-11-29,571000.0,for_sale
townhomes,"HUGE PRICE REDUCTION!! HOME SWEET HOME Carpets have just been cleaned! Are you ready to call this home YOUR home!! This home is conveniently located to everything! Close to freeway, Hogle Zoo & University! Home has an open floor plan with tons of personality! Walk into the home & see a stunning 18' stone fireplace!! Vaulted wood beam ceilings, covered patio, kitchen bay window, formal dining room, (surprise room off the formal dining room) AC, 3 covered decks, yes, I said 3!! Master bedroom Suite is ginormous with covered deck that can be used as a Lanai or Exercise Room! Double closets, separate tub/shower. And bonus, the tub is jetted! Yes, I can't believe it either! Basement area has a separate entrance to the outside. Views are amazing! Call now for your private showing. Home is sold as is & priced to sell in current condition! More photos will be coming",1975.0,3.0,3.0,2.0,1.0,2.0,5227.0,2802.0,2.0,2018-05-31,620000.0,for_sale
single_family,"CHECK OUT THIS NEWLY REMODELED HOME FOR SALE. HARDER AND HARDER TO COME BY THESE DAYS, ESPECIALLY UNDER 500K. UPDATES INCLUDE GRANITE COUNTERS, CABINETS AND STAINLESS APPLIANCES. MAIN BATHROOM HAS ALSO BEEN RECENTLY UPDATED. STEP INTO THE BACKYARD AND YOU HAVE A FULLY FINISHED, LANDSCAPED ESCAPE FROM THE STRESS OF DAILY LIFE. PERFECT FOR ENTERTAINING AND OR A GOOD SUMMER BBQ. THE AREA IS CENTRAL AND WITHIN CLOSE PROXIMITY TO RESTAURANTS, SHOPPING AND FREEWAY ACCESS. SCHEDULE YOUR APPOINTMENT TODAY! All footage and measurements are deemed reliable but not guaranteed. Square footage was obtained via county records. Buyer is advised to obtain their own measurements and complete due-diligence to their satisfaction",1986.0,2.0,2.0,1.0,1.0,2.0,7405.0,1372.0,2.0,2018-05-31,485000.0,for_sale
single_family,"Huge Pricing Correction. Don't miss out on this Estate Luxury property Welcome to the epitome of luxury and estate living! Nestled on a sprawling 7.58-acre private estate, this magnificent residence spans over 10, 000 total square feet and offers unparalleled sophistication and comfort. Fully furnished, this opulent property boasts 8 bedrooms and 6.5 bathrooms, ensuring ample space for family and guests. Indulge in the pinnacle of relaxation with an indoor pool and spa, accompanied by a detached fitness center for those seeking an active lifestyle. As you enter through the fully fenced and gated private drive, you will be captivated by the breathtaking views of the valley, providing a sense of tranquility and serenity. Immerse yourself in luxury amenities as you explore the sauna, theater room, and the rare and coveted walk-in vault for securing your valuables. Additionally, a generator ensures uninterrupted power supply, and the underground propane storage guarantees a seamless experience. For the enthusiasts, an impressive fish tank brings a touch of aquatic wonder to your living space. Embrace your competitive spirit on the tennis courts, or simply revel in the meticulously crafted custom finishes that adorn every inch of this masterpiece. Entertaining becomes an art form with the expansive gathering and dining space, perfect for hosting lavish gatherings and creating cherished memories. The chef's kitchen is a dream come true for culinary enthusiasts, equipped with state-of-the-art appliances and top-tier features. Comfort and luxury go hand in hand with radiant heated floors, keeping you warm during colder months. Outside, mature landscaping surrounds the property, complemented by a greenhouse for the avid gardener. Indulge in year-round outdoor living with a covered patio and deck, where you can relish in the picturesque views while savoring the fresh air. Whether it's a sun-drenched afternoon or a starlit evening, this private estate ensures an experience like no other. The combination of elegance, privacy, and exclusivity sets this property apart from the rest. It is a once-in-a-lifetime opportunity to embrace a lifestyle of extraordinary luxury, sophistication, and comfort. Don't miss this chance to make this private estate your very own oasis of indulgence and refinement. Agent related to seller.",2001.0,8.0,7.0,6.0,1.0,4.0,330185.0,10969.0,3.0,2001-11-21,7900000.0,for_sale
