index,City,Date,Card Type,Exp Type,Gender,Amount
20092,"Lucknow, India",23-Feb-15,Signature,Entertainment,F,168379
20093,"Surat, India",7-Nov-13,Platinum,Fuel,M,278398
20094,"Jaipur, India",4-Aug-14,Silver,Bills,F,5375
20095,"Hyderabad, India",6-Nov-13,Signature,Grocery,M,57362
20096,"Pune, India",17-May-15,Platinum,Grocery,F,63630
20097,"Kolkata, India",4-Feb-14,Gold,Fuel,M,281747
20098,"Lucknow, India",30-Mar-15,Platinum,Food,M,116226
20099,"Jaipur, India",1-Jun-14,Silver,Bills,F,275234
20100,"Chennai, India",16-Apr-14,Platinum,Grocery,F,198685
20101,"Hyderabad, India",12-Feb-15,Gold,Fuel,F,287753
20102,"Kolkata, India",2-Apr-15,Gold,Bills,M,12624
20103,"Surat, India",17-Oct-14,Gold,Food,F,124636
20104,"Chennai, India",3-Dec-13,Gold,Food,F,87612
20105,"Surat, India",10-Feb-14,Signature,Grocery,F,12334
20106,"Jaipur, India",28-Feb-15,Signature,Food,M,249615
20107,"Jaipur, India",15-Dec-13,Silver,Entertainment,F,176755
20108,"Lucknow, India",4-Feb-14,Platinum,Grocery,F,181123
20109,"Jaipur, India",5-Apr-15,Platinum,Food,M,124118
20110,"Surat, India",15-Sep-14,Signature,Bills,M,75886
20111,"Hyderabad, India",28-Nov-13,Platinum,Fuel,M,60038
20112,"Kanpur, India",24-Nov-13,Silver,Bills,M,273614
20113,"Chennai, India",7-Aug-14,Silver,Bills,F,120422
20114,"Kanpur, India",21-Aug-14,Platinum,Fuel,M,40850
20115,"Kanpur, India",1-May-15,Signature,Entertainment,M,28110
20116,"Hyderabad, India",18-Jul-14,Platinum,Fuel,F,22092
20117,"Lucknow, India",8-Jan-15,Signature,Fuel,M,269139
20118,"Surat, India",9-Jan-15,Silver,Fuel,M,79143
20119,"Pune, India",5-Apr-14,Platinum,Fuel,M,175961
20120,"Pune, India",15-Nov-14,Signature,Fuel,M,15441
20121,"Lucknow, India",28-Jan-15,Silver,Entertainment,M,250570
20122,"Kolkata, India",15-Jan-15,Platinum,Fuel,M,152441
20123,"Chennai, India",20-Feb-14,Gold,Bills,M,236230
20124,"Surat, India",10-May-14,Signature,Fuel,M,198536
20125,"Lucknow, India",8-Jun-14,Signature,Entertainment,M,280722
20126,"Pune, India",19-Feb-15,Platinum,Bills,M,63547
20127,"Kolkata, India",2-Oct-14,Silver,Bills,F,130187
20128,"Surat, India",14-Aug-14,Gold,Food,M,243401
20129,"Kolkata, India",30-Apr-14,Gold,Food,M,262551
20130,"Chennai, India",26-Sep-14,Gold,Grocery,F,57569
20131,"Jaipur, India",26-Aug-14,Silver,Bills,F,225247
20132,"Jaipur, India",19-Jul-14,Gold,Food,M,205561
20133,"Surat, India",30-Mar-15,Gold,Grocery,M,59982
20134,"Chennai, India",18-Jan-15,Platinum,Grocery,F,72712
20135,"Chennai, India",29-Apr-14,Platinum,Bills,F,185330
20136,"Jaipur, India",21-Dec-14,Platinum,Bills,F,141050
20137,"Hyderabad, India",13-Aug-14,Gold,Grocery,F,271547
20138,"Chennai, India",5-Apr-15,Signature,Grocery,F,27434
20139,"Chennai, India",24-Mar-15,Silver,Food,F,118844
20140,"Kanpur, India",8-Dec-14,Silver,Grocery,F,122179
20141,"Pune, India",26-Mar-14,Platinum,Bills,F,245490
20142,"Pune, India",28-Nov-14,Silver,Entertainment,F,21064
20143,"Pune, India",11-Dec-14,Gold,Food,F,238489
20144,"Kanpur, India",8-May-14,Silver,Bills,M,160188
20145,"Hyderabad, India",19-Nov-14,Signature,Food,M,230645
20146,"Pune, India",8-Jan-14,Platinum,Food,F,57266
20147,"Kolkata, India",11-May-14,Platinum,Bills,F,261860
20148,"Hyderabad, India",19-May-15,Silver,Grocery,M,192063
20149,"Kanpur, India",21-May-15,Platinum,Fuel,F,229216
20150,"Kanpur, India",6-Aug-14,Platinum,Bills,F,108760
20151,"Lucknow, India",1-Feb-15,Gold,Grocery,F,54784
20152,"Chennai, India",30-Jan-15,Silver,Grocery,F,237946
20153,"Kanpur, India",22-Jul-14,Platinum,Food,M,63206
20154,"Hyderabad, India",22-Apr-14,Signature,Bills,M,62390
20155,"Kanpur, India",25-Dec-13,Gold,Fuel,M,173479
20156,"Jaipur, India",30-Dec-14,Gold,Grocery,M,161810
20157,"Hyderabad, India",15-Nov-14,Platinum,Food,F,247744
20158,"Lucknow, India",8-Feb-15,Signature,Fuel,M,261904
20159,"Kanpur, India",15-Oct-13,Silver,Food,F,168946
20160,"Kolkata, India",17-Jan-14,Silver,Grocery,F,297513
20161,"Lucknow, India",2-Dec-14,Platinum,Grocery,M,151584
20162,"Chennai, India",31-Oct-14,Platinum,Grocery,F,35854
20163,"Hyderabad, India",30-Nov-14,Platinum,Grocery,F,246262
20164,"Lucknow, India",2-Sep-14,Silver,Fuel,F,224469
20165,"Surat, India",31-Aug-14,Signature,Entertainment,M,259450
20166,"Surat, India",26-Apr-15,Gold,Food,M,147190
20167,"Lucknow, India",1-May-14,Platinum,Grocery,F,30158
20168,"Kolkata, India",22-Sep-14,Silver,Entertainment,F,263438
20169,"Surat, India",23-Oct-13,Silver,Bills,M,28965
20170,"Jaipur, India",8-Aug-14,Gold,Entertainment,F,82111
20171,"Kanpur, India",6-Mar-14,Platinum,Entertainment,F,92707
20172,"Hyderabad, India",2-Jan-14,Platinum,Bills,F,140811
20173,"Pune, India",22-Jan-14,Signature,Grocery,F,243350
20174,"Jaipur, India",11-Mar-15,Silver,Fuel,M,21522
20175,"Lucknow, India",10-May-14,Signature,Bills,M,146071
20176,"Jaipur, India",27-Mar-15,Platinum,Bills,M,22515
20177,"Surat, India",19-Dec-13,Silver,Grocery,M,280075
20178,"Kanpur, India",3-Mar-14,Silver,Bills,M,193909
20179,"Surat, India",14-Mar-14,Gold,Bills,F,298201
20180,"Hyderabad, India",21-Sep-14,Platinum,Fuel,M,141394
20181,"Lucknow, India",29-Mar-15,Platinum,Entertainment,F,63405
20182,"Pune, India",20-May-15,Platinum,Grocery,F,110618
20183,"Kanpur, India",28-Apr-14,Platinum,Food,M,163841
20184,"Jaipur, India",15-Nov-14,Gold,Bills,F,17988
20185,"Pune, India",6-Feb-14,Signature,Fuel,F,47702
20186,"Surat, India",25-Oct-13,Silver,Food,F,250973
20187,"Hyderabad, India",26-Apr-14,Silver,Grocery,M,60535
20188,"Kanpur, India",1-Mar-14,Silver,Fuel,F,27903
20189,"Jaipur, India",8-Mar-14,Signature,Entertainment,F,234172
20190,"Chennai, India",7-Feb-14,Platinum,Fuel,F,31949
20191,"Lucknow, India",21-Jun-14,Gold,Fuel,M,220638
20192,"Lucknow, India",8-Feb-14,Gold,Entertainment,M,235645
20193,"Pune, India",10-Mar-15,Gold,Entertainment,F,266321
20194,"Kolkata, India",11-Apr-14,Gold,Bills,M,35721
20195,"Chennai, India",22-Aug-14,Silver,Bills,M,291142
20196,"Hyderabad, India",4-Dec-14,Platinum,Fuel,F,166014
20197,"Kanpur, India",3-Dec-13,Silver,Food,M,138701
20198,"Chennai, India",22-Jan-14,Gold,Bills,M,66641
20199,"Chennai, India",8-Apr-14,Platinum,Entertainment,F,59256
20200,"Lucknow, India",19-Mar-15,Silver,Entertainment,F,182631
20201,"Chennai, India",27-Nov-13,Gold,Bills,M,181466
20202,"Jaipur, India",21-Apr-14,Silver,Grocery,M,266302
20203,"Chennai, India",5-Jan-15,Silver,Fuel,F,158037
20204,"Chennai, India",12-Dec-13,Platinum,Bills,F,56847
20205,"Kolkata, India",26-Nov-13,Silver,Food,M,203312
20206,"Jaipur, India",15-Jan-15,Platinum,Entertainment,F,65836
20207,"Pune, India",5-May-15,Platinum,Fuel,M,86119
20208,"Jaipur, India",14-Dec-14,Signature,Food,F,164810
20209,"Surat, India",28-Nov-13,Gold,Fuel,M,272274
20210,"Surat, India",8-Apr-15,Silver,Food,F,71652
20211,"Surat, India",25-Mar-14,Platinum,Fuel,M,24954
20212,"Kolkata, India",4-Feb-14,Silver,Entertainment,M,197346
20213,"Chennai, India",1-Feb-14,Silver,Fuel,M,268273
20214,"Kanpur, India",5-Jul-14,Signature,Food,F,223527
20215,"Kanpur, India",23-Oct-13,Signature,Fuel,F,84892
20216,"Surat, India",11-Jul-14,Signature,Fuel,F,168561
20217,"Jaipur, India",11-Nov-14,Silver,Grocery,F,183475
20218,"Jaipur, India",15-Nov-13,Platinum,Bills,F,24332
20219,"Kanpur, India",19-Jun-14,Platinum,Grocery,M,42733
20220,"Kanpur, India",28-Oct-13,Signature,Entertainment,M,249238
20221,"Pune, India",9-May-14,Platinum,Bills,M,61026
20222,"Kanpur, India",10-Feb-15,Silver,Grocery,F,151978
20223,"Surat, India",9-Oct-14,Silver,Grocery,M,221821
20224,"Surat, India",1-Jan-15,Platinum,Food,M,200153
20225,"Kolkata, India",25-Jul-14,Gold,Fuel,M,103499
20226,"Hyderabad, India",1-May-15,Gold,Entertainment,M,20086
20227,"Kanpur, India",25-Mar-15,Silver,Grocery,M,213139
20228,"Pune, India",22-May-15,Platinum,Food,F,218270
20229,"Surat, India",25-Jun-14,Signature,Entertainment,M,56653
20230,"Kolkata, India",3-Nov-13,Platinum,Food,F,41130
20231,"Kolkata, India",11-Mar-14,Silver,Food,F,236825
20232,"Hyderabad, India",15-Oct-14,Signature,Grocery,M,124510
20233,"Surat, India",31-Dec-14,Signature,Food,F,275614
20234,"Pune, India",3-Jan-15,Silver,Entertainment,F,217323
20235,"Kolkata, India",11-May-15,Signature,Grocery,M,184728
20236,"Hyderabad, India",12-May-14,Platinum,Entertainment,M,234416
20237,"Pune, India",20-May-15,Signature,Fuel,F,240237
20238,"Kanpur, India",17-Dec-13,Platinum,Fuel,F,253552
20239,"Lucknow, India",16-Apr-14,Gold,Food,F,96099
20240,"Hyderabad, India",15-Nov-14,Silver,Food,M,100700
20241,"Surat, India",20-Feb-14,Gold,Entertainment,M,48596
20242,"Surat, India",19-Oct-14,Silver,Entertainment,F,298770
20243,"Lucknow, India",11-Jan-14,Silver,Entertainment,M,159715
20244,"Kolkata, India",21-Dec-14,Silver,Bills,M,134411
20245,"Hyderabad, India",26-Aug-14,Gold,Grocery,M,210633
20246,"Chennai, India",23-Dec-14,Gold,Grocery,F,254663
20247,"Chennai, India",3-Jan-14,Silver,Bills,F,155114
20248,"Kanpur, India",19-Apr-15,Gold,Bills,M,80587
20249,"Hyderabad, India",18-Jan-15,Gold,Bills,M,106003
20250,"Kolkata, India",17-Dec-13,Platinum,Bills,M,213406
20251,"Chennai, India",5-Oct-14,Signature,Food,M,149198
20252,"Kanpur, India",22-Mar-15,Platinum,Bills,F,198714
20253,"Kanpur, India",22-Mar-15,Platinum,Bills,F,239482
20254,"Jaipur, India",26-Jul-14,Gold,Food,F,146149
20255,"Lucknow, India",29-Jan-14,Gold,Bills,M,25712
20256,"Kanpur, India",20-Jan-14,Signature,Fuel,F,14677
20257,"Kanpur, India",31-Oct-13,Silver,Grocery,F,111158
20258,"Kolkata, India",24-Feb-14,Gold,Entertainment,M,212445
20259,"Jaipur, India",27-Mar-14,Silver,Entertainment,M,89850
20260,"Hyderabad, India",16-Mar-14,Platinum,Grocery,M,103191
20261,"Jaipur, India",3-Apr-14,Platinum,Food,M,79073
20262,"Surat, India",27-Jul-14,Gold,Entertainment,M,251935
20263,"Kolkata, India",5-Apr-15,Platinum,Fuel,M,17810
20264,"Jaipur, India",30-Dec-13,Gold,Entertainment,F,188696
20265,"Chennai, India",8-Jul-14,Gold,Bills,M,118449
20266,"Kolkata, India",27-Apr-15,Silver,Food,F,96167
20267,"Kolkata, India",14-Apr-14,Signature,Fuel,M,77973
20268,"Jaipur, India",23-Dec-14,Signature,Food,F,199679
20269,"Surat, India",16-Jan-14,Platinum,Food,M,215824
20270,"Lucknow, India",23-Dec-14,Silver,Grocery,M,218272
20271,"Jaipur, India",13-Jun-14,Signature,Grocery,F,232618
20272,"Jaipur, India",7-Dec-14,Gold,Entertainment,M,126058
20273,"Chennai, India",29-Aug-14,Platinum,Fuel,M,42127
20274,"Chennai, India",4-Mar-15,Gold,Fuel,M,61579
20275,"Surat, India",3-Jan-14,Silver,Entertainment,M,220686
20276,"Hyderabad, India",24-Sep-14,Platinum,Food,M,162178
20277,"Jaipur, India",25-Aug-14,Signature,Fuel,F,57138
20278,"Hyderabad, India",26-Aug-14,Platinum,Food,M,46580
20279,"Pune, India",13-Apr-14,Signature,Grocery,F,64967
20280,"Lucknow, India",14-Nov-13,Platinum,Bills,F,266753
20281,"Surat, India",8-Jun-14,Signature,Food,M,215503
20282,"Kolkata, India",4-Oct-13,Silver,Entertainment,F,18034
20283,"Pune, India",1-Nov-14,Signature,Entertainment,M,77405
20284,"Lucknow, India",19-Mar-15,Gold,Food,M,131083
20285,"Kanpur, India",31-Oct-13,Silver,Food,M,96905
20286,"Jaipur, India",10-Mar-14,Signature,Grocery,F,66641
20287,"Chennai, India",17-Aug-14,Silver,Bills,M,78999
20288,"Kanpur, India",1-Mar-14,Gold,Food,M,118549
20289,"Kolkata, India",12-Mar-15,Platinum,Fuel,F,176199
20290,"Hyderabad, India",22-Nov-13,Platinum,Food,F,277921
20291,"Lucknow, India",27-Mar-15,Silver,Fuel,F,140742
20292,"Surat, India",17-Nov-14,Silver,Food,F,122855
20293,"Chennai, India",3-Apr-14,Signature,Food,M,70641
20294,"Pune, India",17-Dec-13,Signature,Fuel,M,38394
20295,"Kolkata, India",12-Nov-13,Platinum,Entertainment,F,231002
20296,"Lucknow, India",29-Sep-14,Signature,Bills,F,182744
20297,"Kolkata, India",10-Jan-14,Platinum,Fuel,M,158966
20298,"Pune, India",28-Apr-14,Silver,Food,F,100261
20299,"Kolkata, India",16-Feb-15,Gold,Bills,F,59462
20300,"Chennai, India",24-Dec-13,Signature,Grocery,F,273992
20301,"Surat, India",8-Aug-14,Gold,Grocery,F,43443
20302,"Chennai, India",30-Jun-14,Signature,Bills,M,171225
20303,"Lucknow, India",29-Jan-15,Silver,Bills,F,139590
20304,"Hyderabad, India",2-Feb-15,Silver,Entertainment,F,50617
20305,"Surat, India",12-Apr-14,Signature,Bills,F,39287
20306,"Pune, India",2-Apr-14,Platinum,Fuel,M,11176
20307,"Kolkata, India",2-May-15,Platinum,Bills,M,187427
20308,"Kolkata, India",6-Mar-15,Signature,Bills,M,80422
20309,"Lucknow, India",7-Dec-13,Platinum,Bills,F,212011
20310,"Jaipur, India",2-Oct-14,Signature,Grocery,F,3776
20311,"Hyderabad, India",28-Oct-14,Silver,Food,M,218808
20312,"Kolkata, India",28-Jan-15,Silver,Fuel,F,288002
20313,"Kanpur, India",11-May-14,Silver,Bills,F,184460
20314,"Kanpur, India",20-Nov-13,Gold,Grocery,M,10092
20315,"Hyderabad, India",8-May-14,Silver,Entertainment,F,98883
20316,"Kolkata, India",28-Jan-14,Gold,Entertainment,M,57953
20317,"Chennai, India",4-Feb-15,Silver,Entertainment,F,102492
20318,"Lucknow, India",2-Jan-14,Gold,Entertainment,F,149612
20319,"Lucknow, India",19-Jun-14,Platinum,Food,F,75240
20320,"Jaipur, India",22-Oct-14,Gold,Fuel,M,125937
20321,"Jaipur, India",3-May-15,Silver,Bills,M,71982
20322,"Kanpur, India",29-Jun-14,Signature,Bills,F,226864
20323,"Kolkata, India",8-Oct-14,Silver,Bills,M,156157
20324,"Pune, India",11-Feb-14,Silver,Bills,M,112177
20325,"Pune, India",28-Mar-14,Gold,Grocery,M,78705
20326,"Lucknow, India",11-Jul-14,Signature,Grocery,M,106542
20327,"Hyderabad, India",18-Nov-13,Signature,Bills,M,271558
20328,"Pune, India",27-Aug-14,Silver,Food,F,222109
20329,"Lucknow, India",17-Oct-13,Silver,Entertainment,M,266152
20330,"Kanpur, India",21-Jun-14,Gold,Food,F,276294
20331,"Kanpur, India",1-Aug-14,Gold,Entertainment,M,293632
20332,"Jaipur, India",5-Feb-15,Signature,Fuel,F,110129
20333,"Jaipur, India",18-Sep-14,Silver,Bills,M,266209
20334,"Chennai, India",30-Nov-14,Signature,Fuel,F,54851
20335,"Surat, India",2-Dec-14,Silver,Fuel,M,164730
20336,"Hyderabad, India",31-May-14,Signature,Food,M,47057
20337,"Kolkata, India",6-Aug-14,Signature,Food,M,44249
20338,"Jaipur, India",13-Aug-14,Signature,Bills,M,1351
20339,"Hyderabad, India",14-Sep-14,Gold,Entertainment,M,149072
20340,"Lucknow, India",14-Dec-14,Gold,Grocery,F,179442
20341,"Kolkata, India",6-Oct-13,Silver,Fuel,M,144756
20342,"Surat, India",2-Feb-15,Platinum,Bills,F,196916
20343,"Kolkata, India",13-Jan-15,Gold,Bills,M,74966
20344,"Lucknow, India",14-Mar-15,Gold,Bills,F,121257
20345,"Chennai, India",9-Nov-14,Silver,Bills,F,26597
20346,"Hyderabad, India",14-Jul-14,Platinum,Entertainment,M,4056
20347,"Pune, India",12-Sep-14,Signature,Fuel,F,285475
20348,"Chennai, India",10-Apr-15,Platinum,Grocery,M,222729
20349,"Jaipur, India",3-Jan-14,Gold,Food,F,37828
20350,"Kolkata, India",22-Jan-14,Signature,Fuel,M,167218
20351,"Hyderabad, India",2-Jan-14,Signature,Grocery,F,145698
20352,"Lucknow, India",13-Oct-13,Platinum,Fuel,M,144090
20353,"Kanpur, India",25-Mar-14,Silver,Grocery,F,242537
20354,"Chennai, India",8-Nov-13,Silver,Entertainment,M,154826
20355,"Hyderabad, India",23-Mar-14,Gold,Food,F,145695
20356,"Pune, India",21-Apr-14,Signature,Grocery,M,284294
20357,"Surat, India",9-Sep-14,Gold,Food,F,72175
20358,"Hyderabad, India",12-Sep-14,Silver,Entertainment,M,202322
20359,"Kanpur, India",12-Mar-14,Silver,Grocery,F,271759
20360,"Jaipur, India",16-Jan-15,Gold,Grocery,F,89334
20361,"Hyderabad, India",14-May-14,Silver,Grocery,M,283669
20362,"Lucknow, India",21-Feb-14,Signature,Bills,M,55764
20363,"Kanpur, India",22-Feb-14,Platinum,Entertainment,F,215335
20364,"Kanpur, India",29-Jan-14,Silver,Bills,M,126876
20365,"Chennai, India",27-Feb-15,Gold,Bills,F,8636
20366,"Pune, India",28-Feb-15,Signature,Fuel,F,94640
20367,"Pune, India",16-May-15,Platinum,Bills,F,137328
20368,"Jaipur, India",1-Apr-14,Platinum,Entertainment,M,118570
20369,"Jaipur, India",6-Feb-15,Gold,Grocery,F,101445
20370,"Chennai, India",10-Dec-13,Silver,Entertainment,M,37699
20371,"Pune, India",7-Mar-15,Gold,Entertainment,F,172119
20372,"Lucknow, India",17-Oct-13,Silver,Grocery,F,128056
20373,"Surat, India",8-May-15,Silver,Entertainment,M,39076
20374,"Pune, India",7-Apr-14,Gold,Food,M,298646
20375,"Jaipur, India",31-May-14,Silver,Fuel,M,67694
20376,"Kolkata, India",17-Dec-14,Signature,Grocery,F,258558
20377,"Kanpur, India",11-Dec-13,Platinum,Entertainment,M,212973
20378,"Lucknow, India",17-Apr-15,Signature,Fuel,M,57346
20379,"Pune, India",25-Dec-13,Gold,Fuel,F,25699
20380,"Hyderabad, India",12-Nov-13,Gold,Entertainment,M,87513
20381,"Surat, India",14-Dec-14,Gold,Grocery,F,43693
20382,"Chennai, India",15-May-14,Platinum,Entertainment,M,121547
20383,"Lucknow, India",15-May-15,Signature,Entertainment,M,35046
20384,"Hyderabad, India",9-Aug-14,Silver,Bills,M,211975
20385,"Lucknow, India",27-Nov-13,Gold,Entertainment,M,2258
20386,"Pune, India",29-Oct-14,Platinum,Bills,F,118669
20387,"Jaipur, India",6-Jan-15,Gold,Entertainment,F,36568
20388,"Jaipur, India",17-Apr-15,Platinum,Bills,F,151438
20389,"Surat, India",26-Mar-15,Silver,Bills,M,251120
20390,"Hyderabad, India",3-Apr-14,Silver,Grocery,M,2333
20391,"Pune, India",8-Aug-14,Gold,Fuel,F,148450
20392,"Jaipur, India",19-May-15,Signature,Fuel,F,48428
20393,"Lucknow, India",17-Oct-13,Silver,Entertainment,F,245108
20394,"Jaipur, India",24-Dec-13,Signature,Fuel,M,11045
20395,"Pune, India",3-Jun-14,Platinum,Food,M,188794
20396,"Jaipur, India",2-Apr-14,Gold,Entertainment,F,35288
20397,"Kanpur, India",9-Jan-14,Silver,Food,M,274430
20398,"Kanpur, India",6-Nov-13,Gold,Fuel,F,289988
20399,"Hyderabad, India",19-Dec-13,Gold,Fuel,M,62830
20400,"Hyderabad, India",13-Jan-14,Platinum,Grocery,F,90490
20401,"Surat, India",27-Oct-14,Silver,Bills,M,100511
20402,"Kanpur, India",3-Dec-14,Signature,Bills,M,158399
20403,"Surat, India",21-Apr-14,Gold,Bills,F,221274
20404,"Jaipur, India",24-Nov-13,Platinum,Bills,M,126745
20405,"Kolkata, India",11-Apr-14,Silver,Bills,F,183404
20406,"Lucknow, India",4-Apr-15,Platinum,Bills,M,225198
20407,"Pune, India",24-Mar-14,Signature,Fuel,F,133521
20408,"Chennai, India",25-Aug-14,Platinum,Grocery,F,30636
20409,"Pune, India",5-Oct-14,Silver,Grocery,M,23978
20410,"Jaipur, India",25-Sep-14,Signature,Entertainment,F,176834
20411,"Chennai, India",27-Dec-13,Silver,Grocery,F,7670
20412,"Kolkata, India",18-Jan-15,Platinum,Bills,M,280280
20413,"Kanpur, India",1-Aug-14,Silver,Fuel,M,97603
20414,"Lucknow, India",24-Jun-14,Platinum,Grocery,F,100715
20415,"Lucknow, India",23-Feb-15,Gold,Food,F,193924
20416,"Kolkata, India",6-May-14,Silver,Entertainment,F,119943
20417,"Kanpur, India",12-Jan-15,Gold,Food,M,239291
20418,"Surat, India",29-Sep-14,Silver,Entertainment,M,7527
20419,"Kanpur, India",6-Mar-14,Silver,Grocery,M,241716
20420,"Lucknow, India",20-Mar-14,Gold,Bills,F,117213
20421,"Jaipur, India",13-Apr-15,Platinum,Food,M,185137
20422,"Kanpur, India",2-Mar-14,Gold,Grocery,F,190569
20423,"Hyderabad, India",7-Jul-14,Platinum,Grocery,M,284734
20424,"Kanpur, India",17-Nov-14,Gold,Grocery,F,284056
20425,"Hyderabad, India",24-Feb-15,Gold,Grocery,M,73130
20426,"Chennai, India",15-Jan-15,Signature,Bills,M,222154
20427,"Kolkata, India",6-Jul-14,Platinum,Entertainment,M,175609
20428,"Hyderabad, India",26-Apr-15,Gold,Bills,F,245581
20429,"Kanpur, India",9-Jul-14,Gold,Entertainment,F,266544
20430,"Kanpur, India",18-May-14,Gold,Bills,F,201943
20431,"Surat, India",22-Feb-15,Platinum,Entertainment,M,191203
20432,"Kanpur, India",14-Aug-14,Signature,Fuel,F,186290
20433,"Jaipur, India",9-Oct-14,Gold,Fuel,F,134523
20434,"Jaipur, India",24-Nov-13,Platinum,Food,F,11000
20435,"Kanpur, India",18-May-14,Signature,Bills,F,113569
20436,"Kanpur, India",12-Nov-14,Signature,Bills,M,39896
20437,"Jaipur, India",16-Oct-14,Gold,Food,M,44704
20438,"Lucknow, India",30-Mar-15,Silver,Entertainment,F,73834
20439,"Jaipur, India",24-Dec-13,Silver,Grocery,M,6945
20440,"Kolkata, India",29-Apr-15,Gold,Entertainment,M,82210
20441,"Surat, India",28-Jan-14,Gold,Bills,M,167758
20442,"Chennai, India",19-Jun-14,Silver,Grocery,F,292650
20443,"Hyderabad, India",9-Oct-14,Platinum,Fuel,M,30878
20444,"Kolkata, India",3-Apr-14,Signature,Grocery,M,274856
20445,"Chennai, India",20-Jan-15,Signature,Food,M,176327
20446,"Chennai, India",29-Jan-15,Silver,Entertainment,F,186471
20447,"Kanpur, India",10-Apr-15,Signature,Grocery,M,137346
20448,"Jaipur, India",24-Nov-13,Gold,Bills,M,42176
20449,"Kolkata, India",26-Oct-13,Signature,Entertainment,F,210228
20450,"Surat, India",13-Apr-15,Platinum,Grocery,M,270894
20451,"Hyderabad, India",14-Mar-15,Silver,Bills,F,223955
20452,"Surat, India",10-Jan-14,Platinum,Fuel,F,285472
20453,"Surat, India",3-Mar-15,Gold,Food,F,2138
20454,"Hyderabad, India",23-Aug-14,Silver,Grocery,F,130388
20455,"Chennai, India",9-Feb-14,Gold,Entertainment,M,209668
20456,"Kanpur, India",23-Apr-15,Signature,Entertainment,F,283939
20457,"Lucknow, India",6-Oct-13,Gold,Entertainment,F,71412
20458,"Hyderabad, India",10-Apr-14,Gold,Fuel,F,105423
20459,"Lucknow, India",28-Aug-14,Platinum,Fuel,M,83230
20460,"Chennai, India",18-Mar-14,Gold,Bills,M,62817
20461,"Surat, India",11-Oct-13,Gold,Fuel,F,181899
20462,"Hyderabad, India",25-May-15,Platinum,Entertainment,M,47315
20463,"Kanpur, India",6-Nov-14,Silver,Food,M,244483
20464,"Kanpur, India",1-Dec-13,Signature,Fuel,M,239304
20465,"Lucknow, India",12-Jan-15,Silver,Bills,F,38827
20466,"Lucknow, India",15-Jan-15,Silver,Grocery,M,218635
20467,"Kolkata, India",14-May-15,Signature,Bills,F,194619
20468,"Kolkata, India",21-Mar-14,Signature,Bills,F,173456
20469,"Hyderabad, India",28-Jan-15,Platinum,Food,M,104631
20470,"Pune, India",30-Apr-15,Platinum,Food,M,73441
20471,"Jaipur, India",16-Nov-13,Signature,Grocery,M,267156
20472,"Chennai, India",25-Sep-14,Gold,Food,F,257181
20473,"Lucknow, India",7-Nov-13,Platinum,Grocery,F,293640
20474,"Surat, India",30-Jun-14,Platinum,Entertainment,F,296816
20475,"Chennai, India",9-Oct-14,Gold,Grocery,F,277205
20476,"Surat, India",7-Oct-14,Silver,Bills,F,105710
20477,"Surat, India",23-Jan-14,Gold,Fuel,M,108328
20478,"Pune, India",10-Nov-13,Gold,Entertainment,M,1972
20479,"Hyderabad, India",3-Feb-14,Gold,Food,M,236013
20480,"Jaipur, India",23-Oct-14,Silver,Grocery,M,22962
20481,"Lucknow, India",3-Apr-15,Gold,Food,F,284669
20482,"Surat, India",6-Mar-14,Platinum,Bills,F,297212
20483,"Jaipur, India",26-Dec-14,Platinum,Grocery,M,48216
20484,"Hyderabad, India",8-Nov-13,Silver,Entertainment,M,39070
20485,"Hyderabad, India",9-May-15,Platinum,Food,M,23734
20486,"Pune, India",15-May-15,Signature,Bills,F,116656
20487,"Pune, India",11-Oct-13,Platinum,Food,F,146184
20488,"Pune, India",8-Oct-14,Signature,Entertainment,M,212454
20489,"Pune, India",26-Feb-15,Signature,Bills,F,237265
20490,"Jaipur, India",6-Apr-14,Silver,Entertainment,M,248811
20491,"Kolkata, India",8-May-14,Gold,Food,F,68462
20492,"Hyderabad, India",22-Apr-15,Platinum,Grocery,M,123306
20493,"Pune, India",10-Aug-14,Signature,Grocery,M,243119
20494,"Pune, India",8-Jul-14,Signature,Bills,F,87809
20495,"Pune, India",26-Nov-13,Silver,Entertainment,F,7898
20496,"Kolkata, India",3-Jan-14,Signature,Entertainment,M,164227
20497,"Chennai, India",23-Oct-14,Gold,Food,F,131391
20498,"Lucknow, India",1-Mar-14,Silver,Grocery,M,209290
20499,"Kolkata, India",26-Dec-13,Signature,Food,F,194111
20500,"Pune, India",9-Sep-14,Silver,Fuel,M,79872
20501,"Kolkata, India",19-Nov-13,Signature,Grocery,F,54105
20502,"Jaipur, India",13-Jan-14,Gold,Fuel,F,193847
20503,"Jaipur, India",19-Feb-15,Platinum,Grocery,F,292068
20504,"Chennai, India",15-Oct-14,Gold,Entertainment,M,81784
20505,"Chennai, India",6-Jun-14,Silver,Food,M,180969
20506,"Lucknow, India",16-Jan-14,Gold,Fuel,M,5024
20507,"Pune, India",5-Sep-14,Gold,Bills,F,200661
20508,"Pune, India",5-Sep-14,Gold,Food,F,146365
20509,"Kolkata, India",10-Feb-14,Silver,Fuel,F,167253
20510,"Kolkata, India",21-Dec-14,Silver,Grocery,M,187494
20511,"Kanpur, India",18-Aug-14,Gold,Food,F,151924
